ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
3	121,140,171,93,143,156	0,0,0,2,0,0	109,100,99,166,128,61	0,0,0,0,0,0	198	99	1
4	6,2,1,0,4,1	150,263,184,187,249,234	0,0,5,1,0,0	114,120,150,214,188,66	180	99	1
5	1,16,2,5,6,6	4,1,1,2,9,2	7,8,6,9,13,3	0,0,4,8,8,2	158	99	0.920961796369
6	0,0,1,0,0,0	7,14,7,12,17,16	1,0,0,0,0,0	2,4,4,6,14,1	120	99	1
7	1,2,0,3,0,0	12,21,21,21,17,17	1,0,0,0,0,0	10,11,10,46,15,0	109	99	1
8	0,0,0,0,1,0	16,31,23,27,26,24	1,0,1,1,0,0	18,17,11,37,23,20	150	99	1
9	82,165,128,85,188,81	7,19,13,13,17,10	126,95,119,164,169,63	16,11,14,20,18,7	134	99	1
10	75,152,118,75,177,76	0,1,0,0,0,0	115,89,109,155,144,61	0,0,1,0,0,0	134	99	1
11	2,2,3,1,2,0	221,385,339,302,372,424	2,4,9,22,14,4	274,152,187,327,277,117	198	99	1
12	2,5,2,0,3,0	573,1036,746,621,1103,854	1,1,1,0,1,0	818,598,676,796,1071,357	106	99	1
15	241,389,268,217,351,360	0,5,1,0,4,0	259,157,251,247,381,91	0,0,1,1,2,2	198	99	1
16	15,47,19,10,23,12	3,6,0,0,1,0	1,5,0,3,5,1	0,1,0,0,0,0	198	99	1
17	7,5,9,15,8,8	7,3,10,8,9,12	3,3,5,14,13,2	8,9,10,14,12,1	192	99	0.943945491287
18	0,6,4,3,6,4	15,14,14,15,15,12	1,4,3,7,6,0	11,7,16,26,21,5	198	99	1
19	0,3,3,2,7,5	3,0,0,0,0,0	1,4,6,2,10,0	0,0,0,0,0,0	198	99	1
20	3,3,2,1,2,0	15,14,14,15,15,12	0,4,2,5,1,0	11,7,16,26,21,5	134	99	1
21	25,53,52,45,54,47	0,0,2,0,0,0	53,24,30,34,57,12	2,0,0,1,1,0	105	99	1
22	6,12,6,3,11,1	61,95,124,63,92,92	9,3,4,2,8,0	66,48,51,114,116,33	198	99	1
24	222,311,263,275,335,351	27,49,31,30,24,38	271,184,226,399,285,112	42,45,37,88,71,14	120	99	1
25	35,62,44,64,63,44	27,49,31,30,24,38	39,40,47,77,69,20	42,45,37,88,71,14	186	99	0.802100467622
26	9,13,5,11,7,7	196,262,224,222,279,314	8,15,4,14,17,3	240,159,183,336,233,95	165	99	1
27	68,123,84,125,102,116	0,0,0,3,3,2	47,54,49,106,95,41	2,1,0,2,1,0	198	99	1
28	5,19,9,4,12,10	0,0,1,1,4,3	13,11,7,11,16,7	1,1,1,8,1,1	103	99	1
29	67,65,83,87,77,73	3,0,5,0,0,0	45,35,55,96,89,26	0,2,0,0,0,0	102	99	1
30	5,1,5,3,3,4	62,91,83,48,67,82	2,0,0,0,0,2	48,39,60,91,59,12	198	99	1
31	0,0,0,0,1,0	1,4,2,0,6,2	0,0,0,0,0,0	1,4,1,9,5,0	114	99	1
32	159,224,232,159,229,155	1,0,1,1,1,0	86,65,61,103,105,37	0,1,0,0,0,0	198	99	1
33	665,985,892,745,941,831	3,3,8,2,6,10	706,514,634,880,980,303	3,0,0,0,0,0	111	99	1
34	16,26,14,18,16,22	34,32,41,33,55,50	6,5,7,15,12,8	32,23,23,41,66,17	129	99	1
35	4,2,4,3,14,3	208,297,265,224,381,301	1,6,3,6,5,5	254,195,178,278,297,104	198	99	1
36	19,24,14,8,25,17	140,168,147,122,260,187	27,26,17,31,24,6	127,98,113,172,204,64	138	99	1
37	1,1,1,2,4,6	66,121,87,55,110,98	1,6,4,1,3,4	64,30,61,99,78,37	198	99	1
38	4,1,2,0,3,2	112,173,168,150,226,207	6,3,2,4,7,4	101,88,124,174,185,90	198	99	1
39	0,5,4,0,1,3	18,26,36,24,20,16	1,0,0,9,2,0	16,10,7,28,17,6	111	99	1
40	116,185,153,123,194,136	7,15,7,12,19,7	99,45,97,118,170,70	16,13,6,12,17,7	198	99	1
41	2,9,3,6,3,1	322,494,409,333,491,326	2,1,3,7,5,1	330,226,326,419,498,128	138	99	1
42	31,71,88,44,84,44	9,2,7,6,0,13	34,30,25,49,51,16	2,0,0,3,6,1	198	99	1
43	156,239,213,179,194,276	16,14,8,4,8,10	176,147,176,227,195,92	2,0,5,15,8,1	111	99	1
44	37,43,45,47,45,44	0,0,0,0,2,0	34,41,16,44,56,8	0,0,0,0,0,0	105	99	1
45	16,32,11,36,34,21	223,391,281,278,425,253	25,20,23,70,45,17	289,216,309,368,399,153	198	99	1
46	7,19,33,21,14,13	203,352,293,186,302,281	18,12,17,23,26,9	193,134,161,281,265,83	127	99	1
47	42,68,65,39,70,62	129,216,221,168,204,193	47,32,41,72,67,36	146,98,125,200,169,64	198	99	1
48	5,5,2,2,4,3	183,307,187,194,299,270	2,3,1,5,13,1	223,235,197,316,358,117	107	99	1
49	3,0,7,7,5,3	1,1,2,0,0,3	6,5,5,9,6,3	0,0,0,1,1,0	198	99	1
51	122,187,127,142,208,135	1,0,0,0,2,0	117,106,113,147,192,55	0,0,0,0,0,0	198	99	1
52	67,117,111,97,125,120	0,0,5,0,1,2	48,70,86,162,156,58	0,0,0,0,0,0	117	99	1
55	59,115,131,105,110,119	0,0,0,1,0,1	108,95,81,130,92,45	4,0,3,0,0,0	120	99	1
56	116,149,145,120,169,127	0,1,0,0,0,0	115,100,123,220,210,73	0,0,0,0,0,0	198	99	1
57	122,149,140,117,188,134	0,1,0,0,0,0	110,113,126,235,210,72	0,0,0,0,0,0	198	99	1
58	17,23,20,17,39,19	0,1,0,0,0,0	20,31,20,63,43,14	0,0,0,0,0,0	198	99	1
59	80,102,113,74,171,132	0,0,1,0,5,0	92,83,86,152,156,59	1,2,0,0,1,1	198	99	1
60	19,31,38,23,25,25	81,109,82,96,97,93	30,24,21,43,56,10	64,66,48,108,111,37	198	99	1
61	184,327,253,189,270,234	9,10,5,7,7,4	284,191,214,328,356,122	25,25,29,22,22,8	198	99	1
62	1,15,7,2,10,6	246,303,258,256,324,330	2,1,4,9,0,0	115,163,163,269,229,89	198	99	1
63	203,323,276,229,357,309	0,0,0,0,2,0	304,215,241,348,327,110	3,0,0,0,1,0	107	99	1
64	12,9,3,7,3,4	160,296,245,236,315,307	3,5,3,6,6,6	260,175,233,344,326,135	101	99	1
65	12,32,28,13,19,23	51,80,84,64,60,56	8,12,8,12,18,8	81,51,62,89,109,27	154	99	1
66	12,23,17,10,10,16	11,15,16,9,19,20	9,12,5,13,9,7	10,10,10,38,20,14	154	99	0.627517710311
67	2,1,1,1,0,0	293,384,359,295,354,324	1,1,0,4,1,0	361,231,267,378,457,184	198	99	1
68	25,36,24,24,26,19	1,2,2,0,3,0	6,7,10,10,9,6	5,3,3,13,9,1	119	99	4.19901894011e-06
69	11,28,18,21,44,9	0,4,6,2,4,0	21,13,15,24,23,9	1,0,0,1,1,0	103	99	1
70	2,14,5,11,12,15	1,0,0,0,0,0	9,4,5,7,10,1	0,0,0,0,0,0	103	99	1
71	14,26,21,17,47,19	13,26,14,16,22,13	6,11,3,7,15,6	34,21,28,28,41,12	111	99	1.5821865007e-06
72	28,53,24,37,49,20	6,0,3,4,3,1	38,20,20,29,30,16	0,0,0,0,0,2	140	99	1
