ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
1	"AT5G67590"	NA	chr5	+	26958651	26958781	26957914	26958231	26958962	26958992
2	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597
4	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
5	"AT5G66040"	NA	chr5	+	26410731	26410805	26410343	26410645	26410868	26410993
6	"AT5G65970"	NA	chr5	-	26388166	26388234	26388014	26388075	26388495	26388669
7	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669
8	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
9	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
10	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243
11	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
12	"AT5G65940"	NA	chr5	-	26378842	26378911	26378717	26378781	26378975	26379056
13	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235
15	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206
16	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
17	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795
19	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
21	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630
22	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
23	"AT5G63640"	NA	chr5	+	25480099	25480175	25479856	25480017	25480294	25480380
26	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039
30	"AT5G62820"	NA	chr5	-	25224107	25224243	25223726	25224022	25224335	25225052
32	"AT5G62600"	NA	chr5	-	25124828	25124903	25124685	25124740	25124983	25125063
33	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
34	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603
35	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626
36	"AT5G62165"	NA	chr5	+	24966361	24966443	24964645	24965256	24967327	24967427
41	"AT5G61410"	NA	chr5	-	24684044	24684134	24683605	24683858	24684227	24684297
42	"AT5G61250"	NA	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621
43	"AT5G61240"	NA	chr5	+	24630668	24630740	24630384	24630456	24630837	24630981
44	"AT5G60360"	NA	chr5	+	24281115	24281189	24280861	24280977	24281299	24281564
45	"AT5G66180"	NA	chr5	+	26449139	26449284	26448937	26449064	26449367	26449458
46	"AT5G59960"	NA	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501
47	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223
48	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080110	24080178
49	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388
50	"AT5G59710"	NA	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516
51	"AT5G59613"	NA	chr5	-	24016165	24016208	24015393	24015729	24016379	24016610
54	"AT5G59460"	NA	chr5	-	23977792	23977890	23977574	23977656	23978249	23978399
55	"AT5G58800"	NA	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273
56	"AT5G58800"	NA	chr5	-	23746869	23746943	23746340	23746700	23747187	23747274
57	"AT5G58740"	NA	chr5	-	23727066	23727115	23726619	23726762	23727229	23727378
58	"AT5G58470"	NA	chr5	-	23639687	23640321	23639397	23639548	23640443	23640537
59	"AT5G58440"	NA	chr5	-	23625252	23625462	23624734	23624995	23625557	23626957
60	"AT5G58160"	NA	chr5	+	23538044	23538126	23537908	23537959	23538199	23538294
61	"AT5G58100"	NA	chr5	+	23510794	23510865	23510556	23510675	23511442	23511548
62	"AT5G58100"	NA	chr5	+	23512420	23512524	23511949	23512108	23512722	23512898
63	"AT5G58000"	NA	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799
64	"AT5G57960"	NA	chr5	-	23465534	23465651	23465144	23465259	23465806	23465949
65	"AT5G57870"	NA	chr5	+	23441489	23441577	23441272	23441370	23441669	23442020
66	"AT5G57390"	NA	chr5	-	23254579	23254653	23254427	23254478	23254743	23254832
67	"AT5G57320"	NA	chr5	+	23216350	23216476	23216123	23216264	23216565	23216631
68	"AT5G56950"	NA	chr5	+	23034843	23034861	23034545	23034747	23035230	23035693
69	"AT5G56870"	NA	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413
72	"AT5G54800"	NA	chr5	+	22263100	22263314	22262623	22262846	22263550	22263936
73	"AT5G54750"	NA	chr5	+	22242403	22242501	22242063	22242136	22242750	22242850
74	"AT5G54750"	NA	chr5	+	22242403	22242540	22242063	22242136	22242750	22242850
75	"AT5G54290"	NA	chr5	+	22051513	22051645	22051036	22051169	22051836	22051895
76	"AT5G54290"	NA	chr5	+	22052176	22052307	22051836	22051895	22052845	22053007
77	"AT5G54290"	NA	chr5	+	22052391	22052477	22052176	22052307	22052845	22053007
78	"AT5G54290"	NA	chr5	+	22052585	22052617	22052391	22052477	22052845	22053007
79	"AT5G53900"	NA	chr5	-	21882590	21882734	21882328	21882434	21882856	21882907
80	"AT5G53530"	NA	chr5	-	21747805	21747880	21747642	21747715	21747978	21748053
81	"AT5G53530"	NA	chr5	-	21748153	21748192	21747978	21748053	21748463	21748719
85	"AT5G53140"	NA	chr5	+	21550556	21550715	21550360	21550459	21550927	21551014
86	"AT5G53080"	NA	chr5	+	21521515	21521666	21521169	21521428	21521755	21521978
87	"AT5G53050"	NA	chr5	-	21512347	21512443	21511912	21511966	21512643	21512744
89	"AT5G53020"	NA	chr5	+	21499290	21499440	21498422	21498605	21499888	21500829
90	"AT5G53010"	NA	chr5	-	21490162	21490300	21489956	21490060	21490445	21490544
92	"AT5G53010"	NA	chr5	-	21494982	21495052	21494804	21494875	21495320	21495410
93	"AT5G52920"	NA	chr5	+	21466324	21466433	21466099	21466248	21466504	21466880
94	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163726	21163968
96	"AT5G52070"	NA	chr5	+	21163578	21163968	21162095	21162208	21164079	21164196
97	"AT5G52070"	NA	chr5	+	21163726	21163968	21162095	21162208	21164079	21164196
98	"AT5G53350"	NA	chr5	+	21645671	21645749	21645489	21645564	21645907	21645964
99	"AT5G53350"	NA	chr5	+	21646259	21646330	21645907	21645964	21646430	21646530
100	"AT5G50780"	NA	chr5	+	20651619	20651695	20651402	20651487	20652118	20652247
101	"AT5G50780"	NA	chr5	+	20652460	20652559	20652118	20652247	20652652	20652754
102	"AT5G50420"	NA	chr5	-	20530848	20531098	20530199	20530629	20531361	20532856
104	"AT5G49730"	NA	chr5	-	20203457	20203692	20202957	20203285	20203778	20203976
105	"AT5G49730"	NA	chr5	-	20203778	20203976	20202957	20203285	20204064	20204161
106	"AT5G49390"	NA	chr5	+	20027353	20027415	20026901	20026988	20027587	20027665
108	"AT5G49030"	NA	chr5	-	19879726	19879871	19879315	19879547	19880180	19880288
109	"AT5G48730"	NA	chr5	+	19763773	19764180	19763109	19763556	19764421	19765272
110	"AT5G48640"	NA	chr5	-	19724984	19725029	19724671	19724790	19725386	19725493
111	"AT5G48640"	NA	chr5	-	19724984	19725236	19724671	19724790	19725386	19725493
112	"AT5G48640"	NA	chr5	-	19725196	19725236	19724984	19725029	19725386	19725493
113	"AT5G48610"	NA	chr5	+	19712080	19712244	19711540	19711696	19712335	19712691
114	"AT5G48545"	NA	chr5	+	19677544	19677600	19676967	19677034	19677693	19677747
115	"AT5G47760"	NA	chr5	-	19344591	19344687	19344439	19344511	19344756	19344824
116	"AT5G47690"	NA	chr5	+	19322567	19322627	19322314	19322464	19322759	19322896
118	"AT5G47570"	NA	chr5	-	19294366	19294453	19294184	19294280	19294528	19294800
119	"AT5G47540"	NA	chr5	-	19284478	19284553	19284280	19284374	19284658	19284777
120	"AT5G47520"	NA	chr5	-	19278564	19278654	19278026	19278439	19278723	19278791
125	"AT5G47100"	NA	chr5	-	19130799	19130859	19130595	19130704	19131182	19131265
126	"AT5G47080"	NA	chr5	-	19125769	19125979	19125515	19125625	19126159	19126611
127	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125610	19126159	19126569
128	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125625	19126159	19126569
131	"AT5G45510"	NA	chr5	+	18445186	18448755	18444606	18444846	18449020	18449446
133	"AT5G45310"	NA	chr5	-	18360060	18360240	18359274	18359987	18360532	18360820
134	"AT5G45040"	NA	chr5	-	18176105	18176203	18175986	18176018	18176565	18176701
135	"AT5G45000"	NA	chr5	+	18166038	18166145	18165335	18165908	18166244	18166746
136	"AT5G46030"	NA	chr5	+	18670875	18670897	18670717	18670788	18670981	18671373
137	"AT5G44740"	NA	chr5	-	18049726	18049850	18049419	18049533	18050050	18050170
138	"AT5G44572"	NA	chr5	+	17969010	17969106	17968091	17968300	17969271	17970342
140	"AT5G44480"	NA	chr5	+	17921387	17921575	17920455	17920785	17921647	17921772
141	"AT5G44480"	NA	chr5	+	17921468	17921575	17920455	17920785	17921647	17921772
144	"AT5G44030"	NA	chr5	+	17718252	17718603	17717145	17717691	17718976	17719564
145	"AT5G44010"	NA	chr5	-	17708851	17708950	17708477	17708761	17709031	17709326
146	"AT5G43880"	NA	chr5	-	17642594	17642638	17640990	17642499	17642721	17642859
147	"AT5G43822"	NA	chr5	+	17621515	17621572	17621264	17621435	17621649	17621714
149	"AT5G62650"	NA	chr5	-	25154916	25154958	25154709	25154837	25155045	25155125
150	"AT5G66290"	NA	chr5	-	26478206	26478318	26478082	26478102	26478692	26478781
151	"AT5G66290"	NA	chr5	-	26479048	26479133	26478692	26478781	26479225	26479312
152	"AT5G49360"	NA	chr5	-	20015383	20015665	20013900	20014070	20016239	20016857
153	"AT5G42820"	NA	chr5	-	17170409	17171302	17169282	17169759	17171579	17171704
154	"AT5G42810"	NA	chr5	+	17168054	17168095	17167826	17167974	17168177	17168288
156	"AT5G42770"	NA	chr5	+	17152681	17152762	17152529	17152604	17153562	17153632
157	"AT5G42770"	NA	chr5	+	17153216	17153297	17152529	17152604	17153562	17153632
159	"AT5G42670"	NA	chr5	+	17109789	17109838	17109110	17109227	17109963	17110238
160	"AT5G42670"	NA	chr5	+	17110371	17110423	17109963	17110238	17110499	17110761
