ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	46,54,39,19,57,40	26,41,40,43,50,65	29,12,22,47,50,11	40,35,41,56,40,20	182	99	1	1.0	0.49,0.417,0.347,0.194,0.383,0.251	0.283,0.157,0.226,0.313,0.405,0.23	0.078
1	38,36,32,38,31,32	0,0,0,0,0,2	40,19,37,67,38,12	1,0,0,3,0,0	243	99	1	1.0	1.0,1.0,1.0,1.0,1.0,0.867	0.942,1.0,1.0,0.901,1.0,1.0	0.004
2	9,11,11,6,14,14	112,185,145,136,178,154	6,6,8,15,20,3	141,119,105,175,187,59	128	99	1	1.0	0.059,0.044,0.055,0.033,0.057,0.066	0.032,0.038,0.056,0.062,0.076,0.038	0.002
3	454,614,499,496,642,458	48,51,40,51,50,46	548,323,418,545,557,191	43,29,16,42,45,10	108	99	1	1.0	0.897,0.917,0.92,0.899,0.922,0.901	0.921,0.911,0.96,0.922,0.919,0.946	-0.021
4	518,926,717,663,964,739	17,40,20,30,62,43	586,447,512,694,834,299	44,32,31,44,40,12	105	99	1	1.0	0.966,0.956,0.971,0.954,0.936,0.942	0.926,0.929,0.94,0.937,0.952,0.959	0.014
5	2970,4423,3463,2986,3817,3949	0,0,0,0,0,0	3406,2401,3185,4554,5040,1755	0,0,0,1,0,0	104	99	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.0
6	169,264,233,179,245,239	0,0,0,0,0,6	139,126,150,199,231,68	0,0,0,0,0,0	105	99	1	1.0	1.0,1.0,1.0,1.0,1.0,0.974	1.0,1.0,1.0,1.0,1.0,1.0	-0.004
7	70,111,88,92,99,90	0,0,0,0,0,0	67,54,48,141,76,29	1,0,0,1,0,1	102	99	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.985,1.0,1.0,0.993,1.0,0.966	0.009
8	168,204,201,142,192,218	1,3,0,1,0,0	136,87,127,262,189,64	0,1,2,5,0,0	109	99	1	1.0	0.993,0.984,1.0,0.992,1.0,1.0	1.0,0.988,0.983,0.979,1.0,1.0	0.003
9	61,65,76,66,85,71	0,2,0,0,0,0	46,35,50,80,64,23	0,0,0,0,0,0	108	99	1	1.0	1.0,0.968,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.005
10	110,176,116,97,184,162	28,50,22,22,37,30	131,95,130,160,173,66	5,4,6,7,11,3	524	99	1.19112941732e-10	1.5306013012561998e-07	0.426,0.399,0.499,0.454,0.484,0.505	0.832,0.818,0.804,0.812,0.748,0.806	-0.342
11	1024,1526,1005,805,1330,1309	4,0,2,0,1,1	805,498,704,792,1093,348	1,1,2,3,6,0	103	99	1	1.0	0.996,1.0,0.998,1.0,0.999,0.999	0.999,0.998,0.997,0.996,0.994,1.0	0.001
12	57,81,59,44,77,44	12,13,7,12,9,14	28,21,27,27,60,14	4,8,2,10,19,0	132	99	1	1.0	0.781,0.824,0.863,0.733,0.865,0.702	0.84,0.663,0.91,0.669,0.703,1.0	-0.003
13	226,327,315,210,310,258	1,0,0,0,0,0	216,176,183,233,326,103	0,0,0,0,0,0	449	99	1	1.0	0.98,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
14	61,75,97,65,105,107	0,3,0,1,0,2	50,39,51,70,79,28	0,0,0,0,0,0	150	99	1	1.0	1.0,0.943,1.0,0.977,1.0,0.972	1.0,1.0,1.0,1.0,1.0,1.0	-0.018
15	21,29,35,12,26,22	176,263,214,187,276,262	17,17,15,42,31,12	234,144,166,228,303,78	110	99	1	1.0	0.097,0.09,0.128,0.055,0.078,0.07	0.061,0.096,0.075,0.142,0.084,0.122	-0.01
16	8,7,13,10,19,2	221,385,339,302,372,424	16,14,17,32,24,8	274,152,187,327,277,117	260	99	1	1.0	0.014,0.007,0.014,0.012,0.019,0.002	0.022,0.034,0.033,0.036,0.032,0.025	-0.019
17	326,544,473,364,523,453	1,3,3,3,3,1	367,369,382,506,565,189	1,1,3,2,1,1	104	99	1	1.0	0.997,0.994,0.993,0.991,0.994,0.998	0.997,0.997,0.992,0.996,0.998,0.994	-0.001
19	608,1081,781,659,1164,884	6,6,4,7,21,12	874,625,709,829,1157,374	7,3,5,8,14,2	106	99	1	1.0	0.99,0.994,0.995,0.989,0.981,0.986	0.991,0.995,0.993,0.99,0.987,0.994	-0.003
20	8,28,21,12,23,12	82,92,99,73,96,72	14,3,6,17,13,2	51,33,50,119,98,26	102	99	1	1.0	0.087,0.228,0.171,0.138,0.189,0.139	0.21,0.081,0.104,0.122,0.114,0.069	0.042
21	70,60,109,56,70,69	12,16,12,15,13,9	29,41,38,52,44,12	19,11,5,13,13,10	107	99	1	1.0	0.844,0.776,0.894,0.775,0.833,0.876	0.585,0.775,0.875,0.787,0.758,0.526	0.115
22	1635,2384,2094,1707,2142,2203	0,0,0,0,1,0	1969,1352,1537,2767,2456,772	0,0,0,0,0,0	130	99	1	1.0	1.0,1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.0
23	253,365,344,293,375,340	8,5,10,7,11,10	261,163,218,351,310,120	10,3,10,9,9,0	117	99	1	1.0	0.964,0.984,0.967,0.973,0.966,0.966	0.957,0.979,0.949,0.971,0.967,1.0	-0.0
24	144,207,214,172,266,257	6,6,2,2,5,4	198,156,137,243,223,97	3,3,3,4,6,1	102	99	1	1.0	0.959,0.971,0.99,0.988,0.981,0.984	0.985,0.981,0.978,0.983,0.973,0.989	-0.003
25	7,8,6,2,5,6	11,15,8,0,11,1	0,2,2,0,0,2	6,0,0,1,3,0	111	99	0.412788528837	1.0	0.362,0.322,0.401,1.0,0.288,0.843	0.0,1.0,1.0,0.0,0.0,1.0	0.036
26	9,34,10,7,25,11	3,6,0,0,1,0	1,5,0,2,5,1	0,1,0,0,0,0	245	99	1	1.0	0.548,0.696,1.0,1.0,0.91,1.0	1.0,0.669,NA,1.0,1.0,1.0	-0.075
27	2618,4238,3140,3061,4711,3659	398,667,424,435,641,556	3984,2998,3490,4885,5387,1808	899,641,835,1128,1130,431	105	99	1	1.0	0.861,0.857,0.875,0.869,0.874,0.861	0.807,0.815,0.798,0.803,0.818,0.798	0.06
28	10,20,24,7,10,6	25,20,17,13,30,26	2,6,8,13,9,2	11,12,7,14,16,4	108	99	1	1.0	0.268,0.478,0.564,0.33,0.234,0.175	0.143,0.314,0.512,0.46,0.34,0.314	-0.006
29	12,26,18,13,31,24	49,87,70,58,64,70	8,9,15,14,19,8	67,63,62,100,86,30	111	99	1	1.0	0.179,0.21,0.187,0.167,0.302,0.234	0.096,0.113,0.177,0.111,0.165,0.192	0.071
30	20,31,24,11,36,12	135,158,127,126,149,143	41,17,26,23,56,25	97,65,76,127,150,46	120	99	0.946396770174	1.0	0.109,0.139,0.135,0.067,0.166,0.065	0.259,0.177,0.22,0.13,0.235,0.31	-0.108
31	48,99,58,50,117,67	23,14,26,16,26,25	47,64,67,77,103,54	51,30,34,65,62,23	297	99	0.116511549256	1.0	0.41,0.702,0.426,0.51,0.6,0.472	0.235,0.416,0.396,0.283,0.356,0.439	0.166
