ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	2362,3399,2910,2399,3205,3042	6,3,3,7,3,8	2343,1605,2088,2979,3191,1013	7,6,4,2,6,0	238	149	1	1.0	0.996,0.999,0.998,0.995,0.999,0.996	0.995,0.994,0.997,0.999,0.997,1.0	0.0
1	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597	1	0,0,1,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,0,2,0,0,0	241	149	1	1.0	NA,NA,1.0,NA,NA,NA	0.0,NA,0.0,NA,NA,NA	1.0
2	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	2	47,53,24,42,36,28	0,0,0,0,0,2	29,13,12,71,52,13	0,0,0,2,0,0	215	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.907	1.0,1.0,1.0,0.961,1.0,1.0	-0.009
3	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	3	216,330,291,219,382,270	0,0,1,1,4,2	318,213,263,339,378,130	7,1,0,1,3,0	346	149	1	1.0	1.0,1.0,0.992,0.99,0.976,0.983	0.951,0.989,1.0,0.993,0.982,1.0	0.004
4	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535	4	304,434,348,272,439,316	0,0,0,1,1,0	332,276,270,511,405,118	0,0,0,0,0,0	237	149	1	1.0	1.0,1.0,1.0,0.994,0.996,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
5	"AT5G66190"	NA	chr5	-	26451832	26451910	26451675	26451738	26452011	26452103	5	5214,8289,6079,5444,7145,6489	0,0,1,0,0,0	6710,4795,5956,8584,9057,2791	0,0,0,0,0,0	227	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.0
6	"AT5G66040"	NA	chr5	+	26410731	26410805	26410343	26410645	26410868	26410993	6	5318,8484,6782,6393,9378,7281	0,0,0,0,0,0	9123,6227,6448,5731,10091,3889	0,0,1,0,0,0	223	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.0
7	"AT5G65970"	NA	chr5	-	26388166	26388234	26388014	26388075	26388495	26388669	7	43,55,60,44,89,65	0,0,0,0,0,0	51,28,50,72,75,20	1,0,0,0,0,0	217	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.972,1.0,1.0,1.0,1.0,1.0	0.005
8	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669	8	104,125,137,91,137,170	0,0,0,4,0,0	83,86,88,143,135,46	0,0,0,0,1,0	185	149	1	1.0	1.0,1.0,1.0,0.948,1.0,1.0	1.0,1.0,1.0,1.0,0.991,1.0	-0.007
9	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	9	107,208,163,102,177,117	2,1,0,0,1,0	124,87,104,156,137,47	2,1,1,2,0,0	190	149	1	1.0	0.977,0.994,1.0,1.0,0.993,1.0	0.98,0.986,0.988,0.984,1.0,1.0	0.004
