Name	Chr	Start	End	Strand	Score	Cai	Parker	Sun	Wang
AT5G22800	5	7620114	7620278	-	7.67747755201598e-05	3.28098100672883		2.80274968832073	
AT3G23480+AT3G23470	3	8420427	8420495	+	9.31389662488059e-05	1.82092838616856		3.28764384191076	
AT4G32590	4	15721808	15722015	+	1.2030057064499198e-11	2.51777952538887	2.1851284197169	2.42226903017531	
AT1G77080	1	28958311	28958333	+	7.0900514236227e-05		1.05113381577288	3.45581278343455	
AT2G02370	2	621366	621374	+	4.23844280459559e-07		1.8605945913194	2.39886301517223	
AT1G10840	1	3610174	3610289	-	9.69499498664026e-09	2.07886592062	2.58795400589483	1.51857350677461	
AT1G66760	1	24902359	24902436	+	7.33761358998124e-07		2.03902665098603	2.07819476401935	
AT1G08900	1	2852604	2852715	+	2.30929878944457e-09	2.20278860239068	2.29073810429165	1.51712420620664	
AT1G55490	1	20718707	20718830	-	0.0002122600605052	2.11562927495209	1.85338130976485		
AT4G09980	4	6249105	6249115	-	2.18658145100582e-07	2.28985162461587	1.8744973234397	1.66328904884861	
AT3G05160	3	1456699	1456883	-	6.3068412955523e-05	2.10886184818441	1.76499036789346		
AT5G15270	5	4960734	4960847	+	1.79137903885507e-07	2.1457955207892	1.94753478205106	1.63001265955475	
AT4G01960	4	852720	852974	-	2.88216191151579e-08	1.89305996432241	2.03664615173887	1.7601758612633	
AT1G53490+AT1G07887	1	19963267	19964105	+	8.62036151917031e-10		2.08283455368358	1.68089561745585	1.68017998913333
AT3G03773	3	952867	953062	+	7.9362888326584e-07	1.13971817215374	2.23403182560106	2.06085838536216	
AT2G02080	2	520977	520980	-	4.8424168174550405e-09	2.41730739441602	1.48369510056069	1.47821456922979	
AT2G44180	2	18271086	18271152	-	4.64168718375094e-05		1.11075087211213	2.42243297197119	
AT1G27770	1	9675233	9675308	-	5.07060641313515e-05	1.78168837990516	1.70046466586151		
AT2G02370	2	621375	621820	+	0.0003755285220149	1.75042281375939	1.67479747911733		
AT3G21175	3	7423762	7424132	+	3.9327761333209e-08	1.73200936128266	1.58069420248354	1.68587110328563	
AT1G21170	1	7415873	7415924	+	1.23290430179163e-06	1.47261797415632	1.35449339182253	2.1633167750918	
AT5G53140	5	21548797	21549020	+	6.15469851440326e-07	1.39245506811204	1.55978696535029	1.93305467751092	
AT5G63510	5	25424966	25425046	+	4.262074827366851e-09	1.83154034031497	1.44805056233068	1.59427465086248	
AT5G49970	5	20332470	20332486	+	3.21683551872216e-07	1.50373955627941	1.4092090293054	1.9527111825328	
AT5G64980	5	25963011	25963189	-	1.02921400104552e-07	2.07917960169211	1.01772023745005	1.7213734942349	
AT5G59890	5	24122601	24122674	+	7.69871038573256e-06		1.70093060455273	1.47733930580164	
AT2G02790	2	790798	790895	+	3.39351386194076e-07	1.68456647868126	1.46570076698788	1.60825948169156	
AT2G09640+AT2G45540	2	18772379	18772421	-	0.0003702625938255	1.63980662873034	1.52229261976791		
AT4G01870	4	810447	810611	-	0.0001191418972104		0.956336864918955	2.18832392387583	
AT3G06400	3	1944683	1944688	+	0.0001082159177595	1.4342702853535	1.6987541922805		
AT1G55490	1	20718831	20718847	-	7.72310170834941e-07	1.47660193095444	1.63107419666347	1.54899232453468	
AT3G14080	3	4668330	4668380	+	9.18242457402599e-05		0.997918459544369	2.10287094052808	
AT5G63700	5	25494408	25494577	-	6.8943349840452705e-09	1.30574545066651	1.70359572072485	1.63747900689459	
AT2G16930	2	7341211	7341247	+	8.10815403192488e-09	1.9053408246049	1.33283156669634	1.39038897043263	
AT3G06160+AT3G06170	3	1866738	1866832	+	1.47149359457276e-05	1.33373247680051		1.74690644338352	
AT3G51370	3	19070367	19070444	+	0.0006664273182044	1.62555890806672	1.40241014616235		
AT4G00620+AT4G00630	4	264187	264219	-	0.0010438373269528	1.51715832364238	1.50405993053476		
AT5G50915	5	20710591	20710724	-	0.0001593430293827	1.38349276933178	1.63300080935683		
AT5G20920	5	7096871	7097011	-	0.0009875471502737	1.72684037078952	1.26645935718647		
AT1G79650	1	29973974	29974045	-	0.0003381886985797	2.06620766272449	0.921298608894238		
AT4G24730	4	12753644	12754010	-	7.75106944487044e-08	1.35362813624383	1.48378942656199	1.64058851019789	
AT1G09910	1	3223832	3224206	-	0.0018833940452509	1.47598746814134	1.47561182275602		
AT1G18950	1	6550670	6550681	+	6.48264154018598e-08	1.22294482784257	1.07599022549201	2.11080532051679	
AT3G45040	3	16473016	16473100	-	1.80803161187277e-06	1.24307202886719	1.42488125856334	1.66459123438649	
AT5G40810	5	16340260	16340588	+	1.47620597696369e-07	1.57517353862496	1.66707977103505	1.07202965672618	
AT1G27900	1	9716399	9716537	-	7.50307197014981e-07	1.14847287686655	1.74487367149049	1.39106949074974	
AT1G51720	1	19185666	19185849	+	1.49787359599507e-05		1.33410542657034	1.486333038688	
AT5G22450+AT5G22460	5	7445401	7445573	-	5.77540472691596e-05	0.996967031105751		1.81153188659174	
AT1G55490	1	20718886	20719068	-	5.2698339624792e-06	1.05278503011967	1.81396509987802	1.31705530216889	
AT1G77080	1	28955864	28958310	+	6.2301982207105e-08	1.3285766685551	1.08048633021708	1.74898677819714	
AT4G36140	4	17103826	17103901	-	0.0006113871972658	1.90587544668911	0.844621878275264		
AT5G65050	5	25982600	25984680	+	2.4133759357409e-08	1.30353733842883	1.30951181658151	1.50778566252205	
AT3G06160+AT3G06170	3	1866932	1867192	+	1.22057141974615e-05	1.44105428928954		1.28466546556126	
AT4G31150	4	15144318	15144492	-	1.0176552537816e-07	1.38435682948547	1.21974299714804	1.42483927757852	
AT5G19390	5	6537140	6537432	+	3.03377653092338e-08	1.04208297376046	1.50047409995393	1.47579193942436	
AT4G12020	4	7201856	7202002	+	0.0002274392422369	1.81145339294654	0.846718841377784		
AT2G31580	2	13441838	13441937	-	0.0005979952737604	1.27296399408862	1.37088095328955		
AT1G55490	1	20718848	20718885	-	2.19256067775922e-06	1.14709244046607	1.59168059084755	1.1603389744929	
AT4G00700+AT4G00690+AT4G00695	4	281885	281978	+	0.0008695564578829	1.54606758429238	0.995454198420289		
AT2G35390	2	14897108	14897215	-	1.31666785870205e-08	1.3313490117039	1.25690006201527	1.2002876465126	
AT3G26890+AT3G26900	3	9910945	9911367	-	1.08158357184376e-10	1.44332418522988	0.94977723192118	1.25974533793028	1.35658519500703
AT5G02840	5	650686	650789	+	0.0008182085549567	1.15702079785868	1.34396254492734		
AT3G26890+AT3G26900	3	9910793	9910872	-	3.19210751954069e-07	1.15459240433193	0.891453068963783	1.69310943110041	
AT1G70610	1	26622787	26622797	+	0.0001533648640469	0.951737007830118		1.53781685366262	
AT2G32260	2	13697824	13698253	+	1.95178896984297e-05		1.26842534922283	1.21880835274946	
