ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	0,1	16,12	0,0,3,2	12,10,18,23	225	149	1	1.0	0.0,0.052	0.0,0.0,0.099,0.054	-0.012
1	47,66	98,135	37,45,55,44	101,114,106,144	252	149	1	1.0	0.221,0.224	0.178,0.189,0.235,0.153	0.034
2	11,19	139,176	18,14,15,44	114,140,148,147	251	149	1	1.0	0.045,0.06	0.086,0.056,0.057,0.151	-0.035
3	17,20	36,30	3,9,6,17	23,37,32,34	227	149	0.66627350366	1.0	0.237,0.304	0.079,0.138,0.11,0.247	0.127
4	14,14	65,96	11,16,12,19	92,73,71,112	273	149	1	1.0	0.105,0.074	0.061,0.107,0.084,0.085	0.005
5	6,15	81,102	10,14,17,24	71,89,99,106	246	149	1	1.0	0.043,0.082	0.079,0.087,0.094,0.121	-0.033
6	5,13	3,2	11,16,21,23	3,8,1,3	296	149	1	1.0	0.456,0.766	0.649,0.502,0.914,0.794	-0.104
7	34,62	0,0	33,31,46,46	0,0,1,2	241	149	1	1.0	1.0,1.0	1.0,1.0,0.966,0.934	0.025
8	210,202	24,17	145,116,149,177	21,10,22,23	238	149	1	1.0	0.846,0.882	0.812,0.879,0.809,0.828	0.032
9	2,1	0,1	1,2,2,3	3,0,0,3	242	149	0.36815681006	1.0	1.0,0.381	0.17,1.0,1.0,0.381	0.053
10	61,52	242,275	44,46,40,85	310,314,270,368	228	149	1	1.0	0.141,0.11	0.085,0.087,0.088,0.131	0.028
11	287,304	2502,2867	363,369,535,674	3083,3015,4082,4592	212	149	1	1.0	0.075,0.069	0.076,0.079,0.084,0.094	-0.011
12	31,41	38,31	43,31,27,63	68,59,60,66	255	149	0.88190533819	1.0	0.323,0.436	0.27,0.235,0.208,0.358	0.112
13	43,48	202,184	62,49,22,56	223,218,237,334	225	149	1	1.0	0.124,0.147	0.155,0.13,0.058,0.1	0.025
14	0,3	7,4	2,0,0,2	14,13,17,20	232	149	1	1.0	0.0,0.325	0.084,0.0,0.0,0.06	0.127
15	10,12	39,52	5,13,8,13	53,58,49,56	246	149	1	1.0	0.134,0.123	0.054,0.12,0.09,0.123	0.032
16	3,8	31,58	11,5,7,13	54,31,35,43	247	149	1	1.0	0.055,0.077	0.109,0.089,0.108,0.154	-0.049
17	41,64	19,15	58,57,55,68	24,24,27,36	272	149	1	1.0	0.542,0.7	0.57,0.565,0.527,0.509	0.078
18	0,0	26,46	2,0,1,0	37,38,54,69	251	149	1	1.0	0.0,0.0	0.031,0.0,0.011,0.0	-0.01
19	36,30	69,48	67,59,50,42	57,58,62,96	232	149	1	1.0	0.251,0.286	0.43,0.395,0.341,0.219	-0.078
20	2,2	29,22	3,4,0,2	25,25,20,45	335	149	1	1.0	0.03,0.039	0.051,0.066,0.0,0.019	0.001
21	0,1	33,22	3,0,2,0	31,36,32,44	225	149	1	1.0	0.0,0.029	0.06,0.0,0.04,0.0	-0.011
22	25,28	99,98	17,10,16,35	101,89,67,110	457	149	1	1.0	0.076,0.085	0.052,0.035,0.072,0.094	0.017
23	12,15	24,20	10,8,5,4	11,22,23,20	244	149	0.945929413802	1.0	0.234,0.314	0.357,0.182,0.117,0.109	0.083
24	4,12	15,10	8,5,6,11	16,24,20,21	215	149	1	1.0	0.156,0.454	0.257,0.126,0.172,0.266	0.1
26	37,21	23,16	35,29,30,31	17,12,20,38	287	149	1	1.0	0.455,0.405	0.517,0.556,0.438,0.298	-0.022
27	3,2	113,131	2,7,2,5	130,128,199,267	231	149	1	1.0	0.017,0.01	0.01,0.034,0.006,0.012	-0.002
28	35,42	0,0	27,38,76,75	1,2,0,0	241	149	1	1.0	1.0,1.0	0.943,0.922,1.0,1.0	0.034
29	14,13	1655,1779	19,13,6,7	1841,1682,1516,1920	224	149	1	1.0	0.006,0.005	0.007,0.005,0.003,0.002	0.001
30	51,44	1406,1454	50,39,56,45	1384,1425,1283,1520	240	149	1	1.0	0.022,0.018	0.022,0.017,0.026,0.018	-0.001
31	4,3	139,94	7,13,6,10	90,90,145,131	237	149	1	1.0	0.018,0.02	0.047,0.083,0.025,0.046	-0.031
32	38,71	0,0	59,45,65,52	0,1,1,0	259	149	1	1.0	1.0,1.0	1.0,0.963,0.974,1.0	0.016
33	11,8	66,28	66,80,89,71	18,16,26,18	319	149	0	0.0	0.072,0.118	0.631,0.7,0.615,0.648	-0.553
34	24,29	119,104	23,26,30,19	114,107,109,141	230	149	1	1.0	0.116,0.153	0.116,0.136,0.151,0.08	0.014
35	7,15	55,47	2,1,4,6	50,43,25,49	277	149	1	1.0	0.064,0.147	0.021,0.012,0.079,0.062	0.062
36	2,7	94,112	15,2,2,0	99,92,107,116	221	149	1	1.0	0.014,0.04	0.093,0.014,0.012,0.0	-0.003
39	19,41	222,210	16,31,14,8	213,273,249,250	220	149	1	1.0	0.055,0.117	0.048,0.071,0.037,0.021	0.042
