ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
138	"AT5G53020"	NA	chr5	+	21498423	21500829	21498423	21498605	21499888	21500829
172	"AT5G48640"	NA	chr5	-	19724984	19725493	19724984	19725029	19725386	19725493
233	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16395275	16396097	16397169
299	"AT5G26980"	NA	chr5	-	9488132	9488831	9488132	9488361	9488704	9488831
408	"AT5G16800"	NA	chr5	-	5524272	5525039	5524272	5524701	5524835	5525039
493	"AT5G18245"	NA	chr5	+	6028150	6028582	6028150	6028330	6028516	6028582
518	"AT5G07570"	NA	chr5	+	2393102	2396329	2393102	2394677	2394758	2396329
531	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2060980	2061047
709	"AT4G32850"	NA	chr4	+	15853669	15854241	15853669	15853753	15854043	15854241
714	"AT4G32850"	NA	chr4	+	15854164	15855186	15854164	15854211	15854362	15855186
821	"AT4G24590"	NA	chr4	+	12697216	12697842	12697216	12697377	12697733	12697842
839	"AT4G30820"	NA	chr4	+	15006493	15007211	15006493	15006557	15007106	15007211
930	"AT4G19670"	NA	chr4	-	10700919	10702174	10700919	10701365	10701503	10702174
988	"AT4G16765"	NA	chr4	-	9430743	9431480	9430743	9430844	9431428	9431480
1021	"AT4G14385"	NA	chr4	-	8287347	8288148	8287347	8287430	8288078	8288148
1290	"AT3G59470"	NA	chr3	-	21979542	21980839	21979542	21980122	21980527	21980839
1342	"AT3G55850"	NA	chr3	-	20724352	20725024	20724352	20724459	20724922	20725024
1360	"AT3G54740"	NA	chr3	+	20262336	20264115	20262336	20262679	20263036	20264115
1519	"AT2G05520"	NA	chr2	+	2026523	2027283	2026523	2026610	2026649	2027283
1651	"AT1G35320"	NA	chr1	-	12959476	12960799	12959476	12959768	12960680	12960799
1798	"AT1G26890"	NA	chr1	+	9317588	9318869	9317588	9318473	9318731	9318869
1891	"AT2G30740"	NA	chr2	+	13095650	13096492	13095650	13095700	13095848	13096492
2015	"AT1G55750"	NA	chr1	-	20840974	20841489	20840974	20841022	20841375	20841489
2095	"AT5G07100"	NA	chr5	+	2204205	2205165	2204205	2204539	2204812	2205165
2100	"AT3G13970"	NA	chr3	-	4613491	4614124	4613491	4613755	4614055	4614124
2118	"AT1G54440"	NA	chr1	+	20326797	20327518	20326797	20326875	20327359	20327518
2141	"AT4G17310"	NA	chr4	-	9685665	9686024	9685665	9685710	9685976	9686024
2191	"AT2G03480"	NA	chr2	+	1053007	1053574	1053007	1053169	1053270	1053574
2217	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783197	16786374	16786828
2218	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783921	16786374	16786828
2274	"AT1G09195"	NA	chr1	-	2967939	2968536	2967939	2968199	2968474	2968536
2275	"AT1G09195"	NA	chr1	-	2967939	2968536	2967939	2968254	2968474	2968536
2278	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968199	2968652	2968758
2279	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968254	2968652	2968758
2295	"AT5G66005"	NA	chr5	-	26398726	26399001	26398726	26398814	26398909	26399001
2457	"AT1G02960"	NA	chr1	-	667150	667641	667150	667281	667540	667641
2480	"AT5G28080"	NA	chr5	-	10091593	10092721	10091593	10091821	10092314	10092721
2538	"AT5G64760"	NA	chr5	-	25896144	25896555	25896144	25896339	25896438	25896555
2560	"AT5G40240"	NA	chr5	-	16084251	16085213	16084251	16084453	16085023	16085213
2596	"AT1G22430"	NA	chr1	+	7920827	7921386	7920827	7920892	7921224	7921386
2616	"AT1G22140"	NA	chr1	-	7814662	7815292	7814662	7814937	7815228	7815292
2632	"AT1G05830"	NA	chr1	+	1761083	1761817	1761083	1761228	1761554	1761817
2659	"AT5G11580"	NA	chr5	+	3719096	3719809	3719096	3719267	3719684	3719809
2677	"AT1G61560"	NA	chr1	-	22709622	22709819	22709622	22709652	22709783	22709819
2707	"AT4G38090"	NA	chr4	-	17883678	17884228	17883678	17883915	17884122	17884228
2744	"AT1G04300"	NA	chr1	-	1152878	1153345	1152878	1152947	1153233	1153345
2806	"AT2G39950"	NA	chr2	-	16678034	16679772	16678034	16678278	16679172	16679772
2840	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	628934	629321
2841	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	629287	629321
2909	"AT2G16990"	NA	chr2	+	7387364	7387976	7387364	7387443	7387690	7387976
3091	"AT3G54620"	NA	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789
3245	"AT3G27610"	NA	chr3	-	10227328	10227808	10227328	10227389	10227723	10227808
3255	"AT1G03470"	NA	chr1	-	867408	867733	867408	867511	867625	867733
3344	"AT3G45750"	NA	chr3	-	16796783	16797236	16796783	16796958	16797150	16797236
3373	"AT2G17780"	NA	chr2	-	7726541	7727503	7726541	7726960	7727324	7727503
3461	"AT1G16560"	NA	chr1	+	5668572	5669039	5668572	5668709	5668944	5669039
3556	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627540	26627774	26628053
3557	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627512	26627841	26628053
3561	"AT1G70620"	NA	chr1	+	26630246	26631104	26630246	26630303	26630700	26631104
3665	"AT1G48175"	NA	chr1	+	17790396	17791303	17790396	17791013	17791236	17791303
3673	"AT1G72130"	NA	chr1	+	27137432	27138259	27137432	27137606	27137735	27138259
3677	"AT5G11950"	NA	chr5	+	3854769	3855630	3854769	3854954	3855532	3855630
3725	"AT3G27884"	NA	chr3	-	10346085	10347573	10346085	10346441	10347483	10347573
