ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,2,1,0,1,4	7,9,8,13,11,15	0,0,0,0,0,0	6,6,6,3,3,2	225	149	1	1.0	0.086,0.128,0.076,0.0,0.057,0.15	0.0,0.0,0.0,0.0,0.0,0.0	0.083
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	48,73,69,32,54,54	104,201,161,114,151,155	30,33,33,52,55,19	164,160,112,201,200,79	252	149	1	1.0	0.214,0.177,0.202,0.142,0.175,0.171	0.098,0.109,0.148,0.133,0.14,0.124	0.055
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	16,33,30,30,17,12	139,271,211,141,263,240	17,21,32,32,47,18	178,164,130,220,241,108	251	149	1	1.0	0.064,0.067,0.078,0.112,0.037,0.029	0.054,0.071,0.127,0.079,0.104,0.09	-0.023
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	6,5,4,4,2,4	16,29,12,21,19,16	8,8,6,14,1,2	10,6,11,26,22,2	227	149	0.690919368844	1.0	0.198,0.102,0.18,0.111,0.065,0.141	0.344,0.467,0.264,0.261,0.029,0.396	-0.161
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	14,29,25,13,21,27	89,103,76,80,101,77	19,11,19,20,15,7	62,47,59,71,89,31	273	149	1	1.0	0.079,0.133,0.152,0.081,0.102,0.161	0.143,0.113,0.149,0.133,0.084,0.11	-0.004
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	21,9,7,6,6,8	57,113,76,65,87,93	7,4,13,7,14,9	54,56,50,71,79,31	246	149	1	1.0	0.182,0.046,0.053,0.053,0.04,0.05	0.073,0.041,0.136,0.056,0.097,0.15	-0.022
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	6,17,18,14,9,12	7,4,4,8,9,4	14,6,16,20,8,10	6,2,2,8,9,3	296	149	1	1.0	0.301,0.681,0.694,0.468,0.335,0.602	0.54,0.602,0.801,0.557,0.309,0.627	-0.059
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	15,20,18,16,16,13	3,1,4,1,4,3	18,12,5,14,18,6	2,1,0,3,3,4	241	149	1	1.0	0.756,0.925,0.736,0.908,0.712,0.728	0.848,0.881,1.0,0.743,0.788,0.481	0.004
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	255,365,277,198,363,215	54,71,61,54,67,69	198,166,169,265,214,71	42,44,29,49,73,31	238	149	1	1.0	0.747,0.763,0.74,0.697,0.772,0.661	0.747,0.703,0.785,0.772,0.647,0.589	0.023
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	3,7,5,1,5,1	0,0,0,0,0,0	6,7,1,5,11,2	1,0,1,0,0,0	242	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.787,1.0,0.381,1.0,1.0,1.0	0.139
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	77,97,93,60,116,137	217,334,328,238,378,346	61,49,60,73,82,63	274,196,264,306,343,155	228	149	1	1.0	0.188,0.16,0.156,0.141,0.167,0.206	0.127,0.14,0.129,0.135,0.135,0.21	0.024
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	94,134,109,99,168,129	1589,2620,2160,1973,3051,2314	183,141,106,125,191,81	2810,2107,2059,1942,3266,1186	212	149	1	1.0	0.04,0.035,0.034,0.034,0.037,0.038	0.044,0.045,0.035,0.043,0.039,0.046	-0.006
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	25,35,28,22,27,30	34,46,53,27,46,74	26,15,15,26,28,9	35,20,31,43,64,14	255	149	1	1.0	0.301,0.308,0.236,0.323,0.255,0.192	0.303,0.305,0.22,0.261,0.204,0.273	0.008
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	47,76,42,44,67,49	170,265,223,176,246,196	50,39,36,65,66,14	183,164,221,239,267,84	225	149	1	1.0	0.155,0.16,0.111,0.142,0.153,0.142	0.153,0.136,0.097,0.153,0.141,0.099	0.014
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	1,2,2,3,2,5	13,45,17,19,19,40	2,2,0,3,5,1	19,21,15,23,34,9	232	149	1	1.0	0.047,0.028,0.07,0.092,0.063,0.074	0.063,0.058,0.0,0.077,0.086,0.067	0.004
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	12,9,17,7,23,12	31,31,43,38,46,39	11,8,9,12,12,6	23,16,16,30,40,17	246	149	1	1.0	0.19,0.15,0.193,0.1,0.232,0.157	0.225,0.232,0.254,0.195,0.154,0.176	-0.036
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	5,2,7,1,5,8	30,46,42,34,40,38	1,2,1,5,7,2	36,29,19,43,51,4	247	149	1	1.0	0.091,0.026,0.091,0.017,0.07,0.113	0.016,0.04,0.031,0.066,0.076,0.232	-0.009
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	80,117,101,89,131,93	21,13,16,21,27,24	86,59,60,121,92,28	14,18,10,22,20,9	272	149	1	1.0	0.676,0.831,0.776,0.699,0.727,0.68	0.771,0.642,0.767,0.751,0.716,0.63	0.019
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	0,0,1,0,0,1	28,48,54,53,57,50	0,0,0,4,1,1	24,24,21,45,43,18	251	149	1	1.0	0.0,0.0,0.011,0.0,0.0,0.012	0.0,0.0,0.0,0.05,0.014,0.032	-0.012
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	25,23,27,21,38,32	55,59,74,58,87,94	28,25,27,55,38,14	54,38,49,72,76,30	232	149	1	1.0	0.226,0.2,0.19,0.189,0.219,0.179	0.25,0.297,0.261,0.329,0.243,0.231	-0.068
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	4,2,8,4,2,4	30,41,35,37,31,45	5,2,1,0,11,4	52,37,30,44,53,23	298	149	1	1.0	0.062,0.024,0.103,0.051,0.031,0.043	0.046,0.026,0.016,0.0,0.094,0.08	0.009
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	1,0,0,2,1,0	16,23,19,16,12,19	1,2,0,2,2,1	11,7,14,15,11,9	225	149	1	1.0	0.04,0.0,0.0,0.076,0.052,0.0	0.057,0.159,0.0,0.081,0.107,0.069	-0.051
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	6,17,8,5,15,16	93,137,119,94,124,99	9,1,5,13,12,3	83,70,95,87,146,45	298	149	1	1.0	0.031,0.058,0.033,0.026,0.057,0.075	0.051,0.007,0.026,0.07,0.039,0.032	0.009
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	3,7,2,1,7,0	6,13,14,6,5,8	5,2,2,3,0,1	0,5,3,7,4,3	244	149	1	1.0	0.234,0.247,0.08,0.092,0.461,0.0	1.0,0.196,0.289,0.207,0.0,0.169	-0.124
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	5,1,3,1,4,3	4,12,13,10,7,7	1,3,4,6,6,0	3,6,4,12,4,3	215	149	1	1.0	0.464,0.055,0.138,0.065,0.284,0.229	0.188,0.257,0.409,0.257,0.51,0.0	-0.064
