ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference		
672	AT4G02430	NA	chr4	+	1071273	1071674	1071284	1071674	1070656	1070886	672	47,91,70,70,115,65	44,68,48,67,56,41	38,41,39,54,74,42	77,79,70,118,122,59	160	149	0.0000559845416405	0.00838780162107962	0.499,0.555,0.576,0.493,0.657,0.596	0.315,0.326,0.342,0.299,0.361,0.399	0.222		
925	AT4G26140	NA	chr4	-	13244507	13244689	13244507	13244683	13244784	13244946	925	32,54,47,37,51,50	20,24,17,27,32,48	26,8,11,10,17,9	46,23,30,34,40,11	155	149	6.47380474261E-06	0.00149898006176615	0.606,0.684,0.727,0.568,0.605,0.5	0.352,0.251,0.261,0.22,0.29,0.44	0.313		
967	AT1G72640	NA	chr1	-	27346745	27346919	27346745	27346899	27347084	27347147	967	1.65311211181277E+017	68,78,71,59,82,62	5.83430499683787E+017	59,48,40,59,75,27	169	149	8.93538334468E-06	0.0018126085046824	0.681,0.779,0.724,0.73,0.749,0.744	0.897,0.888,0.917,0.911,0.902,0.884	-0.165		
968	AT1G72640	NA	chr1	-	27347584	27347661	27347584	27347658	27347769	27347856	968	1.12181144140156E+017	2.8848135630248E+017	128,87,104,140,155,61	909,726,855,1048,1274,400	152	149	0.0000013058819045	0.000475154458680214	0.276,0.269,0.284,0.312,0.242,0.264	0.121,0.105,0.107,0.116,0.107,0.13	0.16		
1003	AT5G60170	NA	chr5	+	24229699	24229832	24229705	24229832	24229463	24229555	1003	69,96,69,88,118,110	42,30,39,42,48,79	53,41,56,113,75,27	61,47,76,115,111,32	155	149	0.000307826906863	0.0356379605354573	0.612,0.755,0.63,0.668,0.703,0.572	0.455,0.456,0.415,0.486,0.394,0.448	0.214		
1035	AT3G26890	NA	chr3	-	9908834	9909086	9908834	9909083	9909317	9910792	1035	3.11448366332439E+017	1.44179144110192E+017	3.19234255441359E+017	2.19193265342334E+017	152	149	0.000125097565627	0.0159311749825985	0.679,0.71,0.714,0.747,0.691,0.694	0.588,0.543,0.485,0.558,0.513,0.523	0.171		
1182	AT4G17310	NA	chr4	-	9685185	9685710	9685185	9685454	9686443	9686616	1182	27,38,31,32,39,36	24,38,22,15,30,16	42,46,43,88,56,21	9,2,6,10,2,4	405	149	6.2355327568E-09	3.9704754828924E-06	0.293,0.269,0.341,0.44,0.324,0.453	0.632,0.894,0.725,0.764,0.912,0.659	-0.411		
1183	AT4G17310	NA	chr4	-	9685185	9686024	9685185	9685454	9686443	9686616	1183	83,98,89,88,139,94	24,38,22,15,30,16	75,110,83,175,123,35	9,2,6,10,2,4	719	149	0.0000162946244094	0.00296445774076727	0.417,0.348,0.456,0.549,0.49,0.549	0.633,0.919,0.741,0.784,0.927,0.645	-0.307		
1280	AT1G10590	NA	chr1	-	3502762	3503049	3502762	3503004	3503369	3503437	1280	7,9,5,4,17,7	46,55,64,27,84,61	13,6,7,10,9,8	5,1,4,5,4,1	194	149	2.77000644644E-13	7.05520641908268E-10	0.105,0.112,0.057,0.102,0.135,0.081	0.666,0.822,0.573,0.606,0.633,0.86	-0.595		
1505	AT3G04630	NA	chr3	+	1259566	1259661	1259569	1259661	1259226	1259461	1505	1.0515911010314E+017	85,143,135,86,139,126	194,120,107,190,191,64	59,33,42,96,77,28	152	149	2.31016028518E-06	0.000735497280794183	0.548,0.522,0.444,0.54,0.497,0.454	0.763,0.781,0.714,0.66,0.709,0.691	-0.219		
1601	AT3G52170	NA	chr3	-	19348965	19349146	19348965	19349132	19349393	19349527	1601	13,8,18,6,14,12	25,43,51,33,34,23	22,20,18,29,43,14	15,10,21,48,7,5	163	149	0.00012279803307	0.0159311749825985	0.322,0.145,0.244,0.143,0.273,0.323	0.573,0.646,0.439,0.356,0.849,0.719	-0.355		
1672	AT1G15280	NA	chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1672	2.9748733432533E+017	2.26374317250364E+017	4.06268289372516E+017	154,113,79,151,176,60	152	149	7.53901858719E-08	3.47745131477013E-05	0.563,0.561,0.508,0.56,0.471,0.502	0.721,0.699,0.782,0.707,0.742,0.703	-0.198		
1764	AT1G06580	NA	chr1	-	2014002	2015694	2014002	2015691	2015869	2016255	1764	0,4,2,1,1,2	2,4,1,4,4,3	1,2,5,4,8,6	0,0,0,2,1,2	152	149	8.19187588874E-08	3.47745131477013E-05	0.0,0.495,0.662,0.197,0.197,0.395	1.0,1.0,1.0,0.662,0.887,0.746	-0.558		
1792	AT2G39280	NA	chr2	-	16403158	16403220	16403158	16403205	16403428	16403832	1792	39,53,60,35,66,46	16,38,24,24,64,23	46,33,26,49,40,26	12,6,3,6,5,6	164	149	0.000189515702168	0.0229855473058046	0.689,0.559,0.694,0.57,0.484,0.645	0.777,0.833,0.887,0.881,0.879,0.797	-0.235		
1820	AT1G13880	NA	chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1820	38,31,20,18,33,25	86,132,85,90,171,147	73,47,67,58,81,23	122,62,72,98,125,43	152	149	0.0000512891938083	0.00816459853935876	0.302,0.187,0.187,0.164,0.159,0.143	0.37,0.426,0.477,0.367,0.388,0.344	-0.205		
1854	AT4G03110	NA	chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1854	1.8132025423229E+017	1.0117913912517E+017	3.40222285388396E+017	62,43,39,71,72,32	152	149	1.65362834537E-10	1.40393046521913E-07	0.637,0.637,0.642,0.645,0.626,0.676	0.843,0.835,0.878,0.843,0.844,0.852	-0.205		
