ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G65970"	NA	chr5	-	26389335	26389424	26389497	26389558	26389157	26389232	26389630	26389747	0	31,46,45,30,53,41	54,76,53,42,72,70	28,36,25,46,45,10	42,24,17,32,33,13	210	238	0.344193907502	1.0	0.394,0.407,0.49,0.447,0.455,0.399	0.43,0.63,0.625,0.62,0.607,0.466	-0.131
1	"AT5G65940"	NA	chr5	-	26378842	26378911	26378975	26379056	26378717	26378781	26379131	26379235	1	88,134,139,112,125,153	212,306,253,251,322,269	119,51,125,132,148,56	235,195,213,287,353,101	230	218	1	1.0	0.282,0.293,0.342,0.297,0.269,0.35	0.324,0.199,0.357,0.304,0.284,0.344	0.004
2	"AT5G66180"	NA	chr5	+	26450357	26450425	26450523	26450585	26450136	26450271	26450761	26451152	2	55,87,104,63,129,73	92,160,104,119,152,114	79,67,58,85,106,31	107,66,111,89,141,46	217	211	1	1.0	0.368,0.346,0.493,0.34,0.452,0.384	0.418,0.497,0.337,0.482,0.422,0.396	-0.028
3	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427	3	84,120,85,87,113,99	57,79,68,63,64,77	103,81,91,124,116,53	63,51,73,71,104,30	217	196	1	1.0	0.571,0.578,0.53,0.555,0.615,0.537	0.596,0.589,0.53,0.612,0.502,0.615	-0.01
4	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	4	0,1,0,0,1,0	166,302,194,203,267,196	1,0,1,0,0,0	153,137,151,235,245,71	283	391	1	1.0	0.0,0.005,0.0,0.0,0.005,0.0	0.009,0.0,0.009,0.0,0.0,0.0	-0.001
5	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	5	65,60,90,80,89,84	12,24,13,20,17,12	70,52,62,67,89,19	6,3,7,7,6,1	262	219	0.546653614387	1.0	0.819,0.676,0.853,0.77,0.814,0.854	0.907,0.935,0.881,0.889,0.925,0.941	-0.115
6	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163968	21161131	21161353	21164079	21164196	6	5,10,21,30,20,15	164,318,200,200,276,207	13,15,24,17,17,3	154,144,154,238,256,74	262	539	1	1.0	0.059,0.061,0.178,0.236,0.13,0.13	0.148,0.176,0.243,0.128,0.12,0.077	-0.016
7	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	7	5,10,21,30,20,15	166,302,194,203,267,196	13,15,24,17,17,3	153,137,151,235,245,71	262	391	1	1.0	0.043,0.047,0.139,0.181,0.101,0.103	0.113,0.14,0.192,0.097,0.094,0.059	-0.014
8	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493	8	24,40,41,34,44,65	39,43,55,35,50,37	37,17,37,35,37,10	25,29,60,57,71,17	189	194	1	1.0	0.387,0.488,0.433,0.499,0.475,0.643	0.603,0.376,0.388,0.387,0.348,0.376	0.075
9	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	9	5,21,10,5,17,13	52,122,108,73,165,76	11,9,14,24,20,8	68,61,61,103,114,29	230	230	1	1.0	0.088,0.147,0.085,0.064,0.093,0.146	0.139,0.129,0.187,0.189,0.149,0.216	-0.064
10	"AT5G41960"	NA	chr5	+	16790288	16790368	16790492	16790545	16789972	16790194	16790637	16790748	10	124,178,110,113,158,104	45,67,52,37,77,48	101,81,58,110,132,41	34,25,37,52,55,13	229	202	1	1.0	0.709,0.701,0.651,0.729,0.644,0.657	0.724,0.741,0.58,0.651,0.679,0.736	-0.003
11	"AT5G41220"	NA	chr5	-	16496445	16496499	16496573	16496634	16496277	16496357	16496749	16496823	11	54,67,44,40,74,53	28,42,40,30,55,48	28,33,30,64,51,18	36,40,26,33,30,26	210	203	1	1.0	0.651,0.607,0.515,0.563,0.565,0.516	0.429,0.444,0.527,0.652,0.622,0.401	0.057
12	"AT5G40210"	NA	chr5	-	16074470	16074663	16075445	16075559	16074202	16074364	16075749	16075815	12	2,1,0,1,1,3	3,1,8,2,3,3	0,0,2,0,3,0	0,5,0,2,10,0	263	342	1	1.0	0.464,0.565,0.0,0.394,0.302,0.565	NA,0.0,1.0,0.0,0.281,NA	0.061
14	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	14	187,207,100,108,170,176	199,277,161,147,257,245	112,69,69,44,117,51	168,92,116,87,185,78	226	272	1	1.0	0.531,0.474,0.428,0.469,0.443,0.464	0.445,0.474,0.417,0.378,0.432,0.44	0.037
15	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	15	230,452,300,324,423,467	140,247,161,186,247,214	310,306,306,424,429,131	159,145,186,214,235,86	255	216	1	1.0	0.582,0.608,0.612,0.596,0.592,0.649	0.623,0.641,0.582,0.627,0.607,0.563	-0.001
16	"AT5G17170"	NA	chr5	+	5650434	5650516	5650623	5650692	5649886	5650053	5650804	5651205	16	301,613,281,251,390,336	138,236,126,104,217,158	600,419,480,566,835,231	238,175,209,242,342,106	231	218	1	1.0	0.673,0.71,0.678,0.695,0.629,0.667	0.704,0.693,0.684,0.688,0.697,0.673	-0.015
17	"AT5G18420"	NA	chr5	-	6107904	6107958	6108271	6108358	6107600	6107746	6108701	6108803	17	106,180,130,108,148,135	63,92,60,68,93,66	97,76,112,165,157,38	65,51,62,79,62,31	236	203	1	1.0	0.591,0.627,0.651,0.577,0.578,0.638	0.562,0.562,0.608,0.642,0.685,0.513	0.015
19	"AT5G10278"	NA	chr5	+	3227508	3227619	3228763	3228867	3226320	3226525	3229579	3229669	19	1,11,2,8,3,4	1,13,11,8,14,6	5,2,0,3,6,2	3,8,13,4,14,8	260	253	0.937483025918	1.0	0.493,0.452,0.15,0.493,0.173,0.393	0.619,0.196,0.0,0.422,0.294,0.196	0.071
20	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	20	481,776,620,463,778,660	17,37,49,16,38,27	555,415,462,578,774,217	23,11,28,29,24,23	216	167	1	1.0	0.956,0.942,0.907,0.957,0.941,0.95	0.949,0.967,0.927,0.939,0.961,0.879	0.005
21	"AT5G04360"	NA	chr5	+	1224509	1224605	1225035	1225086	1224233	1224327	1225234	1225305	21	73,74,63,67,65,52	34,32,35,35,54,49	70,50,57,78,69,38	44,22,30,65,61,23	245	200	1	1.0	0.637,0.654,0.595,0.61,0.496,0.464	0.565,0.65,0.608,0.495,0.48,0.574	0.014
22	"AT5G04090"	NA	chr5	-	1106878	1107381	1107581	1107660	1106164	1106593	1108213	1108282	22	8,9,9,6,1,2	226,356,309,255,408,335	1,0,3,4,11,1	224,169,199,309,371,130	228	652	1	1.0	0.092,0.067,0.077,0.063,0.007,0.017	0.013,0.0,0.041,0.036,0.078,0.022	0.022
23	"AT5G01010"	NA	chr5	-	1913	1961	2434	2509	1744	1780	2747	2799	23	278,454,404,335,575,447	240,418,310,304,403,312	366,311,327,528,500,174	288,216,218,347,431,126	224	197	1	1.0	0.505,0.489,0.534,0.492,0.557,0.558	0.528,0.559,0.569,0.572,0.505,0.548	-0.024
24	"AT4G38510"	NA	chr4	-	18011754	18011802	18012259	18012342	18011623	18011677	18012740	18012891	24	378,544,525,385,567,528	229,313,231,227,302,300	428,274,371,552,547,182	250,194,231,298,325,87	232	197	1	1.0	0.584,0.596,0.659,0.59,0.615,0.599	0.592,0.545,0.577,0.611,0.588,0.64	0.015
25	"AT4G38120"	NA	chr4	-	17893768	17893922	17894099	17894151	17893582	17893670	17894232	17894312	25	29,34,49,23,27,29	58,72,60,63,61,69	16,15,10,34,45,20	42,39,54,77,53,30	201	303	1	1.0	0.43,0.416,0.552,0.355,0.4,0.388	0.365,0.367,0.218,0.4,0.561,0.501	0.022
26	"AT4G37930"	NA	chr4	-	17832506	17832584	17832666	17832732	17832314	17832426	17832813	17832918	26	3449,5790,3767,3430,4869,3968	4083,6823,4598,4211,5664,5159	5050,3414,4303,5222,5907,2020	5689,4017,5074,6449,7778,2617	215	227	1	1.0	0.471,0.473,0.464,0.462,0.476,0.448	0.484,0.473,0.472,0.461,0.445,0.449	0.002
27	"AT4G37930"	NA	chr4	-	17832666	17832732	17832813	17832918	17832506	17832584	17833005	17833203	27	3544,5492,4176,3636,4826,4661	2155,3201,2453,2032,2979,2717	4510,3221,4392,5370,6406,2309	2603,1905,2402,3317,3824,1302	254	215	1	1.0	0.582,0.592,0.59,0.602,0.578,0.592	0.595,0.589,0.607,0.578,0.586,0.6	-0.003
29	"AT4G32360"	NA	chr4	+	15622382	15622499	15622643	15622753	15622154	15622251	15622854	15622928	29	2,14,16,8,23,10	21,56,36,37,46,33	8,3,4,0,17,0	22,16,33,22,28,10	266	259	1	1.0	0.085,0.196,0.302,0.174,0.327,0.228	0.261,0.154,0.106,0.0,0.372,0.0	0.07
