ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G66180"	NA	chr5	+	26450357	26450425	26450523	26450585	26450136	26450271	26450761	26451152	0	29,44,51,26,59,40	51,59,61,58,60,51	49,39,32,45,57,21	56,35,49,45,80,27	217	211	1	1.0	0.356,0.42,0.448,0.304,0.489,0.433	0.46,0.52,0.388,0.493,0.409,0.431	-0.042
1	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	1	0,1,0,0,1,0	66,96,55,72,103,67	0,0,0,0,0,0	53,49,53,75,80,24	283	298	1	1.0	0.0,0.011,0.0,0.0,0.01,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.003
2	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	2	33,25,38,41,43,38	7,11,9,6,6,8	38,16,38,38,48,10	5,1,4,2,4,0	262	219	0.37553472736	1.0	0.798,0.655,0.779,0.851,0.857,0.799	0.864,0.93,0.888,0.941,0.909,1.0	-0.132
3	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163968	21161131	21161353	21164079	21164196	3	3,7,10,16,9,7	62,96,55,66,99,66	9,8,17,6,12,2	50,49,50,70,80,23	262	298	1	1.0	0.052,0.077,0.171,0.216,0.094,0.108	0.17,0.157,0.279,0.089,0.146,0.09	-0.036
4	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	4	3,7,10,16,9,7	66,96,55,72,103,67	9,8,17,6,12,2	53,49,53,75,80,24	262	298	1	1.0	0.049,0.077,0.171,0.202,0.09,0.106	0.162,0.157,0.267,0.083,0.146,0.087	-0.035
5	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	5	3,12,5,0,8,6	18,59,46,35,79,40	7,2,7,18,11,4	31,38,29,63,63,11	230	230	1	1.0	0.143,0.169,0.098,0.0,0.092,0.13	0.184,0.05,0.194,0.222,0.149,0.267	-0.072
7	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	7	83,109,51,59,87,85	96,138,78,62,119,121	54,35,28,26,55,26	77,45,62,46,102,35	226	272	1	1.0	0.51,0.487,0.44,0.534,0.468,0.458	0.458,0.483,0.352,0.405,0.394,0.472	0.056
8	"AT5G18420"	NA	chr5	-	6107904	6107958	6108271	6108358	6107600	6107746	6108701	6108803	8	49,102,69,45,70,78	31,43,27,32,52,31	54,37,47,92,80,17	39,30,33,39,30,12	236	203	1	1.0	0.576,0.671,0.687,0.547,0.537,0.684	0.544,0.515,0.551,0.67,0.696,0.549	0.029
10	"AT5G10278"	NA	chr5	+	3227508	3227619	3228763	3228867	3226320	3226525	3229579	3229669	10	0,4,0,4,0,0	1,7,5,4,6,2	0,0,0,2,3,2	2,5,8,3,7,7	260	253	1	1.0	0.0,0.357,0.0,0.493,0.0,0.0	0.0,0.0,0.0,0.393,0.294,0.218	-0.009
11	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	11	244,404,344,220,405,320	6,19,16,8,15,9	271,200,230,273,384,118	12,7,15,18,14,15	216	167	1	1.0	0.969,0.943,0.943,0.955,0.954,0.965	0.946,0.957,0.922,0.921,0.955,0.859	0.028
12	"AT5G04090"	NA	chr5	-	1106878	1107381	1107581	1107660	1106164	1106593	1108213	1108282	12	8,4,6,2,1,2	64,112,92,67,125,93	1,0,1,2,5,0	55,47,60,97,96,38	228	298	1	1.0	0.14,0.045,0.079,0.038,0.01,0.027	0.023,0.0,0.021,0.026,0.064,0.0	0.034
13	"AT5G01010"	NA	chr5	-	1913	1961	2434	2509	1744	1780	2747	2799	13	127,213,190,181,289,230	114,230,161,159,206,167	185,150,146,276,249,87	135,110,107,165,205,70	224	197	1	1.0	0.495,0.449,0.509,0.5,0.552,0.548	0.547,0.545,0.545,0.595,0.516,0.522	-0.036
14	"AT4G38120"	NA	chr4	-	17893768	17893922	17894099	17894151	17893582	17893670	17894232	17894312	14	11,17,29,6,10,15	24,33,30,34,31,32	7,6,5,13,16,12	12,11,23,36,20,13	201	298	1	1.0	0.405,0.433,0.589,0.207,0.324,0.41	0.464,0.447,0.244,0.349,0.543,0.578	-0.043
15	"AT4G37930"	NA	chr4	-	17832666	17832732	17832813	17832918	17832506	17832584	17833005	17833203	15	1736,2749,2092,1824,2403,2300	1082,1547,1195,969,1515,1333	2290,1629,2194,2787,3241,1120	1354,941,1191,1651,1854,669	254	215	1	1.0	0.576,0.601,0.597,0.614,0.573,0.594	0.589,0.594,0.609,0.588,0.597,0.586	-0.001
17	"AT4G29940"	NA	chr4	-	14648754	14648835	14648992	14649073	14648137	14648600	14649467	14649548	17	0,0,0,1,0,0	37,62,50,48,59,25	0,0,0,0,0,0	37,27,27,35,45,16	230	230	1	1.0	0.0,0.0,0.0,0.02,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.003
18	"AT4G26190"	NA	chr4	-	13263299	13263363	13263488	13263570	13262863	13263049	13263656	13266322	18	52,71,62,57,84,62	74,82,65,60,115,87	41,21,38,42,41,12	29,22,24,47,51,14	231	213	1	1.0	0.393,0.444,0.468,0.467,0.402,0.397	0.566,0.468,0.593,0.452,0.426,0.441	-0.063
19	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	19	16,21,19,21,14,22	19,29,25,22,41,35	15,9,15,19,27,9	29,14,30,27,23,18	188	206	1	1.0	0.48,0.442,0.454,0.511,0.272,0.408	0.362,0.413,0.354,0.435,0.563,0.354	0.014
20	"AT4G21534"	NA	chr4	+	11456850	11456951	11457224	11457297	11456635	11456758	11457422	11457509	20	86,130,76,101,147,81	34,65,40,65,69,68	92,78,98,87,114,38	58,36,35,50,72,21	250	222	1	1.0	0.692,0.64,0.628,0.58,0.654,0.514	0.585,0.658,0.713,0.607,0.584,0.616	-0.009
21	"AT4G16860"	NA	chr4	-	9490478	9490811	9490994	9492072	9489967	9490378	9495230	9495837	21	78,128,70,66,81,84	67,66,35,33,64,45	72,102,112,114,135,53	64,65,70,72,111,51	298	298	1	1.0	0.538,0.66,0.667,0.667,0.559,0.651	0.529,0.611,0.615,0.613,0.549,0.51	0.052
24	"AT4G25100"	NA	chr4	-	12884835	12884859	12884955	12884982	12884299	12884747	12885087	12885155	24	898,1562,956,870,1372,929	488,826,361,417,663,432	1273,994,1229,920,1909,658	692,513,630,520,897,333	176	173	1	1.0	0.644,0.65,0.722,0.672,0.67,0.679	0.644,0.656,0.657,0.635,0.677,0.66	0.018
25	"AT4G05590"	NA	chr4	+	2907631	2907730	2907844	2907897	2907011	2907230	2908016	2908090	25	38,73,57,44,59,74	14,27,19,17,31,29	35,15,26,21,44,5	12,6,15,11,10,1	248	202	1	1.0	0.689,0.688,0.71,0.678,0.608,0.675	0.704,0.671,0.585,0.609,0.782,0.803	-0.018
26	"AT4G05590"	NA	chr4	+	2907844	2907897	2908016	2908090	2907631	2907730	2908251	2908631	26	20,39,26,19,36,41	28,42,34,23,34,51	10,4,6,14,12,2	21,6,17,24,17,5	202	223	0.617337183279	1.0	0.441,0.506,0.458,0.477,0.539,0.47	0.345,0.424,0.28,0.392,0.438,0.306	0.118
27	"AT4G00180"	NA	chr4	-	73447	73523	73658	73707	72989	73067	74267	74427	27	43,67,63,42,58,48	56,100,90,85,103,90	80,49,35,80,78,19	102,73,80,81,124,28	198	225	1	1.0	0.466,0.432,0.443,0.36,0.39,0.377	0.471,0.433,0.332,0.529,0.417,0.435	-0.025
28	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	28	23,49,28,25,35,43	35,57,46,33,42,35	50,33,35,54,51,24	65,28,32,41,81,24	197	218	1	1.0	0.421,0.488,0.402,0.456,0.48,0.576	0.46,0.566,0.548,0.593,0.411,0.525	-0.047
29	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	29	25,14,17,21,33,16	38,54,61,39,72,43	28,19,19,28,31,7	75,50,52,69,87,26	169	202	1	1.0	0.44,0.237,0.25,0.392,0.354,0.308	0.309,0.312,0.304,0.327,0.299,0.243	0.031
30	"AT3G59660"	NA	chr3	-	22037585	22037661	22037891	22037989	22037186	22037315	22038072	22038123	30	75,112,92,74,124,73	67,138,84,63,80,69	53,37,47,81,82,36	89,55,55,86,88,27	247	225	1	1.0	0.505,0.425,0.499,0.517,0.585,0.491	0.352,0.38,0.438,0.462,0.459,0.548	0.064
31	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	31	40,50,38,42,57,61	107,150,108,92,150,121	46,35,51,74,86,21	122,101,117,163,185,60	220	290	1	1.0	0.33,0.305,0.317,0.376,0.334,0.399	0.332,0.314,0.365,0.374,0.38,0.316	-0.003
32	"AT3G56160"	NA	chr3	-	20839374	20839488	20839888	20839947	20839033	20839055	20840318	20840397	32	16,38,19,28,31,22	33,78,34,48,41,44	17,20,23,40,23,10	43,35,41,50,47,17	208	263	1	1.0	0.38,0.381,0.414,0.424,0.489,0.387	0.333,0.419,0.415,0.503,0.382,0.427	-0.001
34	"AT3G53570"	NA	chr3	-	19862862	19862977	19863089	19863138	19862552	19862644	19863221	19863375	34	19,17,22,19,22,24	37,37,41,41,69,50	24,16,20,30,34,12	36,38,46,53,79,36	198	264	1	1.0	0.406,0.38,0.417,0.382,0.298,0.39	0.471,0.36,0.367,0.43,0.365,0.308	-0.005
35	"AT5G13960"	NA	chr5	+	4502388	4502443	4502582	4502689	4502154	4502193	4502798	4502975	35	10,5,19,6,8,11	10,13,15,20,14,17	11,5,10,13,9,3	17,8,18,31,18,7	204	256	1	1.0	0.557,0.326,0.614,0.274,0.418,0.448	0.448,0.44,0.411,0.345,0.386,0.35	0.043
36	"AT3G48110"	NA	chr3	+	17766757	17766813	17767101	17767173	17766538	17766602	17767275	17767358	36	40,69,52,26,55,54	42,75,56,45,56,56	20,28,35,35,52,11	24,27,44,51,51,25	205	221	1	1.0	0.507,0.498,0.5,0.384,0.514,0.51	0.473,0.528,0.462,0.425,0.524,0.322	0.03
37	"AT3G54750"	NA	chr3	-	20266153	20266275	20266633	20266732	20265838	20265940	20266821	20267036	37	25,24,20,12,14,25	22,39,33,22,37,31	16,17,11,31,17,6	20,7,16,22,34,2	248	271	0.718616021452	1.0	0.554,0.402,0.398,0.373,0.293,0.468	0.466,0.726,0.429,0.606,0.353,0.766	-0.143
38	"AT1G33790"	NA	chr1	+	12257974	12258400	12259068	12259494	12256963	12257202	12259579	12260032	38	129,189,213,223,314,236	182,272,237,267,376,260	293,182,301,487,400,144	403,338,339,544,452,216	298	298	1	1.0	0.415,0.41,0.473,0.455,0.455,0.476	0.421,0.35,0.47,0.472,0.469,0.4	0.017
39	"AT5G35180"	NA	chr5	+	13425138	13425192	13425403	13425469	13424965	13425040	13425637	13425696	39	59,98,53,48,77,58	73,95,67,47,61,69	61,40,62,77,69,25	61,33,66,88,81,22	203	215	1	1.0	0.461,0.522,0.456,0.52,0.572,0.471	0.514,0.562,0.499,0.481,0.474,0.546	-0.012
40	"AT1G76200"	NA	chr1	+	28593773	28593819	28593923	28593980	28593210	28593457	28594494	28594750	40	519,894,615,467,735,525	370,555,432,380,538,421	607,338,481,605,627,170	398,246,315,408,481,129	195	206	1	1.0	0.597,0.63,0.601,0.565,0.591,0.568	0.617,0.592,0.617,0.61,0.579,0.582	-0.007
41	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570	41	13,21,11,11,22,22	36,56,46,29,41,45	18,15,21,13,28,7	42,28,29,48,40,19	193	266	1	1.0	0.332,0.341,0.248,0.343,0.425,0.403	0.371,0.425,0.5,0.272,0.491,0.337	-0.051
42	"AT2G04900"	NA	chr2	+	1722824	1722905	1722989	1723033	1722669	1722740	1723506	1723976	42	360,519,405,355,572,457	82,111,67,51,104,83	405,309,374,428,586,218	67,62,74,87,131,49	230	193	1	1.0	0.787,0.797,0.835,0.854,0.822,0.822	0.835,0.807,0.809,0.805,0.79,0.789	0.014
43	"AT1G70310"	NA	chr1	-	26486787	26486910	26486997	26487074	26486399	26486504	26487171	26487595	43	437,740,446,368,575,385	447,735,525,407,757,519	613,445,469,523,608,221	596,432,509,688,728,317	226	272	1	1.0	0.541,0.548,0.506,0.521,0.478,0.472	0.553,0.554,0.526,0.478,0.501,0.456	-0.0
44	"AT3G58490"	NA	chr3	+	21634032	21634136	21634434	21634550	21633717	21633848	21634643	21635106	44	137,221,179,177,263,183	131,210,178,185,222,263	240,222,243,278,324,122	212,179,180,262,348,124	253	265	1	1.0	0.523,0.524,0.513,0.501,0.554,0.422	0.542,0.565,0.586,0.526,0.494,0.508	-0.031
45	"AT1G60640"	NA	chr1	-	22337857	22337917	22338466	22338526	22337700	22337766	22338617	22338683	45	12,21,21,15,31,26	22,41,38,34,36,26	31,14,18,27,32,9	30,26,20,58,40,17	209	209	1	1.0	0.353,0.339,0.356,0.306,0.463,0.5	0.508,0.35,0.474,0.318,0.444,0.346	-0.02
46	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22338008	22338074	22338617	22338683	46	11,21,22,17,30,26	30,32,27,25,60,22	30,14,18,27,32,9	31,23,25,64,56,12	209	209	1	1.0	0.268,0.396,0.449,0.405,0.333,0.542	0.492,0.378,0.419,0.297,0.364,0.429	0.002
47	"AT2G41100"	NA	chr2	+	17138306	17138573	17138673	17138943	17138064	17138206	17139044	17139617	47	753,1176,836,856,1344,1139	785,1358,938,885,1394,1270	926,624,725,643,1057,357	1161,732,914,660,1245,474	298	298	1	1.0	0.49,0.464,0.471,0.492,0.491,0.473	0.444,0.46,0.442,0.493,0.459,0.43	0.025
48	"AT1G58602"	NA	chr1	+	21753883	21754088	21758508	21758658	21746353	21746499	21760158	21761055	48	134,220,149,121,224,182	5,4,2,1,8,10	167,168,204,202,297,102	9,7,6,6,14,5	298	298	1	1.0	0.964,0.982,0.987,0.992,0.966,0.948	0.949,0.96,0.971,0.971,0.955,0.953	0.013
49	"AT1G64480"	NA	chr1	-	23948820	23948873	23949214	23949274	23948426	23948507	23949400	23949483	49	0,0,1,0,7,4	0,1,1,1,0,1	0,2,2,0,2,0	1,0,0,0,0,0	209	202	1	1.0	NA,0.0,0.491,0.0,1.0,0.794	0.0,1.0,1.0,NA,1.0,NA	-0.293
50	"AT1G20060"	NA	chr1	-	6952478	6952571	6952652	6952745	6952308	6952398	6952826	6953012	50	2,3,3,1,0,2	4,4,5,5,1,11	3,2,1,8,3,2	0,0,0,2,3,1	242	242	1.98825375841e-06	0.00028233203369422	0.333,0.429,0.375,0.167,0.0,0.154	1.0,1.0,1.0,0.8,0.5,0.667	-0.585
51	"AT1G50170"	NA	chr1	+	18582614	18582676	18582855	18582966	18582010	18582482	18583088	18583181	51	81,109,99,82,109,74	106,138,115,97,127,128	93,64,86,91,108,25	108,79,77,116,155,51	211	260	1	1.0	0.485,0.493,0.515,0.51,0.514,0.416	0.515,0.5,0.579,0.492,0.462,0.377	0.001
