ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,3,3,1,1,1	6,5,6,13,15,10	0,0,0,1,0,0	8,5,6,3,4,2	225	149	1	1.0	0.099,0.284,0.249,0.048,0.042,0.062	0.0,0.0,0.0,0.181,0.0,0.0	0.101
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	66,67,75,33,61,47	137,156,146,97,158,170	36,36,25,63,61,19	135,156,122,185,214,67	252	149	1	1.0	0.222,0.203,0.233,0.167,0.186,0.141	0.136,0.12,0.108,0.168,0.144,0.144	0.055
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	9,34,44,18,21,18	163,252,190,130,244,214	29,19,24,33,47,8	154,166,153,203,237,86	251	149	1	1.0	0.032,0.074,0.121,0.076,0.049,0.048	0.101,0.064,0.085,0.088,0.105,0.052	-0.016
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	5,5,7,5,2,5	18,23,13,19,12,17	4,3,9,7,0,1	22,5,13,29,20,8	227	149	1	1.0	0.154,0.125,0.261,0.147,0.099,0.162	0.107,0.283,0.312,0.137,0.0,0.076	0.006
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	8,30,17,21,25,27	82,98,80,80,91,97	9,18,16,27,17,3	73,66,71,79,106,38	273	149	1	1.0	0.051,0.143,0.104,0.125,0.13,0.132	0.063,0.13,0.11,0.157,0.08,0.041	0.017
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	18,9,12,6,15,13	59,104,69,76,87,88	5,6,9,6,9,6	61,60,45,76,62,32	246	149	1	1.0	0.156,0.05,0.095,0.046,0.095,0.082	0.047,0.057,0.108,0.046,0.081,0.102	0.014
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	5,5,20,11,16,13	8,5,5,1,9,12	11,7,23,22,7,8	3,5,7,7,8,0	296	149	0.865401736452	1.0	0.239,0.335,0.668,0.847,0.472,0.353	0.649,0.413,0.623,0.613,0.306,1.0	-0.115
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	10,20,16,21,18,17	3,2,3,1,4,5	8,10,10,21,19,8	3,0,1,3,2,1	241	149	1	1.0	0.673,0.861,0.767,0.928,0.736,0.678	0.622,1.0,0.861,0.812,0.855,0.832	-0.057
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	261,339,258,225,345,219	51,69,69,44,88,62	227,169,184,216,253,80	45,46,34,49,67,42	238	149	1	1.0	0.762,0.755,0.701,0.762,0.711,0.689	0.76,0.697,0.772,0.734,0.703,0.544	0.028
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	3,7,5,6,3,0	0,0,0,0,0,0	10,7,5,7,10,1	0,2,0,1,2,1	242	149	1	1.0	1.0,1.0,1.0,1.0,1.0,NA	1.0,0.683,1.0,0.812,0.755,0.381	0.228
