ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
0	1184,1694,1386,1199,1650,1520	2,0,2,2,2,3	1123,808,1004,1478,1616,552	1,6,0,0,0,0	238	149
1	0,0,1,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,1,0,0,0	241	149
2	20,24,17,20,15,20	0,0,0,0,0,1	25,6,15,28,28,9	0,0,0,2,0,0	215	149
3	116,154,129,104,180,122	1,0,1,2,3,0	187,94,162,182,190,60	3,2,0,1,0,0	346	149
4	148,237,181,158,243,164	0,0,0,1,0,0	160,149,132,248,183,65	0,0,0,0,0,0	237	149
5	2593,4206,3060,2586,3553,3179	0,0,1,0,0,0	3361,2336,2988,4201,4538,1366	0,0,0,0,0,0	227	149
6	48,73,76,35,64,70	0,0,0,2,0,0	48,35,41,75,74,24	0,0,0,0,1,0	185	149
7	64,93,71,60,101,56	2,1,0,0,1,0	79,36,49,74,57,19	1,0,0,1,0,1	190	149
8	63,92,71,38,102,77	0,0,0,0,2,0	45,33,28,50,73,22	1,1,0,0,0,0	238	149
9	276,401,319,340,417,316	1,1,2,0,1,0	312,234,289,404,474,125	2,0,0,1,2,2	229	149
10	290,381,310,325,417,329	0,1,0,0,0,0	326,213,300,379,427,153	0,0,0,0,0,0	230	149
11	0,2,1,1,6,3	24,40,24,21,25,30	0,0,0,0,0,1	19,13,14,26,12,9	170	149
12	571,847,583,476,775,867	0,0,0,2,0,2	518,272,396,480,662,215	1,0,0,0,0,0	213	149
13	96,101,80,75,100,119	49,76,72,50,75,72	33,25,22,38,57,11	58,46,63,86,91,33	207	149
14	34,65,31,41,60,44	0,2,0,0,0,0	31,32,26,69,54,20	0,0,0,0,0,0	243	149
16	439,700,499,492,765,496	1,3,7,2,1,1	475,319,349,469,518,141	3,2,0,1,8,1	269	149
17	298,490,347,297,490,388	0,0,1,0,0,1	250,193,213,332,375,128	0,0,0,0,0,0	228	149
18	2,20,4,5,6,6	1,3,6,5,3,0	4,1,8,13,20,4	3,5,0,5,4,5	279	149
19	23,31,36,19,34,31	0,0,0,0,0,0	25,18,7,29,34,13	0,0,0,0,1,0	221	149
20	910,1296,995,817,1113,1278	2,0,0,0,0,0	655,544,626,1028,1034,412	0,2,0,1,0,0	3005	149
21	179,293,221,183,287,252	2,4,0,2,1,0	219,123,173,243,229,89	1,1,0,3,4,0	262	149
24	109,193,177,123,181,175	0,0,0,0,0,1	137,61,105,174,191,57	0,1,0,0,0,1	297	149
25	2,0,0,0,0,0	8,4,1,6,10,9	0,2,0,0,1,0	7,0,5,0,8,0	279	149
27	85,164,136,84,159,158	3,2,2,1,3,0	113,78,116,202,150,52	0,1,1,0,1,0	219	149
29	146,314,210,169,261,201	0,0,0,0,0,4	142,108,139,212,261,77	1,0,0,0,0,0	252	149
30	27,63,36,28,45,48	0,2,1,0,3,1	29,22,34,30,45,13	0,0,1,0,2,1	202	149
31	38,54,43,30,52,54	0,2,1,0,3,1	33,20,44,40,49,20	0,0,1,0,2,1	205	149
32	8,17,11,4,14,11	0,4,2,0,2,2	0,1,0,0,1,0	0,2,0,0,0,0	211	149
33	4,15,10,7,14,5	1,2,1,0,0,0	0,4,0,0,2,1	0,1,0,0,1,0	191	149
34	1,4,1,2,6,1	2,0,0,0,0,0	0,4,2,0,3,1	0,0,0,0,0,1	413	149
35	0,3,3,5,6,2	2,0,0,0,0,0	1,0,3,7,6,2	0,0,0,0,0,1	197	149
36	2391,3962,3012,2805,4484,3627	0,0,0,0,0,0	3805,2976,3269,4554,5343,1714	0,0,1,0,0,0	239	149
37	21,50,30,19,43,45	0,0,0,0,1,2	17,12,14,30,38,1	0,0,0,0,0,1	186	149
38	3512,5222,4003,3642,5596,4727	0,0,0,0,0,1	3595,2356,3066,3690,4572,1485	1,0,0,0,0,0	223	149
39	172,249,196,209,273,253	0,1,0,1,0,0	166,135,157,205,290,100	0,0,0,0,0,0	294	149
40	114,153,156,120,178,157	0,0,0,0,0,0	137,121,118,159,171,74	1,0,0,0,0,0	217	149
41	137,172,168,156,182,170	0,0,0,1,0,0	148,119,135,162,200,80	0,0,0,0,0,0	211	149
42	309,446,398,314,475,440	0,1,0,0,0,1	360,244,314,432,501,147	1,0,0,0,2,2	204	149
43	297,403,316,299,487,350	0,3,0,1,1,2	345,242,311,359,510,153	0,0,0,0,0,0	195	149
44	121,182,126,108,152,149	0,0,0,0,0,0	158,117,119,166,214,87	0,2,1,6,1,0	196	149
45	37,66,37,35,54,49	0,0,0,0,0,0	50,39,45,73,55,34	0,0,0,1,0,0	217	149
46	63,75,75,69,65,67	1,0,0,5,2,1	35,40,44,89,85,28	1,0,0,1,0,0	236	149
47	79,113,113,109,133,118	1,0,0,3,0,0	65,54,76,108,89,29	0,0,0,0,1,0	238	149
48	2442,3764,3013,2417,3312,2913	0,1,4,0,0,0	2550,1659,1950,2820,3582,1025	0,0,0,0,0,0	192	149
49	1,1,0,2,2,2	38,56,38,34,58,56	5,0,2,7,3,1	46,24,38,38,66,12	178	149
50	2,6,5,3,6,5	38,56,38,34,58,56	7,8,6,6,6,3	46,24,38,38,66,12	182	149
51	83,131,138,90,171,147	0,0,0,0,0,0	124,81,101,97,166,29	0,0,1,0,0,0	247	149
52	210,300,222,246,282,247	0,3,0,0,1,0	136,127,116,131,204,59	0,0,0,0,0,0	217	149
53	127,154,133,113,145,155	0,3,0,0,1,0	66,56,72,75,131,40	0,0,0,0,0,0	223	149
54	484,682,585,469,683,630	0,1,0,0,0,0	501,300,400,450,641,182	0,0,0,0,0,0	198	149
55	1460,2252,1767,1658,1970,1411	0,1,0,0,0,0	1599,1231,1357,1680,2035,553	0,0,0,0,0,0	783	149
56	41,66,44,34,44,55	1,0,0,0,0,0	24,31,52,49,56,17	0,0,0,0,0,0	231	149
57	229,344,276,236,350,238	0,0,0,0,0,0	309,195,220,379,286,86	1,0,0,0,0,0	220	149
