ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
0	"AT5G67540"	NA	chr5	-	26945172	26945782	26945172	26945699	26946015	26946377
1	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785917	26785989
2	"AT5G66850"	NA	chr5	-	26695567	26696171	26695567	26696142	26696300	26696380
3	"AT5G66720"	NA	chr5	-	26639669	26639979	26639669	26639970	26640048	26640545
4	"AT5G66240"	NA	chr5	+	26467906	26467956	26467912	26467956	26467723	26467808
5	"AT5G66190"	NA	chr5	-	26452349	26452483	26452349	26452478	26452571	26452800
6	"AT5G66060"	NA	chr5	+	26420112	26420210	26420118	26420210	26419763	26419848
7	"AT5G65930"	NA	chr5	-	26375107	26375207	26375107	26375204	26375292	26375859
8	"AT5G65640"	NA	chr5	+	26238553	26238721	26238563	26238721	26238239	26238422
9	"AT5G65460"	NA	chr5	-	26164301	26164497	26164301	26164488	26164590	26164646
10	"AT5G65210"	NA	chr5	+	26059313	26059394	26059317	26059394	26059019	26059201
11	"AT5G65060"	NA	chr5	+	25990083	25990183	25990116	25990183	25989941	25990003
12	"AT5G63950"	NA	chr5	-	25596101	25596230	25596101	25596179	25596486	25596541
13	"AT5G63870"	NA	chr5	-	25562512	25562924	25562512	25562913	25563158	25563316
14	"AT5G63680"	NA	chr5	+	25490313	25490764	25490474	25490764	25490064	25490165
15	"AT5G63670"	NA	chr5	+	25488992	25489054	25488997	25489054	25488635	25488691
16	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466686	25466864
17	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087
18	"AT5G63550"	NA	chr5	+	25446543	25446612	25446546	25446612	25446392	25446473
19	"AT5G63440"	NA	chr5	+	25407020	25407135	25407028	25407135	25406301	25406474
20	"AT5G63400"	NA	chr5	-	25393463	25393553	25393463	25393522	25393644	25393812
21	"AT5G62640"	NA	chr5	-	25150537	25150911	25150537	25150893	25151011	25151093
22	"AT5G62290"	NA	chr5	+	25020537	25020603	25020540	25020603	25020385	25020445
23	"AT5G62165"	NA	chr5	+	24965037	24965256	24965049	24965256	24964645	24964959
24	"AT5G62165"	NA	chr5	+	24967694	24967882	24967840	24967882	24967327	24967427
25	"AT5G61410"	NA	chr5	-	24683605	24683858	24683605	24683852	24684044	24684134
26	"AT5G61310"	NA	chr5	-	24653323	24653761	24653323	24653752	24654769	24654940
27	"AT5G60590"	NA	chr5	+	24357944	24358248	24357956	24358248	24357702	24357878
28	"AT5G60580"	NA	chr5	+	24356204	24356305	24356225	24356305	24356052	24356143
29	"AT5G60570"	NA	chr5	+	24348169	24350164	24348367	24350164	24347782	24348026
30	"AT5G60570"	NA	chr5	+	24348169	24350164	24348379	24350164	24347782	24348026
31	"AT5G60570"	NA	chr5	+	24348367	24350164	24348379	24350164	24347782	24348026
32	"AT5G60350"	NA	chr5	+	24278634	24279147	24278637	24279147	24277729	24278523
33	"AT5G60120"	NA	chr5	+	24210578	24211094	24210761	24211094	24209970	24210409
34	"AT5G60100"	NA	chr5	-	24200234	24200662	24200234	24200655	24201128	24201364
35	"AT5G60030"	NA	chr5	-	24171887	24172456	24171887	24172273	24172564	24172975
36	"AT5G66180"	NA	chr5	+	26450357	26450585	26450523	26450585	26450136	26450271
37	"AT5G59660"	NA	chr5	+	24037748	24037817	24037757	24037817	24037607	24037679
