ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67540"	NA	chr5	-	26945172	26945782	26945172	26945699	26946015	26946377	0	17,16,12,12,17,17	11,30,22,16,26,25	12,7,12,13,17,2	16,16,26,27,13,7	232	149	1	1.0	0.498,0.255,0.259,0.325,0.296,0.304	0.325,0.219,0.229,0.236,0.456,0.155	0.053
1	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785917	26785989	1	19,21,17,13,10,18	0,0,0,0,0,1	17,6,21,26,18,3	0,0,0,2,0,0	293	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.902	1.0,1.0,1.0,0.869,1.0,1.0	0.006
2	"AT5G66850"	NA	chr5	-	26695567	26696171	26695567	26696142	26696300	26696380	2	2,7,5,6,4,9	51,78,70,94,92,90	5,1,1,7,8,1	82,59,47,96,102,31	178	149	1	1.0	0.032,0.07,0.056,0.051,0.035,0.077	0.049,0.014,0.017,0.058,0.062,0.026	0.016
3	"AT5G66720"	NA	chr5	-	26639669	26639979	26639669	26639970	26640048	26640545	3	210,303,254,252,309,226	17,16,25,26,40,21	275,140,200,234,283,112	11,14,15,16,24,5	158	149	1	1.0	0.921,0.947,0.905,0.901,0.879,0.91	0.959,0.904,0.926,0.932,0.917,0.955	-0.022
4	"AT5G66240"	NA	chr5	+	26467906	26467956	26467912	26467956	26467723	26467808	4	194,359,273,242,369,317	5,13,3,18,19,15	224,172,195,246,296,102	20,12,9,14,12,4	155	149	1	1.0	0.974,0.964,0.989,0.928,0.949,0.953	0.915,0.932,0.954,0.944,0.96,0.961	0.015
5	"AT5G66190"	NA	chr5	-	26452349	26452483	26452349	26452478	26452571	26452800	5	1551,2429,1810,1620,2064,2125	1,0,0,0,0,0	1866,1256,1684,2343,2658,890	0,0,0,1,0,0	154	149	1	1.0	0.999,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.0
6	"AT5G66060"	NA	chr5	+	26420112	26420210	26420118	26420210	26419763	26419848	6	78,154,141,87,144,126	0,0,0,0,0,2	87,74,81,107,105,45	0,0,0,0,0,0	155	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.984	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
7	"AT5G65930"	NA	chr5	-	26375107	26375207	26375107	26375204	26375292	26375859	7	40,64,56,51,60,72	0,0,0,1,0,1	27,25,21,59,40,18	0,0,0,0,1,0	152	149	1	1.0	1.0,1.0,1.0,0.98,1.0,0.986	1.0,1.0,1.0,1.0,0.975,1.0	-0.001
8	"AT5G65640"	NA	chr5	+	26238553	26238721	26238563	26238721	26238239	26238422	8	80,95,98,59,73,113	0,1,0,0,0,0	59,34,53,128,79,21	0,0,0,1,0,0	159	149	1	1.0	1.0,0.989,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.992,1.0,1.0	-0.001
10	"AT5G65210"	NA	chr5	+	26059313	26059394	26059317	26059394	26059019	26059201	10	458,667,463,375,590,654	2,0,1,0,0,0	366,238,336,378,496,159	1,1,5,2,2,0	153	149	1	1.0	0.996,1.0,0.998,1.0,1.0,1.0	0.997,0.996,0.985,0.995,0.996,1.0	0.004
11	"AT5G65060"	NA	chr5	+	25990083	25990183	25990116	25990183	25989941	25990003	11	18,19,17,10,30,15	5,6,2,7,2,8	10,6,9,13,20,3	1,4,3,5,6,0	182	149	1	1.0	0.747,0.722,0.874,0.539,0.925,0.606	0.891,0.551,0.711,0.68,0.732,1.0	-0.025
12	"AT5G63950"	NA	chr5	-	25596101	25596230	25596101	25596179	25596486	25596541	12	17,31,39,25,46,48	0,0,0,0,0,2	26,14,17,30,30,12	0,0,0,0,0,0	200	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.947	1.0,1.0,1.0,1.0,1.0,1.0	-0.009
13	"AT5G63870"	NA	chr5	-	25562512	25562924	25562512	25562913	25563158	25563316	13	11,14,9,2,9,16	83,143,121,92,131,138	10,4,8,19,17,7	130,59,88,125,152,44	160	149	1	1.0	0.11,0.084,0.065,0.02,0.06,0.097	0.067,0.059,0.078,0.124,0.094,0.129	-0.019
14	"AT5G63680"	NA	chr5	+	25490313	25490764	25490474	25490764	25490064	25490165	14	1,1,4,4,5,0	67,132,117,109,148,130	3,3,2,6,6,4	91,47,62,114,106,39	298	149	1	1.0	0.007,0.004,0.017,0.018,0.017,0.0	0.016,0.031,0.016,0.026,0.028,0.049	-0.017
15	"AT5G63670"	NA	chr5	+	25488992	25489054	25488997	25489054	25488635	25488691	15	133,255,236,195,241,244	1,1,1,0,2,0	185,179,177,247,265,90	0,0,2,1,0,0	154	149	1	1.0	0.992,0.996,0.996,1.0,0.991,1.0	1.0,1.0,0.988,0.996,1.0,1.0	-0.002
17	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087	17	297,497,377,317,562,376	4,3,3,3,6,5	454,301,355,361,478,175	3,1,3,3,4,1	156	149	1	1.0	0.986,0.994,0.992,0.99,0.989,0.986	0.993,0.997,0.991,0.991,0.991,0.994	-0.003
18	"AT5G63550"	NA	chr5	+	25446543	25446612	25446546	25446612	25446392	25446473	18	7,13,9,1,15,10	25,29,55,28,54,37	4,0,3,8,0,0	17,17,20,54,44,15	152	149	0.457796574877	1.0	0.215,0.305,0.138,0.034,0.214,0.209	0.187,0.0,0.128,0.127,0.0,0.0	0.112
19	"AT5G63440"	NA	chr5	+	25407020	25407135	25407028	25407135	25406301	25406474	19	49,37,70,42,46,40	12,13,4,8,10,8	27,18,33,36,33,15	10,4,8,7,12,2	157	149	1	1.0	0.795,0.73,0.943,0.833,0.814,0.826	0.719,0.81,0.797,0.83,0.723,0.877	0.031
21	"AT5G62640"	NA	chr5	-	25150537	25150911	25150537	25150893	25151011	25151093	21	112,145,162,146,175,156	5,0,6,1,4,8	127,63,73,147,169,62	11,2,5,6,2,1	167	149	1	1.0	0.952,1.0,0.96,0.992,0.975,0.946	0.912,0.966,0.929,0.956,0.987,0.982	0.015
22	"AT5G62290"	NA	chr5	+	25020537	25020603	25020540	25020603	25020385	25020445	22	69,106,98,85,118,124	0,0,1,0,1,0	83,71,60,111,106,45	2,1,2,1,0,0	152	149	1	1.0	1.0,1.0,0.99,1.0,0.991,1.0	0.976,0.986,0.967,0.991,1.0,1.0	0.01
23	"AT5G62165"	NA	chr5	+	24965037	24965256	24965049	24965256	24964645	24964959	23	1,2,3,1,3,2	5,10,5,0,3,0	0,0,2,0,0,0	1,0,0,0,1,0	161	149	1	1.0	0.156,0.156,0.357,1.0,0.481,1.0	0.0,NA,1.0,NA,0.0,NA	0.192
24	"AT5G62165"	NA	chr5	+	24967694	24967882	24967840	24967882	24967327	24967427	24	8,17,11,6,11,5	1,2,1,0,0,0	0,4,0,0,2,1	0,1,0,0,1,0	295	149	1	1.0	0.802,0.811,0.847,1.0,1.0,1.0	NA,0.669,NA,NA,0.503,1.0	0.186
25	"AT5G61410"	NA	chr5	-	24683605	24683858	24683605	24683852	24684044	24684134	25	1343,2166,1722,1594,2542,2065	214,350,230,262,351,284	2033,1590,1717,2500,2903,937	463,331,374,618,610,222	155	149	1	1.0	0.858,0.856,0.878,0.854,0.874,0.875	0.808,0.822,0.815,0.795,0.821,0.802	0.055
26	"AT5G61310"	NA	chr5	-	24653323	24653761	24653323	24653752	24654769	24654940	26	7,10,4,4,5,1	8,9,8,5,14,8	0,3,0,4,4,0	7,6,3,8,5,3	158	149	0.340557708748	1.0	0.452,0.512,0.32,0.43,0.252,0.105	0.0,0.32,0.0,0.32,0.43,0.0	0.167
27	"AT5G60590"	NA	chr5	+	24357944	24358248	24357956	24358248	24357702	24357878	27	7,21,14,8,13,14	29,45,39,32,31,36	5,4,3,7,7,3	31,28,38,48,45,22	161	149	0.170610753832	1.0	0.183,0.302,0.249,0.188,0.28,0.265	0.13,0.117,0.068,0.119,0.126,0.112	0.133
28	"AT5G60580"	NA	chr5	+	24356204	24356305	24356225	24356305	24356052	24356143	28	10,10,11,3,18,2	43,61,60,44,67,52	21,9,16,12,24,12	34,24,35,44,62,18	170	149	0.103577978704	1.0	0.169,0.126,0.138,0.056,0.191,0.033	0.351,0.247,0.286,0.193,0.253,0.369	-0.164
29	"AT5G60570"	NA	chr5	+	24348169	24350164	24348367	24350164	24347782	24348026	29	25,30,18,14,35,26	17,10,8,9,9,14	19,12,21,28,34,16	23,15,15,31,29,13	298	149	0.107650397506	1.0	0.424,0.6,0.529,0.437,0.66,0.481	0.292,0.286,0.412,0.311,0.37,0.381	0.18
30	"AT5G60570"	NA	chr5	+	24348169	24350164	24348379	24350164	24347782	24348026	30	26,32,18,14,38,27	49,103,89,65,92,81	19,12,22,30,35,16	49,40,61,83,85,26	298	149	1	1.0	0.21,0.134,0.092,0.097,0.171,0.143	0.162,0.13,0.153,0.153,0.171,0.235	-0.026
31	"AT5G60570"	NA	chr5	+	24348367	24350164	24348379	24350164	24347782	24348026	31	18,13,8,9,12,15	49,103,89,65,92,81	23,17,18,34,30,13	49,40,61,83,85,26	161	149	0.124668711704	1.0	0.254,0.105,0.077,0.114,0.108,0.146	0.303,0.282,0.215,0.275,0.246,0.316	-0.139
32	"AT5G60350"	NA	chr5	+	24278634	24279147	24278637	24279147	24277729	24278523	32	0,1,0,0,0,0	0,1,0,2,3,1	0,0,0,0,0,0	0,0,0,2,0,0	152	149	1	1.0	NA,0.495,NA,0.0,0.0,0.0	NA,NA,NA,0.0,NA,NA	0.124
33	"AT5G60120"	NA	chr5	+	24210578	24211094	24210761	24211094	24209970	24210409	33	4,5,1,3,1,5	89,96,95,67,88,82	0,1,2,7,7,3	92,56,62,139,126,33	298	149	1	1.0	0.022,0.025,0.005,0.022,0.006,0.03	0.0,0.009,0.016,0.025,0.027,0.043	-0.002
