IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1,4,1,0,9,3	11,24,10,19,23,17	0,0,0,1,1,0	25,6,10,8,14,2	225	149
97,128,136,71,125,127	215,344,297,208,318,326	64,62,56,139,134,36	310,293,219,397,406,181	252	149
26,60,56,46,53,41	304,464,432,270,475,464	55,33,56,60,87,15	358,327,275,420,513,206	251	149
11,6,11,11,6,13	39,51,26,37,24,22	12,11,17,17,5,4	23,13,17,66,36,8	227	149
29,68,47,32,46,41	162,199,173,141,191,161	23,32,21,49,33,11	164,103,118,169,207,67	273	149
30,29,13,10,19,15	128,217,146,143,167,194	13,9,20,18,24,13	115,118,106,177,157,52	246	149
12,21,31,24,25,33	10,7,15,14,15,24	24,18,38,51,21,17	15,7,12,16,17,6	296	149
32,43,31,29,28,39	7,5,5,0,9,6	27,19,17,35,29,19	3,0,1,10,8,4	241	149
475,698,563,472,701,447	96,133,127,113,145,119	449,329,366,442,497,150	89,93,78,81,125,57	238	149
6,20,17,7,11,1	0,0,0,0,0,1	15,18,5,20,14,4	1,3,1,2,1,1	242	149
145,196,162,154,264,225	467,637,622,506,773,651	156,106,115,170,185,120	554,466,480,657,702,281	228	149
188,290,196,229,357,247	3268,5291,4180,3979,5984,4721	349,254,221,248,358,167	5562,3993,4099,3741,6430,2502	212	149
57,64,50,38,61,47	77,89,105,48,105,142	37,42,28,78,58,36	78,60,68,94,115,28	255	149
100,148,102,89,117,103	326,502,426,334,506,427	86,68,64,111,123,38	422,336,379,455,572,178	225	149
1,11,2,2,5,7	54,65,47,37,45,69	5,5,6,6,5,2	51,38,27,53,45,21	232	149
24,31,23,14,31,27	79,66,91,67,80,74	17,12,14,33,42,9	51,37,44,64,62,30	246	149
16,5,18,9,12,12	64,97,102,63,84,74	4,8,4,18,10,3	60,46,58,76,83,21	247	149
146,230,203,172,255,200	35,32,34,45,50,40	135,106,110,212,181,59	31,29,23,64,42,14	272	149
2,1,2,0,0,1	59,94,87,90,113,123	0,0,1,6,1,1	67,59,50,97,100,40	251	149
48,60,59,58,75,43	95,150,163,134,173,159	43,34,41,101,81,24	96,70,95,131,159,33	232	149
12,4,14,8,12,12	49,93,92,69,88,77	5,3,7,7,25,4	80,57,64,76,103,30	298	149
3,1,2,0,4,0	36,47,38,32,31,44	0,2,0,3,2,3	36,19,19,32,26,16	225	149
13,28,27,14,20,33	182,310,243,185,232,232	16,7,11,33,31,8	187,135,166,170,281,85	298	149
8,8,6,2,9,0	5,18,22,9,17,12	4,3,2,7,0,1	4,9,1,15,6,5	244	149
7,6,4,12,16,8	13,9,28,13,14,16	2,4,6,13,10,0	10,10,5,38,22,4	215	149
81,129,95,106,116,77	82,127,87,68,121,102	90,72,65,105,164,54	101,52,83,95,103,39	287	149
5,2,11,5,3,9	374,563,510,424,584,520	7,9,7,9,22,5	540,394,412,594,637,175	231	149
15,13,9,19,23,15	0,0,0,0,0,0	21,26,32,38,23,11	7,0,0,0,1,1	241	149
47,70,69,32,76,68	2379,3923,3232,2837,4337,3754	41,34,34,34,69,28	2927,2010,2310,3192,4168,1312	224	149
52,99,81,68,100,101	1956,3154,2585,2248,3658,3025	73,46,49,60,131,32	2310,1598,1845,2552,3331,1043	240	149
10,6,15,13,15,14	190,226,204,181,314,225	15,6,7,14,22,5	178,154,182,243,239,68	237	149
85,173,120,82,197,128	0,3,2,0,2,3	144,88,125,179,206,101	6,2,4,9,0,5	259	149
133,240,173,119,289,168	0,1,2,0,0,1	196,146,176,259,273,129	0,0,0,0,0,1	294	149
9,9,12,7,10,10	30,44,41,29,45,21	57,42,67,110,75,53	13,19,15,25,28,5	298	149
55,87,45,59,86,75	441,652,467,404,719,569	93,65,69,119,118,57	507,372,436,547,666,238	230	149
14,16,20,5,17,22	83,100,95,59,79,83	7,10,5,5,5,4	61,43,52,94,81,33	277	149
9,5,6,7,11,5	73,125,121,79,136,128	2,1,1,4,0,2	104,55,93,126,92,48	221	149
0,0,1,0,0,0	0,0,0,0,0,0	0,1,0,2,0,1	1,0,1,4,0,0	238	149
