ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	6,7	11,20	0,2	5,6	175	99	0.234342588788	1.0	0.236,0.165	0.0,0.159	0.121
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	180,162	411,354	78,151	330,457	198	99	1	1.0	0.18,0.186	0.106,0.142	0.059
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	77,78	440,445	42,109	273,461	198	99	1	1.0	0.08,0.081	0.071,0.106	-0.008
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	9,8	47,27	12,7	14,39	177	99	1	1.0	0.097,0.142	0.324,0.091	-0.088
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	78,62	204,202	37,40	119,216	198	99	1	1.0	0.16,0.133	0.135,0.085	0.037
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	25,20	230,184	10,29	115,149	196	99	1	1.0	0.052,0.052	0.042,0.09	-0.014
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	20,31	10,11	24,31	9,18	198	99	1	1.0	0.5,0.585	0.571,0.463	0.025
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	54,39	4,10	26,49	2,10	191	99	1	1.0	0.875,0.669	0.871,0.717	-0.022
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	965,941	190,182	442,661	127,185	188	99	1	1.0	0.728,0.731	0.647,0.653	0.08
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	26,16	0,0	22,24	2,0	192	99	1	1.0	1.0,1.0	0.85,1.0	0.075
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	260,293	726,816	114,217	521,822	178	99	1	1.0	0.166,0.166	0.108,0.128	0.048
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	322,353	5409,6046	275,443	4030,6664	162	99	1	1.0	0.035,0.034	0.04,0.039	-0.005
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	71,69	85,119	40,65	67,91	198	99	1	1.0	0.295,0.225	0.23,0.263	0.014
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	176,142	678,611	87,161	425,758	175	99	1	1.0	0.128,0.116	0.104,0.107	0.017
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	6,7	75,53	8,5	37,68	182	99	1	1.0	0.042,0.067	0.105,0.038	-0.017
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	39,31	76,97	19,53	37,71	196	99	1	1.0	0.206,0.139	0.206,0.274	-0.068
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	5,15	92,85	6,25	46,96	197	99	1	1.0	0.027,0.081	0.062,0.116	-0.035
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	219,213	13,40	77,175	23,20	198	99	1	1.0	0.894,0.727	0.626,0.814	0.091
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	0,0	103,115	0,2	69,97	198	99	1	1.0	0.0,0.0	0.0,0.01	-0.005
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	70,87	140,160	36,81	74,136	182	99	1	1.0	0.214,0.228	0.209,0.245	-0.006
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	4,10	108,108	3,28	69,113	198	99	1	1.0	0.018,0.044	0.021,0.11	-0.035
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	5,4	37,28	5,4	18,26	175	99	1	1.0	0.071,0.075	0.136,0.08	-0.035
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	28,15	266,242	11,25	145,260	198	99	1	1.0	0.05,0.03	0.037,0.046	-0.001
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	6,11	26,13	2,2	9,8	194	99	1	1.0	0.105,0.302	0.102,0.113	0.096
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	7,18	18,13	7,12	11,15	165	99	1	1.0	0.189,0.454	0.276,0.324	0.021
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	131,136	126,145	102,183	61,112	198	99	0.564795322527	1.0	0.342,0.319	0.455,0.45	-0.122
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	15,12	425,447	15,31	288,466	181	99	1	1.0	0.019,0.014	0.028,0.035	-0.015
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	12,23	0,0	33,38	0,1	191	99	1	1.0	1.0,1.0	1.0,0.952	0.024
