ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10	AT5G65210		chr5	+	26058594	26059201	26059019	26059201	26057817	26058028	10	176,184	50,37	95,173	4,11	524	99	0.000185923016181	0.0352479051509812	0.399,0.484	0.818,0.748	-0.341
640	AT4G02430		chr4	+	1071273	1071674	1071284	1071674	1070656	1070886	640	113,125	63,60	49,87	80,123	110	99	0.000280541665749	0.0386100908314779	0.617,0.652	0.355,0.389	0.263
765	AT3G51075		chr3	-	18971490	18971828	18971490	18971628	18971945	18972307	765	27,15	9,3	38,52	0,2	299	99	0.000283326881892	0.0386100908314779	0.498,0.623	1.0,0.896	-0.387
919	AT1G72640		chr1	-	27347584	27347661	27347584	27347658	27347769	27347856	919	180,167	432,384	88,130	674,1152	102	99	2.96228836707e-05	0.0112320100584737	0.288,0.297	0.112,0.099	0.187
952	AT5G60170		chr5	+	24229699	24229832	24229705	24229832	24229463	24229555	952	118,118	36,49	43,94	45,108	105	99	0.000285629634125	0.0386100908314779	0.756,0.694	0.474,0.451	0.262
991	AT1G07270		chr1	-	2229886	2229990	2229886	2229976	2230108	2230204	991	1,0	2,4	2,2	0,1	113	99	6.09602477147e-05	0.0173355704438678	0.305,0.0	1.0,0.637	-0.666
1000	AT2G30740		chr2	+	13095636	13096492	13095650	13096492	13095322	13095484	1000	35,44	4,1	17,30	13,14	113	99	0.000338867689585	0.042829110766993	0.885,0.975	0.534,0.652	0.337
1008	AT3G45020		chr3	-	16469859	16469901	16469859	16469898	16470080	16470199	1008	1,3	5,4	2,6	0,1	102	99	7.41861507874e-05	0.0187526103379261	0.163,0.421	1.0,0.853	-0.635
1085	AT2G02560		chr2	+	690462	690638	690468	690638	690311	690380	1085	99,82	81,100	22,35	75,136	105	99	9.14549070715e-05	0.0208059913587662	0.535,0.436	0.217,0.195	0.28
1118	AT4G17310		chr4	-	9685185	9685710	9685185	9685454	9686443	9686616	1118	64,72	32,27	69,71	8,2	355	99	0.000227350807031	0.0386100908314779	0.358,0.426	0.706,0.908	-0.415
1214	AT1G10590		chr1	-	3502762	3503049	3502762	3503004	3503369	3503437	1214	16,26	79,104	18,22	1,10	144	99	3.99792650707e-06	0.003031760934528	0.122,0.147	0.925,0.602	-0.629
1248	AT2G43465		chr2	-	18048523	18048642	18048523	18048626	18048709	18048797	1248	33,23	17,9	16,29	0,2	115	99	0.000288514964455	0.0386100908314779	0.626,0.688	1.0,0.926	-0.306
1302	AT1G08220		chr1	-	2582796	2582865	2582796	2582860	2582997	2583038	1302	18,15	76,70	8,15	6,6	104	99	0.000108634191146	0.0224675258961045	0.184,0.169	0.559,0.704	-0.455
1513	AT3G52170		chr3	-	19348965	19349146	19348965	19349132	19349393	19349527	1513	13,19	38,35	21,35	7,11	113	99	3.63385338853e-06	0.003031760934528	0.231,0.322	0.724,0.736	-0.453
1582	AT1G15280		chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1582	594,394	474,423	316,634	141,203	102	99	0.000397430240193	0.047587041917846	0.549,0.475	0.685,0.752	-0.207
2263	AT2G32700		chr2	+	13870116	13870261	13870122	13870261	13869710	13869938	2263	372,369	331,324	87,130	185,347	105	99	1.87508431454e-05	0.008531633631157	0.514,0.518	0.307,0.261	0.232
2307	AT2G36360		chr2	-	15246646	15246762	15246646	15246743	15246849	15246886	2307	2,0	2,6	1,7	0,1	118	99	3.11580274714e-06	0.003031760934528	0.456,0.0	1.0,0.855	-0.7
2320	AT2G37480		chr2	+	15739249	15739848	15739252	15739848	15738603	15738899	2320	988,1155	382,459	646,1357	86,139	102	99	1.13143663151e-05	0.0064350458417131	0.715,0.709	0.879,0.905	-0.18
2394	AT2G45023		chr2	-	18571094	18571179	18571094	18571165	18571329	18571398	2394	1,1	56,46	12,23	12,57	113	99	4.23942831926e-05	0.013778142037595	0.015,0.019	0.467,0.261	-0.347
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
71	AT5G44290		chr5	-	17843414	17843806	17843432	17843806	17842764	17843307	71	105,140	229,285	21,28	169,279	117	99	2.88476772082e-05	0.0009419649700636	0.28,0.294	0.095,0.078	0.201
88	AT5G37340		chr5	-	14789310	14789409	14789342	14789409	14789165	14789219	88	5,2	0,0	4,2	3,11	131	99	9.13933995594e-07	3.8481431393431576e-05	1.0,1.0	0.502,0.121	0.689
97	AT5G27630		chr5	+	9779718	9779904	9779718	9779844	9780007	9780154	97	12,5	7,8	22,19	3,0	159	99	0.000442940204172	0.0105776765175402	0.516,0.28	0.82,1.0	-0.512
148	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	148	166,132	45,32	26,68	51,99	164	99	1.65767399807e-12	2.040214151470769e-10	0.69,0.713	0.235,0.293	0.438
162	AT5G37690		chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	162	247,240	70,97	29,68	38,88	123	99	1.76177965161e-06	7.227813955323078e-05	0.74,0.666	0.381,0.383	0.321
194	AT4G39390		chr4	+	18315544	18315860	18315544	18315838	18316262	18316422	194	86,105	40,27	91,133	5,8	121	99	0.000951158934637	0.0214345675411154	0.638,0.761	0.937,0.932	-0.235
201	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	201	17,23	22,38	13,30	2,1	113	99	9.61622959039e-09	4.963215272459355e-07	0.404,0.347	0.851,0.963	-0.532
212	AT4G35785		chr4	-	16953703	16953890	16953724	16953890	16953522	16953592	212	78,88	28,47	37,57	45,80	120	99	0.00233874409113	0.045634031046439	0.697,0.607	0.404,0.37	0.265
220	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	220	352,345	449,459	61,128	296,729	132	99	5.17872300598e-10	3.4524820039866666e-08	0.37,0.361	0.134,0.116	0.24
235	AT4G32900		chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	235	98,84	266,231	96,163	76,144	107	99	3.22587153134e-06	0.0001200324290731	0.254,0.252	0.539,0.512	-0.273
363	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	363	11,6	159,115	44,39	55,65	110	99	3.21933812941e-10	2.2395395682852174e-08	0.059,0.045	0.419,0.351	-0.333
406	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	406	125,163	162,228	134,208	32,48	103	99	5.66213742559e-15	7.549516567453333e-13	0.426,0.407	0.801,0.806	-0.387
410	AT3G63480		chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	410	0,2	16,11	9,21	5,9	111	99	8.26740838011e-08	3.890545120051765e-06	0.0,0.14	0.616,0.675	-0.575
411	AT3G63460		chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	411	474,430	53,51	143,223	188,265	105	99	0.0	0.0	0.894,0.888	0.418,0.442	0.461
412	AT3G63340		chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	412	253,249	12,16	49,60	23,38	130	99	1.19362819628e-09	6.82073255017143e-08	0.941,0.922	0.619,0.546	0.349
454	AT3G54500		chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	454	359,319	227,170	480,777	667,1074	102	99	0.000169912092005	0.0049428972219636	0.606,0.646	0.411,0.413	0.214
476	AT3G51075		chr3	-	18971766	18972307	18971945	18972307	18971490	18971628	476	31,18	9,3	30,43	0,2	278	99	0.00190148927443	0.0385111751783291	0.551,0.681	1.0,0.884	-0.326
501	AT1G59890		chr1	+	22046138	22046241	22046138	22046226	22046501	22046719	501	88,89	31,33	15,51	32,54	114	99	0.00119221823572	0.0261308106459178	0.711,0.701	0.289,0.451	0.336
512	AT4G24230		chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	512	155,185	174,238	32,90	186,347	112	99	2.24282289629e-07	9.96810176128889e-06	0.441,0.407	0.132,0.187	0.264
514	AT5G35330		chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	514	101,149	137,142	18,68	110,256	120	99	6.71249058459e-06	0.000233477933377	0.378,0.464	0.119,0.18	0.272
533	AT2G02080		chr2	-	520976	521205	520980	521205	520263	520660	533	9,9	254,231	67,122	54,102	103	99	0.0	0.0	0.033,0.036	0.544,0.535	-0.505
560	AT1G79190		chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	560	8,7	54,44	32,41	7,10	117	99	0.0	0.0	0.111,0.119	0.795,0.776	-0.671
571	AT2G04790		chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	571	28,34	42,36	3,12	42,97	122	99	6.86398537053e-06	0.0002336675870818	0.351,0.434	0.055,0.091	0.319
574	AT1G79270		chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	574	21,23	33,15	19,47	0,1	104	99	3.26297877606e-11	2.90042557872e-09	0.377,0.593	1.0,0.978	-0.504
586	AT1G72740		chr1	-	27381146	27381248	27381164	27381248	27380621	27380901	586	115,122	158,167	18,44	123,204	117	99	6.37999683994e-06	0.0002268443320867	0.381,0.382	0.11,0.154	0.249
599	AT1G70490		chr1	-	26565290	26565849	26565317	26565849	26565004	26565161	599	1,6	7,3	2,2	0,0	126	99	0.000282476116787	0.0074092096206426	0.101,0.611	1.0,1.0	-0.644
607	AT1G68820		chr1	+	25866794	25866882	25866794	25866864	25866961	25867031	607	19,33	228,205	35,84	66,160	117	99	0.000128953217556	0.0038929273224452	0.066,0.12	0.31,0.308	-0.216
608	AT1G68140		chr1	-	25540793	25541741	25541435	25541741	25538944	25540430	608	56,72	12,5	31,54	0,0	741	99	2.60959725817e-06	0.0001018379417822	0.384,0.658	1.0,1.0	-0.479
658	AT4G31570		chr4	+	15297330	15297997	15297330	15297993	15298145	15303824	658	12,11	28,13	9,25	1,6	103	99	0.000154946985425	0.0045910217903703	0.292,0.449	0.896,0.8	-0.478
692	AT1G73390		chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	692	36,30	22,11	5,23	13,52	103	99	0.000406796565235	0.0098617349147878	0.611,0.724	0.27,0.298	0.383
720	AT1G20060		chr1	-	6952305	6952398	6952308	6952398	6952131	6952224	720	7,12	0,3	0,2	7,19	102	99	2.22193452526e-09	1.1850317468053333e-07	1.0,0.795	0.0,0.093	0.851
721	AT1G20060		chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	721	5,2	0,0	0,1	8,14	102	99	1.09650066804e-11	1.0320006287435295e-09	1.0,1.0	0.0,0.065	0.968
748	AT1G49980		chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	748	14,29	57,61	29,58	13,32	130	99	5.89900292558e-06	0.0002145091972938	0.158,0.266	0.629,0.58	-0.393
