ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	6,7	11,20	0,2	5,6	175	99	0.234342588788	1.0	0.236,0.165	0.0,0.159	0.121
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	191,164	411,354	78,154	330,457	202	99	1	1.0	0.186,0.185	0.104,0.142	0.062
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	84,78	440,445	42,110	273,461	201	99	1	1.0	0.086,0.079	0.07,0.105	-0.005
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	9,8	47,27	12,7	14,39	177	99	1	1.0	0.097,0.142	0.324,0.091	-0.088
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	82,66	204,202	39,43	119,216	223	99	1	1.0	0.151,0.127	0.127,0.081	0.035
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	25,20	230,184	10,29	115,149	196	99	1	1.0	0.052,0.052	0.042,0.09	-0.014
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	28,38	10,11	27,34	9,18	246	99	1	1.0	0.53,0.582	0.547,0.432	0.067
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	54,40	4,10	26,49	2,10	191	99	1	1.0	0.875,0.675	0.871,0.717	-0.019
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	966,941	190,182	442,662	127,185	188	99	1	1.0	0.728,0.731	0.647,0.653	0.08
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	26,16	0,0	22,24	2,0	192	99	1	1.0	1.0,1.0	0.85,1.0	0.075
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	260,293	726,816	115,217	521,822	178	99	1	1.0	0.166,0.166	0.109,0.128	0.048
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	322,353	5409,6046	275,443	4030,6664	162	99	1	1.0	0.035,0.034	0.04,0.039	-0.005
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	72,70	85,119	40,65	67,91	205	99	1	1.0	0.29,0.221	0.224,0.256	0.016
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	176,142	678,611	87,161	425,758	175	99	1	1.0	0.128,0.116	0.104,0.107	0.017
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	6,7	75,53	8,5	37,68	182	99	1	1.0	0.042,0.067	0.105,0.038	-0.017
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	39,31	76,97	19,53	37,71	196	99	1	1.0	0.206,0.139	0.206,0.274	-0.068
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	5,15	92,85	6,25	46,96	197	99	1	1.0	0.027,0.081	0.062,0.116	-0.035
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	268,289	13,40	101,221	23,20	222	99	1	1.0	0.902,0.763	0.662,0.831	0.086
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	0,0	103,115	0,2	69,97	201	99	1	1.0	0.0,0.0	0.0,0.01	-0.005
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	70,87	140,160	36,81	74,136	182	99	1	1.0	0.214,0.228	0.209,0.245	-0.006
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	8,13	108,108	4,34	69,113	285	99	1	1.0	0.025,0.04	0.02,0.095	-0.025
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	5,4	37,28	5,4	18,26	175	99	1	1.0	0.071,0.075	0.136,0.08	-0.035
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	49,39	266,242	22,50	145,260	407	99	1	1.0	0.043,0.038	0.036,0.045	0.0
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	6,11	26,13	2,2	9,8	194	99	1	1.0	0.105,0.302	0.102,0.113	0.096
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	7,18	18,13	7,12	11,15	165	99	1	1.0	0.189,0.454	0.276,0.324	0.021
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	161,166	126,145	115,219	61,112	237	99	0.770027132013	1.0	0.348,0.324	0.441,0.45	-0.11
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	15,12	425,447	15,31	288,466	181	99	1	1.0	0.019,0.014	0.028,0.035	-0.015
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	12,23	0,0	33,38	0,1	191	99	1	1.0	1.0,1.0	1.0,0.952	0.024
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	88,107	3639,4008	55,85	1829,3822	174	99	1	1.0	0.014,0.015	0.017,0.012	-0.0
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	53,67	3560,4114	13,46	1833,3767	190	99	1	1.0	0.008,0.008	0.004,0.006	0.003
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	9,16	284,360	4,23	176,287	187	99	1	1.0	0.017,0.023	0.012,0.041	-0.007
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	195,239	7,0	112,231	1,0	209	99	1	1.0	0.93,1.0	0.981,1.0	-0.025
33	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516219	25516918	33	340,416	1,0	200,376	0,0	244	99	1	1.0	0.993,1.0	1.0,1.0	-0.004
34	"AT5G63700"	NA	chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	34	9,20	47,35	70,96	20,25	269	99	2.936051402e-11	1.037265016735143e-08	0.066,0.174	0.563,0.586	-0.455
35	"AT5G63620"	NA	chr5	-	25466693	25467087	25466693	25466864	25466945	25467087	35	105,119	756,784	91,157	401,751	180	99	1	1.0	0.071,0.077	0.111,0.103	-0.033
36	"AT5G63440"	NA	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	36	20,17	88,68	17,9	36,85	227	99	1	1.0	0.09,0.098	0.171,0.044	-0.014
37	"AT5G63220"	NA	chr5	-	25353033	25353420	25353033	25353267	25353339	25353420	37	10,10	122,141	3,1	60,113	171	99	1	1.0	0.045,0.039	0.028,0.005	0.025
40	"AT5G62880"	NA	chr5	+	25238562	25238812	25238562	25238628	25238699	25238812	40	33,60	403,393	22,33	238,355	170	99	1	1.0	0.046,0.082	0.051,0.051	0.013
41	"AT5G62480"	NA	chr5	-	25089239	25089626	25089239	25089295	25089373	25089626	41	312,290	30,30	133,316	9,36	177	99	1	1.0	0.853,0.844	0.892,0.831	-0.013
43	"AT5G62170"	NA	chr5	-	24973955	24975191	24973955	24975005	24975102	24975191	43	24,14	21,13	9,33	15,15	196	99	1	1.0	0.366,0.352	0.233,0.526	-0.021
44	"AT5G62170"	NA	chr5	-	24975102	24975632	24975102	24975191	24975264	24975632	44	22,10	22,12	19,17	30,20	172	99	1	1.0	0.365,0.324	0.267,0.329	0.046
45	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965037	24965256	45	11,2	7,5	0,2	2,0	177	99	0.300357816952	1.0	0.468,0.183	0.0,1.0	-0.174
46	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965049	24965256	46	12,2	15,11	0,2	0,3	189	99	1	1.0	0.295,0.087	NA,0.259	-0.068
47	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967694	24967736	47	39,16	26,14	0,1	5,1	366	99	0.00163644392252	0.08703066280412818	0.289,0.236	0.0,0.213	0.156
48	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967427	24967840	24967882	48	45,27	6,1	0,5	1,0	512	99	0.255113100081	1.0	0.592,0.839	0.0,1.0	0.216
49	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967736	24967840	24967882	49	12,14	36,20	0,4	5,5	203	99	0.871559262971	1.0	0.14,0.254	0.0,0.281	0.056
