ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	0	1,2	183,217	0,0	106,183	198	198	1	1.0	0.005,0.009	0.0,0.0	0.007
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	1	74,100	183,217	48,85	106,183	198	198	1	1.0	0.288,0.315	0.312,0.317	-0.013
2	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493	2	50,60	84,80	27,60	44,102	139	144	1	1.0	0.381,0.437	0.389,0.379	0.025
3	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	3	30,19	151,190	10,17	73,148	180	180	1	1.0	0.166,0.091	0.12,0.103	0.017
5	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	5	180,184	305,302	60,154	108,222	176	198	1	1.0	0.399,0.407	0.385,0.438	-0.008
6	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	6	528,464	400,403	352,477	263,422	198	166	1	1.0	0.525,0.491	0.529,0.487	0.0
8	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	8	1035,1024	119,87	479,964	41,91	166	117	1	1.0	0.86,0.892	0.892,0.882	-0.011
10	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	10	66,67	103,99	44,76	44,83	138	156	1	1.0	0.42,0.433	0.531,0.509	-0.094
11	"AT4G21534"	NA	chr4	+	11457604	11457682	11457806	11457877	11457422	11457509	11458004	11458268	11	219,240	363,326	97,179	186,321	177	170	1	1.0	0.367,0.414	0.334,0.349	0.049
12	"AT4G19410"	NA	chr4	-	10583012	10583066	10583160	10583221	10582835	10582913	10583390	10583515	12	2071,2099	1885,1603	1241,1991	961,1815	160	153	1	1.0	0.512,0.556	0.553,0.512	0.002
13	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637	13	682,709	392,397	474,680	309,394	198	165	1	1.0	0.592,0.598	0.561,0.59	0.019
14	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	14	109,92	202,192	100,149	141,238	147	168	1	1.0	0.381,0.354	0.448,0.417	-0.065
15	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	15	45,44	145,138	22,60	121,189	119	152	1	1.0	0.284,0.289	0.188,0.289	0.048
16	"AT3G60340"	NA	chr3	+	22304387	22304482	22304674	22304759	22304158	22304258	22304845	22304897	16	137,132	715,708	82,189	413,705	194	184	1	1.0	0.154,0.15	0.158,0.203	-0.028
