ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	0	9,23	386,425	9,9	185,342	233	341	1	1.0	0.033,0.073	0.066,0.037	0.001
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	1	82,116	386,425	55,91	185,342	212	341	1	1.0	0.255,0.305	0.324,0.3	-0.032
2	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493	2	50,60	84,80	27,60	44,102	139	144	1	1.0	0.381,0.437	0.389,0.379	0.025
3	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	3	30,19	151,190	10,17	73,148	180	180	1	1.0	0.166,0.091	0.12,0.103	0.017
5	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	5	182,185	370,371	60,155	135,270	176	222	1	1.0	0.383,0.386	0.359,0.42	-0.005
6	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	6	549,487	400,403	363,500	263,422	205	166	1	1.0	0.526,0.495	0.528,0.49	0.001
8	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	8	1037,1026	119,87	480,964	41,91	166	117	1	1.0	0.86,0.893	0.892,0.882	-0.01
10	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	10	66,67	103,99	44,76	44,83	138	156	1	1.0	0.42,0.433	0.531,0.509	-0.094
11	"AT4G21534"	NA	chr4	+	11457604	11457682	11457806	11457877	11457422	11457509	11458004	11458268	11	219,241	363,326	97,180	186,321	177	170	1	1.0	0.367,0.415	0.334,0.35	0.049
12	"AT4G19410"	NA	chr4	-	10583012	10583066	10583160	10583221	10582835	10582913	10583390	10583515	12	2073,2101	1886,1604	1241,1994	961,1816	160	153	1	1.0	0.512,0.556	0.553,0.512	0.002
13	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637	13	707,726	392,398	493,712	309,394	201	165	1	1.0	0.597,0.6	0.567,0.597	0.017
14	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	14	109,92	202,192	100,150	141,238	147	168	1	1.0	0.381,0.354	0.448,0.419	-0.066
15	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	15	45,44	145,138	22,60	121,189	119	152	1	1.0	0.284,0.289	0.188,0.289	0.048
16	"AT3G60340"	NA	chr3	+	22304387	22304482	22304674	22304759	22304158	22304258	22304845	22304897	16	138,132	715,709	83,189	413,707	194	184	1	1.0	0.155,0.15	0.16,0.202	-0.028
17	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	17	153,173	437,482	113,241	298,631	170	240	1	1.0	0.331,0.336	0.349,0.35	-0.016
18	"AT3G56160"	NA	chr3	-	20839374	20839488	20839888	20839947	20839033	20839055	20840318	20840397	18	89,58	195,150	48,57	120,154	158	213	1	1.0	0.381,0.343	0.35,0.333	0.02
20	"AT1G33790"	NA	chr1	+	12257974	12258400	12259068	12259494	12256963	12257202	12259579	12260032	20	1625,2672	2492,3630	2020,3482	2970,4952	525	525	1	1.0	0.395,0.424	0.405,0.413	0.0
21	"AT1G75670"	NA	chr1	-	28416069	28416221	28416395	28416519	28415847	28415957	28416744	28416867	21	205,201	186,225	116,212	124,205	223	251	1	1.0	0.554,0.501	0.513,0.538	0.002
22	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570	22	52,69	152,138	26,70	69,122	143	216	1	1.0	0.341,0.43	0.363,0.464	-0.028
23	"AT2G04900"	NA	chr2	+	1722669	1722740	1722824	1722905	1722480	1722590	1722989	1723033	23	1403,1453	806,844	758,1503	446,918	170	180	1	1.0	0.648,0.646	0.643,0.634	0.008
24	"AT2G04900"	NA	chr2	+	1722824	1722905	1722989	1723033	1722669	1722740	1723506	1723976	24	876,745	444,443	445,796	220,467	180	143	1	1.0	0.611,0.572	0.616,0.575	-0.004
25	"AT1G78560"	NA	chr1	-	29547784	29547818	29547898	29547992	29547645	29547700	29548266	29548866	25	437,368	137,110	208,335	81,158	193	133	1	1.0	0.687,0.697	0.639,0.594	0.075
26	"AT3G62840"	NA	chr3	-	23235931	23236111	23236487	23236512	23235489	23235843	23236610	23236656	26	887,857	3137,3189	499,757	1820,3097	124	279	1	1.0	0.389,0.377	0.382,0.355	0.015
28	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22338008	22338074	22338617	22338683	28	87,123	95,123	67,120	71,127	159	159	1	1.0	0.478,0.5	0.486,0.486	0.003
