ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"AT5G65770"	NA	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315	3	2,4	263,249	0,0	120,188	180	99	1	1.0	0.004,0.009	0.0,0.0	0.006
4	"AT5G65440"	NA	chr5	+	26151421	26151806	26151421	26151747	26151996	26152050	4	16,6	1,9	8,13	0,8	158	99	0.936144280729	1.0	0.909,0.295	1.0,0.505	-0.15
6	"AT5G64630"	NA	chr5	+	25833650	25833772	25833650	25833762	25833856	25833883	6	2,0	21,17	0,0	11,15	109	99	1	1.0	0.08,0.0	0.0,0.0	0.04
7	"AT5G63960"	NA	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540	7	0,1	31,26	0,0	17,23	150	99	1	1.0	0.0,0.025	0.0,0.0	0.013
8	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081	8	165,188	19,17	95,170	11,18	134	99	1	1.0	0.865,0.891	0.865,0.875	0.008
9	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515877	25516074	9	152,177	1,0	89,145	0,0	134	99	1	1.0	0.991,1.0	1.0,1.0	-0.004
10	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	10	11,13	385,372	18,35	152,277	309	99	1	1.0	0.009,0.011	0.037,0.039	-0.028
11	"AT5G63620"	NA	chr5	-	25466686	25466864	25466693	25466864	25466127	25466571	11	5,3	1036,1103	1,1	598,1071	106	99	1	1.0	0.004,0.003	0.002,0.001	0.002
14	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170	14	447,409	5,4	184,428	0,2	233	99	1	1.0	0.974,0.978	1.0,0.989	-0.018
15	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882	15	69,33	6,1	5,6	1,0	408	99	0.0121142880903	0.1881831159658252	0.736,0.889	0.548,1.0	0.038
16	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955	16	5,8	3,9	3,13	9,12	192	99	0.909741675607	1.0	0.462,0.314	0.147,0.358	0.136
17	"AT5G61960"	NA	chr5	-	24883691	24883955	24883907	24883955	24883550	24883573	17	17,20	14,15	15,25	7,21	315	99	1	1.0	0.276,0.295	0.402,0.272	-0.052
19	"AT5G61960"	NA	chr5	-	24883872	24884174	24883907	24884174	24883550	24883573	19	3,2	14,15	4,1	7,21	134	99	1	1.0	0.137,0.09	0.297,0.034	-0.052
20	"AT5G61540"	NA	chr5	+	24745459	24745631	24745459	24745625	24745717	24746276	20	53,54	0,0	24,57	0,1	105	99	1	1.0	1.0,1.0	1.0,0.982	0.009
21	"AT5G61330"	NA	chr5	-	24660319	24661241	24660904	24661241	24660022	24660120	21	26,21	95,92	14,23	48,116	684	99	1	1.0	0.038,0.032	0.041,0.028	0.001
23	"AT5G60120"	NA	chr5	+	24209970	24210095	24209970	24210074	24210295	24210409	23	311,335	49,24	184,285	45,71	120	99	0.683868300442	1.0	0.84,0.92	0.771,0.768	0.11
24	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210074	24210295	24210409	24	62,63	49,24	40,69	45,71	186	99	0.435515118839	1.0	0.402,0.583	0.321,0.341	0.161
25	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409	25	13,7	262,279	15,17	159,233	165	99	1	1.0	0.029,0.015	0.054,0.042	-0.026
26	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388	26	138,123	0,3	67,119	1,1	686	99	1	1.0	1.0,0.855	0.906,0.945	0.002
27	"AT5G59610"	NA	chr5	+	24014317	24014350	24014317	24014346	24014483	24014578	27	19,12	0,4	11,16	1,1	103	99	1	1.0	1.0,0.742	0.914,0.939	-0.055
28	"AT5G59480"	NA	chr5	-	23980392	23980480	23980395	23980480	23980020	23980299	28	65,77	0,0	35,89	2,0	102	99	1	1.0	1.0,1.0	0.944,1.0	0.028
29	"AT5G59480"	NA	chr5	-	23981278	23981590	23981422	23981590	23981095	23981174	29	2,3	91,67	0,0	39,59	243	99	1	1.0	0.009,0.018	0.0,0.0	0.013
30	"AT5G59390"	NA	chr5	+	23956031	23956115	23956031	23956100	23956200	23956482	30	0,1	4,6	0,0	4,5	114	99	1	1.0	0.0,0.126	0.0,0.0	0.063
31	"AT5G57960"	NA	chr5	-	23465534	23465949	23465806	23465949	23465144	23465259	31	262,252	0,1	72,124	1,0	371	99	1	1.0	1.0,0.985	0.951,1.0	0.017
32	"AT5G57870"	NA	chr5	+	23440763	23440871	23440763	23440859	23440961	23441171	32	985,941	3,6	514,980	0,0	111	99	1	1.0	0.997,0.993	1.0,1.0	-0.005
33	"AT5G57270"	NA	chr5	-	23203317	23203375	23203347	23203375	23202745	23203152	33	26,16	32,55	5,12	23,66	129	99	0.450426531538	1.0	0.384,0.183	0.143,0.122	0.151
34	"AT5G57060"	NA	chr5	+	23090077	23090496	23090077	23090286	23090626	23090675	34	8,23	297,381	12,7	195,297	309	99	1	1.0	0.009,0.019	0.019,0.007	0.001
35	"AT5G57060"	NA	chr5	+	23090626	23090714	23090626	23090675	23091000	23091108	35	24,25	168,260	26,24	98,204	138	99	1	1.0	0.093,0.065	0.16,0.078	-0.04
36	"AT5G56240"	NA	chr5	-	22764253	22764587	22764412	22764587	22763414	22763649	36	9,7	121,110	14,9	30,78	258	99	1	1.0	0.028,0.024	0.152,0.042	-0.071
37	"AT5G55910"	NA	chr5	-	22641862	22642414	22642108	22642414	22640999	22641745	37	6,13	173,226	7,20	88,185	345	99	1	1.0	0.01,0.016	0.022,0.03	-0.013
38	"AT5G55520"	NA	chr5	-	22489451	22489505	22489463	22489505	22488593	22489364	38	5,1	26,20	0,2	10,17	111	99	1	1.0	0.146,0.043	0.0,0.095	0.047
39	"AT5G55100"	NA	chr5	-	22363849	22364235	22364074	22364235	22362891	22363626	39	223,231	15,19	67,209	13,17	324	99	1	1.0	0.82,0.788	0.612,0.79	0.103
40	"AT5G54750"	NA	chr5	+	22242403	22242540	22242403	22242501	22242750	22242850	40	9,3	494,491	1,5	226,498	138	99	1	1.0	0.013,0.004	0.003,0.007	0.004
41	"AT5G54670"	NA	chr5	+	22209402	22209691	22209402	22209572	22209852	22210106	41	80,85	2,0	30,53	0,6	218	99	1	1.0	0.948,1.0	1.0,0.8	0.074
42	"AT5G54440"	NA	chr5	+	22106311	22106498	22106311	22106486	22106910	22107212	42	239,194	14,8	147,195	0,8	111	99	1	1.0	0.938,0.956	1.0,0.956	-0.031
43	"AT5G54130"	NA	chr5	+	21963295	21963401	21963295	21963395	21963492	21963704	43	43,45	0,2	41,56	0,0	105	99	1	1.0	1.0,0.955	1.0,1.0	-0.022
44	"AT5G53550"	NA	chr5	+	21755250	21755725	21755250	21755558	21755823	21755903	44	73,75	391,425	41,71	216,399	266	99	1	1.0	0.065,0.062	0.066,0.062	-0.001
45	"AT5G53180"	NA	chr5	-	21569970	21570072	21569998	21570072	21569515	21569611	45	19,14	352,302	12,26	134,265	127	99	1	1.0	0.04,0.035	0.065,0.071	-0.03
46	"AT5G53180"	NA	chr5	-	21570833	21571253	21571043	21571253	21570165	21570228	46	81,81	216,204	35,83	98,169	309	99	1	1.0	0.107,0.113	0.103,0.136	-0.009
47	"AT5G53050"	NA	chr5	-	21511417	21511543	21511425	21511543	21510837	21510925	47	5,4	307,299	3,13	235,358	107	99	1	1.0	0.015,0.012	0.012,0.033	-0.009
48	"AT5G53020"	NA	chr5	+	21498423	21499440	21498423	21498605	21499888	21500829	48	60,45	1,0	30,60	0,1	934	99	1	1.0	0.864,1.0	1.0,0.864	0.0
