ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	4148,3823	1,6	1834,3824	3,4	188	99	1	1.0	1.0,0.997	0.997,0.998	0.001
2	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	2	484,556	0,4	325,500	1,2	296	99	1	1.0	1.0,0.979	0.991,0.988	0.0
3	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535	3	510,556	0,1	328,488	0,0	187	99	1	1.0	1.0,0.997	1.0,1.0	-0.002
4	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	4	228,193	1,0	98,144	1,0	140	99	1	1.0	0.994,1.0	0.986,1.0	0.004
5	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	5	218,221	1,0	108,180	2,0	188	99	1	1.0	0.991,1.0	0.966,1.0	0.013
6	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243	6	1158,1079	0,0	761,1329	0,1	235	99	1	1.0	1.0,1.0	1.0,0.998	0.001
7	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	7	1005,998	2,1	584,1071	2,0	179	99	1	1.0	0.996,0.998	0.994,1.0	0.0
8	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	8	1128,1135	3,1	619,1140	0,0	180	99	1	1.0	0.995,0.998	1.0,1.0	-0.004
9	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	9	11,5	76,47	0,4	25,28	120	99	1	1.0	0.107,0.081	0.0,0.105	0.042
10	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	10	2007,1894	0,1	666,1562	0,0	163	99	1	1.0	1.0,0.999	1.0,1.0	-0.0
11	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	11	249,243	124,131	74,124	94,146	157	99	0.00433314322311	0.8615308290654001	0.559,0.539	0.332,0.349	0.209
12	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795	12	154,148	4,0	74,136	0,0	193	99	1	1.0	0.952,1.0	1.0,1.0	-0.024
14	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	14	1620,1704	7,6	753,1160	7,9	219	99	1	1.0	0.991,0.992	0.98,0.983	0.01
15	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	15	31,13	11,7	10,36	8,9	229	99	1	1.0	0.549,0.445	0.351,0.634	0.005
16	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339	16	78,89	0,0	38,71	0,1	171	99	1	1.0	1.0,1.0	1.0,0.976	0.012
