ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67540"	NA	chr5	-	26945172	26945782	26945172	26945699	26946015	26946377	0	54,57	41,50	12,50	35,40	182	99	0.751224250323	1.0	0.417,0.383	0.157,0.405	0.119
2	"AT5G66850"	NA	chr5	-	26695567	26696171	26695567	26696142	26696300	26696380	2	11,14	185,178	6,20	119,187	128	99	1	1.0	0.044,0.057	0.038,0.076	-0.006
3	"AT5G66720"	NA	chr5	-	26639669	26639979	26639669	26639970	26640048	26640545	3	614,642	51,50	323,557	29,45	108	99	1	1.0	0.917,0.922	0.911,0.919	0.004
4	"AT5G66240"	NA	chr5	+	26467906	26467956	26467912	26467956	26467723	26467808	4	926,964	40,62	447,834	32,40	105	99	1	1.0	0.956,0.936	0.929,0.952	0.005
8	"AT5G65640"	NA	chr5	+	26238553	26238721	26238563	26238721	26238239	26238422	8	204,192	3,0	87,189	1,0	109	99	1	1.0	0.984,1.0	0.988,1.0	-0.002
9	"AT5G65460"	NA	chr5	-	26164301	26164497	26164301	26164488	26164590	26164646	9	65,85	2,0	35,64	0,0	108	99	1	1.0	0.968,1.0	1.0,1.0	-0.016
10	"AT5G65210"	NA	chr5	+	26058594	26059201	26059019	26059201	26057817	26058028	10	41,42	50,37	11,34	4,11	198	99	0.0280687464198	0.9421012467678309	0.291,0.362	0.579,0.607	-0.266
11	"AT5G65210"	NA	chr5	+	26059313	26059394	26059317	26059394	26059019	26059201	11	1526,1330	0,1	498,1093	1,6	103	99	1	1.0	1.0,0.999	0.998,0.994	0.004
12	"AT5G65060"	NA	chr5	+	25990083	25990183	25990116	25990183	25989941	25990003	12	81,77	13,9	21,60	8,19	132	99	0.368635334006	1.0	0.824,0.865	0.663,0.703	0.161
13	"AT5G63950"	NA	chr5	-	25596101	25596230	25596101	25596179	25596486	25596541	13	75,105	3,0	39,79	0,0	150	99	1	1.0	0.943,1.0	1.0,1.0	-0.028
14	"AT5G63870"	NA	chr5	-	25562512	25562924	25562512	25562913	25563158	25563316	14	29,26	263,276	17,31	144,303	110	99	1	1.0	0.09,0.078	0.096,0.084	-0.006
