ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
3	123,152,175,102,151,169	0,0,0,2,0,0	118,107,102,188,132,65	0,0,0,0,0,0	241	99	1	1.0
4	6,2,1,0,4,1	150,263,184,187,249,234	0,0,5,1,0,0	114,120,150,214,188,66	180	99	1	1.0
5	1,16,2,5,6,6	4,1,1,2,9,2	7,8,6,9,13,3	0,0,4,8,8,2	158	99	0.920961796369	1.0
6	0,0,1,0,0,0	7,14,7,12,17,16	1,0,0,0,0,0	2,4,4,6,14,1	120	99	1	1.0
7	1,2,0,3,0,0	12,21,21,21,17,17	1,0,0,0,0,0	10,11,10,46,15,0	109	99	1	1.0
8	0,0,0,0,1,0	16,31,23,27,26,24	1,0,1,1,0,0	18,17,11,37,23,20	150	99	1	1.0
9	83,165,128,85,188,81	7,19,13,13,17,10	126,95,119,164,170,63	16,11,14,20,18,7	134	99	1	1.0
10	76,152,118,75,177,76	0,1,0,0,0,0	115,89,109,155,145,61	0,0,1,0,0,0	134	99	1	1.0
11	7,11,13,6,13,6	221,385,339,302,372,424	14,18,20,57,35,8	274,152,187,327,277,117	309	99	1	1.0
12	2,5,2,0,3,0	573,1036,746,621,1103,854	1,1,1,0,1,0	818,598,676,796,1071,357	106	99	1	1.0
15	278,447,298,249,409,430	0,5,1,0,4,0	283,184,295,287,428,116	0,0,1,1,2,2	233	99	1	1.0
16	19,69,21,11,33,16	3,6,0,0,1,0	2,5,0,3,6,5	0,1,0,0,0,0	408	99	1	1.0
17	7,5,9,15,8,8	7,3,10,8,9,12	3,3,5,14,13,2	8,9,10,14,12,1	192	99	0.943945491287	1.0
18	6,17,15,11,20,7	15,14,14,15,15,12	6,15,11,11,25,2	11,7,16,26,21,5	315	99	1	1.0
19	6,14,13,10,18,7	3,0,0,0,0,0	6,11,9,6,24,2	0,0,0,0,0,0	280	99	1	1.0
20	3,3,2,1,2,0	15,14,14,15,15,12	0,4,2,5,1,0	11,7,16,26,21,5	134	99	1	1.0
21	25,53,52,45,54,47	0,0,2,0,0,0	53,24,30,34,57,12	2,0,0,1,1,0	105	99	1	1.0
22	10,26,13,11,21,11	61,95,124,63,92,92	18,14,23,14,23,21	66,48,51,114,116,33	684	99	1	1.0
24	222,311,263,275,335,351	27,49,31,30,24,38	271,184,226,399,285,112	42,45,37,88,71,14	120	99	1	1.0
25	35,62,44,64,63,44	27,49,31,30,24,38	39,40,47,77,69,20	42,45,37,88,71,14	186	99	0.802100467622	1.0
26	9,13,5,11,7,7	196,262,224,222,279,314	8,15,4,14,17,3	240,159,183,336,233,95	165	99	1	1.0
27	87,138,97,141,123,130	0,0,0,3,3,2	54,67,66,158,119,66	2,1,0,2,1,0	686	99	1	1.0
28	5,19,9,4,12,10	0,0,1,1,4,3	13,11,7,11,16,7	1,1,1,8,1,1	103	99	1	1.0
29	67,65,83,87,77,73	3,0,5,0,0,0	45,35,55,96,89,26	0,2,0,0,0,0	102	99	1	1.0
30	5,2,6,3,3,4	62,91,83,48,67,82	2,0,0,0,0,2	48,39,60,91,59,12	243	99	1	1.0
31	0,0,0,0,1,0	1,4,2,0,6,2	0,0,0,0,0,0	1,4,1,9,5,0	114	99	1	1.0
32	184,262,267,176,252,182	1,0,1,1,1,0	103,72,73,114,124,43	0,1,0,0,0,0	371	99	1	1.0
33	665,985,892,745,941,831	3,3,8,2,6,10	706,514,634,880,980,303	3,0,0,0,0,0	111	99	1	1.0
34	16,26,14,18,16,22	34,32,41,33,55,50	6,5,7,15,12,8	32,23,23,41,66,17	129	99	1	1.0
35	7,8,11,6,23,10	208,297,265,224,381,301	4,12,4,6,7,9	254,195,178,278,297,104	309	99	1	1.0
36	19,24,14,8,25,17	140,168,147,122,260,187	27,26,17,31,24,6	127,98,113,172,204,64	138	99	1	1.0
37	7,9,5,7,7,7	66,121,87,55,110,98	1,14,12,17,9,6	64,30,61,99,78,37	258	99	1	1.0
38	8,6,2,2,13,4	112,173,168,150,226,207	8,7,6,12,20,6	101,88,124,174,185,90	345	99	1	1.0
39	0,5,4,0,1,3	18,26,36,24,20,16	1,0,0,9,2,0	16,10,7,28,17,6	111	99	1	1.0
40	153,223,188,152,231,165	7,15,7,12,19,7	107,67,125,153,209,87	16,13,6,12,17,7	324	99	1	1.0
41	2,9,3,6,3,1	322,494,409,333,491,326	2,1,3,7,5,1	330,226,326,419,498,128	138	99	1	1.0
42	36,80,93,48,85,47	9,2,7,6,0,13	39,30,25,51,53,16	2,0,0,3,6,1	218	99	0.848511433849	1.0
43	156,239,213,179,194,276	16,14,8,4,8,10	176,147,176,227,195,92	2,0,5,15,8,1	111	99	1	1.0
44	37,43,45,47,45,44	0,0,0,0,2,0	34,41,16,44,56,8	0,0,0,0,0,0	105	99	1	1.0
45	37,73,37,54,75,40	223,391,281,278,425,253	47,41,41,128,71,26	289,216,309,368,399,153	266	99	1	1.0
46	7,19,33,21,14,13	203,352,293,186,302,281	18,12,17,23,26,9	193,134,161,281,265,83	127	99	1	1.0
47	49,81,73,53,81,68	129,216,221,168,204,193	52,35,42,86,83,38	146,98,125,200,169,64	309	99	1	1.0
48	5,5,2,2,4,3	183,307,187,194,299,270	2,3,1,5,13,1	223,235,197,316,358,117	107	99	1	1.0
49	45,60,67,38,45,40	1,1,2,0,0,3	22,30,26,96,60,42	0,0,0,1,1,0	934	99	1	1.0
