ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	37,50,32,17,46,41	17,23,26,28,36,47	22,7,23,39,45,9	28,22,23,33,21,12	132	49	1
1	30,28,19,35,23,21	0,0,0,0,0,0	40,20,29,54,33,8	1,0,0,0,0,0	193	49	1
2	4,7,8,6,8,8	51,72,65,71,88,66	6,5,6,7,17,2	49,56,45,64,92,25	78	49	1
3	223,329,259,274,327,241	28,23,16,17,25,25	285,165,227,310,322,101	25,19,8,18,16,5	58	49	1
4	230,416,290,316,429,321	30,82,57,51,82,88	232,198,225,280,377,124	59,39,41,55,85,27	55	49	1
7	33,54,52,52,54,51	1,3,1,3,1,0	31,29,22,78,36,13	1,0,2,1,1,3	52	49	1
8	70,95,82,47,89,90	0,0,0,0,0,0	46,33,58,128,80,29	0,1,2,2,0,0	59	49	1
10	420,690,430,395,631,606	2,0,0,0,0,1	358,205,313,351,483,185	1,0,2,0,4,0	53	49	1
11	35,70,51,32,74,33	5,5,5,9,7,12	25,22,27,36,68,12	3,4,0,5,11,0	82	49	1
12	33,47,68,42,69,66	0,0,0,1,0,2	34,26,29,44,52,18	0,0,0,0,0,0	100	49	1
13	5,10,7,2,11,8	53,76,67,57,82,81	7,5,8,13,13,1	70,51,42,55,79,23	60	49	1
14	8,8,13,9,18,4	218,377,337,299,369,417	21,14,15,32,28,9	267,152,186,330,274,117	210	49	1
15	152,247,203,159,258,162	0,2,1,2,2,1	167,163,161,210,220,75	1,0,2,0,0,1	54	49	1
17	263,459,343,254,498,366	0,3,0,3,11,1	395,262,313,353,469,168	1,2,2,1,2,1	56	49	1
18	7,13,10,10,9,5	42,59,64,44,61,41	8,3,5,8,9,1	32,15,35,76,55,16	52	49	1
19	29,26,32,17,18,26	2,2,6,7,6,7	9,19,21,19,20,6	8,2,2,7,1,5	57	49	1
21	131,217,192,163,210,172	5,2,7,7,2,7	133,96,119,176,185,71	3,2,9,4,7,0	67	49	1
22	55,80,71,60,89,80	0,4,3,0,3,1	68,70,37,75,88,43	2,3,1,1,0,1	52	49	1
