ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G65970"	NA	chr5	-	26389335	26389424	26389497	26389558	26389157	26389232	26389630	26389747	0	20,25,21,18,21,25	25,37,23,16,31,50	21,15,8,30,23,5	27,6,12,18,16,3	210	238	0.474277426048	1.0	0.476,0.434,0.509,0.56,0.434,0.362	0.469,0.739,0.43,0.654,0.62,0.654	-0.132
1	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427	1	35,59,47,47,61,52	29,41,36,26,26,38	50,37,56,71,57,19	19,28,40,28,52,22	217	196	1	1.0	0.522,0.565,0.541,0.62,0.679,0.553	0.704,0.544,0.558,0.696,0.498,0.438	0.007
2	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	2	0,2,0,0,1,0	77,137,103,91,142,103	0,0,1,0,2,0	72,66,78,124,108,36	283	391	1	1.0	0.0,0.02,0.0,0.0,0.01,0.0	0.0,0.0,0.017,0.0,0.025,0.0	-0.002
3	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	3	3,5,8,15,9,6	77,137,103,91,142,103	10,10,16,4,9,1	72,66,78,124,108,36	262	391	1	1.0	0.055,0.052,0.104,0.197,0.086,0.08	0.172,0.184,0.234,0.046,0.111,0.04	-0.036
4	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	4	3,11,4,0,10,7	36,63,48,41,57,38	8,5,7,7,10,3	33,31,31,60,65,18	230	230	1	1.0	0.077,0.149,0.077,0.0,0.149,0.156	0.195,0.139,0.184,0.104,0.133,0.143	-0.048
5	"AT5G40210"	NA	chr5	-	16074470	16074663	16075445	16075559	16074202	16074364	16075749	16075815	5	0,2,0,1,0,2	0,2,6,2,2,1	0,0,0,0,2,0	0,2,0,2,4,1	263	342	1	1.0	NA,0.565,0.0,0.394,0.0,0.722	NA,0.0,NA,0.0,0.394,0.0	0.238
6	"AT5G53170"	NA	chr5	-	21563281	21563335	21563430	21563520	21562717	21563172	21563720	21564002	6	186,348,224,186,246,228	59,94,52,64,70,89	224,167,168,262,264,70	63,41,47,90,64,18	239	203	1	1.0	0.728,0.759,0.785,0.712,0.749,0.685	0.751,0.776,0.752,0.712,0.778,0.768	-0.02
8	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	8	126,187,155,154,185,215	82,122,88,88,113,101	161,147,135,217,209,73	73,71,80,92,133,47	255	216	1	1.0	0.566,0.565,0.599,0.597,0.581,0.643	0.651,0.637,0.588,0.666,0.571,0.568	-0.022
9	"AT5G21930"	NA	chr5	+	7246569	7246636	7247050	7247130	7246262	7246368	7247281	7247911	9	72,126,74,103,81,113	267,414,205,293,325,200	79,87,98,134,127,58	329,271,307,289,332,123	216	229	1	1.0	0.222,0.244,0.277,0.272,0.209,0.375	0.203,0.254,0.253,0.33,0.289,0.333	-0.01
10	"AT5G14710"	NA	chr5	+	4746725	4746773	4746862	4746909	4746263	4746524	4747247	4747314	10	19,23,20,17,35,19	17,34,33,23,36,30	35,10,19,22,21,8	21,15,16,23,32,15	197	196	1	1.0	0.527,0.402,0.376,0.424,0.492,0.387	0.624,0.399,0.542,0.488,0.395,0.347	-0.031
11	"AT5G11350"	NA	chr5	+	3624961	3625047	3625162	3625247	3624105	3624868	3625337	3625412	11	30,40,21,34,24,50	18,35,41,25,32,32	17,15,25,28,40,10	28,18,24,32,33,11	235	234	1	1.0	0.624,0.532,0.338,0.575,0.428,0.609	0.377,0.453,0.509,0.466,0.547,0.475	0.046
13	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	13	260,415,292,238,387,360	7,16,21,6,26,15	255,202,237,303,418,100	16,5,12,13,11,5	216	167	1	1.0	0.966,0.953,0.915,0.968,0.92,0.949	0.925,0.969,0.939,0.947,0.967,0.939	-0.002
14	"AT5G01010"	NA	chr5	-	1913	1961	2434	2509	1744	1780	2747	2799	14	146,241,201,152,271,218	110,215,146,159,207,147	169,152,164,268,233,95	133,96,109,171,221,62	224	197	1	1.0	0.539,0.496,0.548,0.457,0.535,0.566	0.528,0.582,0.57,0.58,0.481,0.574	-0.029
15	"AT4G38120"	NA	chr4	-	17893768	17893922	17894099	17894151	17893582	17893670	17894232	17894312	15	11,17,31,9,11,14	25,45,27,36,30,42	8,8,3,19,29,12	14,14,28,33,23,15	201	303	1	1.0	0.399,0.363,0.634,0.274,0.356,0.334	0.463,0.463,0.139,0.465,0.655,0.547	-0.062
16	"AT5G13030"	NA	chr5	+	4133878	4133988	4134287	4134344	4133133	4133566	4134433	4134733	16	102,161,136,142,199,176	68,71,96,71,102,103	118,85,108,136,176,49	73,36,65,109,110,28	259	206	1	1.0	0.544,0.643,0.53,0.614,0.608,0.576	0.562,0.653,0.569,0.498,0.56,0.582	0.015
17	"AT4G32360"	NA	chr4	+	15622382	15622499	15622643	15622753	15622154	15622251	15622854	15622928	17	4,16,4,5,12,7	13,29,25,17,25,19	4,0,4,0,5,0	5,9,13,8,11,9	266	259	0.602294457028	1.0	0.231,0.349,0.135,0.223,0.319,0.264	0.438,0.0,0.231,0.0,0.307,0.0	0.091
18	"AT4G30690"	NA	chr4	+	14961508	14961558	14961672	14961706	14961360	14961413	14961810	14961883	18	130,228,166,147,220,214	66,107,78,81,113,108	141,119,124,171,222,79	84,68,78,82,101,46	199	183	1	1.0	0.644,0.662,0.662,0.625,0.642,0.646	0.607,0.617,0.594,0.657,0.669,0.612	0.021
19	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	19	10,26,16,21,19,18	34,40,29,15,33,39	10,14,16,9,26,4	36,20,32,29,26,17	188	206	1	1.0	0.244,0.416,0.377,0.605,0.387,0.336	0.233,0.434,0.354,0.254,0.523,0.205	0.06
20	"AT4G17140"	NA	chr4	-	9624895	9624980	9625060	9625350	9624504	9624819	9625477	9625581	20	212,250,202,186,280,245	54,80,52,46,83,72	61,107,129,227,204,78	14,26,40,65,40,17	439	234	1	1.0	0.677,0.625,0.674,0.683,0.643,0.645	0.699,0.687,0.632,0.651,0.731,0.71	-0.027
21	"AT4G16860"	NA	chr4	-	9490478	9490811	9490994	9492072	9489967	9490378	9495230	9495837	21	777,1201,633,669,1052,724	284,323,193,180,305,220	715,750,946,1118,1342,532	227,272,289,363,417,167	1227	482	1	1.0	0.518,0.594,0.563,0.593,0.575,0.564	0.553,0.52,0.563,0.547,0.558,0.556	0.018
22	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	22	26,37,29,30,46,56	28,71,37,27,48,37	52,32,32,45,55,21	63,20,49,49,83,28	197	218	1	1.0	0.507,0.366,0.464,0.551,0.515,0.626	0.477,0.639,0.42,0.504,0.423,0.454	0.019
23	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	23	17,26,17,16,36,16	46,61,53,38,66,44	17,28,30,29,26,4	63,54,56,59,75,26	169	202	1	1.0	0.306,0.338,0.277,0.335,0.395,0.303	0.244,0.383,0.39,0.37,0.293,0.155	0.02
24	"AT3G60600"	NA	chr3	+	22401521	22401575	22401912	22401990	22401284	22401440	22402294	22402724	24	251,367,276,276,409,340	498,643,572,581,814,704	319,235,276,289,411,130	616,394,532,756,773,225	203	227	1	1.0	0.36,0.39,0.35,0.347,0.36,0.351	0.367,0.4,0.367,0.299,0.373,0.392	-0.007
