ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
33	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516219	25516918
139	"AT5G53020"	NA	chr5	+	21498423	21500829	21498423	21498605	21499888	21500829
173	"AT5G48640"	NA	chr5	-	19724984	19725493	19724984	19725029	19725386	19725493
234	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16395275	16396097	16397169
269	"AT5G37370"	NA	chr5	-	14814767	14816046	14814767	14814848	14815937	14816046
284	"AT5G36002"	NA	chr5	-	14141794	14143303	14141794	14141949	14143015	14143303
302	"AT5G26980"	NA	chr5	-	9488132	9488831	9488132	9488361	9488704	9488831
411	"AT5G16800"	NA	chr5	-	5524272	5525039	5524272	5524701	5524835	5525039
496	"AT5G18245"	NA	chr5	+	6028150	6028582	6028150	6028330	6028516	6028582
521	"AT5G07570"	NA	chr5	+	2393102	2396329	2393102	2394677	2394758	2396329
534	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2060980	2061047
712	"AT4G32850"	NA	chr4	+	15853669	15854241	15853669	15853753	15854043	15854241
717	"AT4G32850"	NA	chr4	+	15854164	15855186	15854164	15854211	15854362	15855186
841	"AT4G30820"	NA	chr4	+	15006493	15007211	15006493	15006557	15007106	15007211
932	"AT4G19670"	NA	chr4	-	10700919	10702174	10700919	10701365	10701503	10702174
990	"AT4G16765"	NA	chr4	-	9430743	9431480	9430743	9430844	9431428	9431480
1023	"AT4G14385"	NA	chr4	-	8287347	8288148	8287347	8287430	8288078	8288148
1170	"AT4G03230"	NA	chr4	-	1421540	1422953	1421540	1422335	1422631	1422953
1293	"AT3G59470"	NA	chr3	-	21979542	21980839	21979542	21980122	21980527	21980839
1345	"AT3G55850"	NA	chr3	-	20724352	20725024	20724352	20724459	20724922	20725024
1363	"AT3G54740"	NA	chr3	+	20262336	20264115	20262336	20262679	20263036	20264115
1423	"AT3G51360"	NA	chr3	-	19064538	19064948	19064538	19064610	19064851	19064948
1523	"AT2G05520"	NA	chr2	+	2026523	2027283	2026523	2026610	2026649	2027283
1655	"AT1G35320"	NA	chr1	-	12959476	12960799	12959476	12959768	12960680	12960799
1802	"AT1G26890"	NA	chr1	+	9317588	9318869	9317588	9318473	9318731	9318869
1895	"AT2G30740"	NA	chr2	+	13095650	13096492	13095650	13095700	13095848	13096492
2098	"AT5G07100"	NA	chr5	+	2204205	2205165	2204205	2204539	2204812	2205165
2103	"AT3G13970"	NA	chr3	-	4613491	4614124	4613491	4613755	4614055	4614124
2121	"AT1G54440"	NA	chr1	+	20326797	20327518	20326797	20326875	20327359	20327518
2193	"AT2G03480"	NA	chr2	+	1053007	1053574	1053007	1053169	1053270	1053574
2219	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783197	16786374	16786828
2220	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783921	16786374	16786828
2276	"AT1G09195"	NA	chr1	-	2967939	2968536	2967939	2968199	2968474	2968536
2277	"AT1G09195"	NA	chr1	-	2967939	2968536	2967939	2968254	2968474	2968536
2280	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968199	2968652	2968758
2296	"AT5G66005"	NA	chr5	-	26398726	26399001	26398726	26398814	26398909	26399001
2314	"AT2G20815"	NA	chr2	+	8959254	8960923	8959254	8960041	8960760	8960923
2459	"AT1G02960"	NA	chr1	-	667150	667641	667150	667281	667540	667641
2482	"AT5G28080"	NA	chr5	-	10091593	10092721	10091593	10091821	10092314	10092721
2540	"AT5G64760"	NA	chr5	-	25896144	25896555	25896144	25896339	25896438	25896555
2631	"AT1G05830"	NA	chr1	+	1761083	1761817	1761083	1761228	1761554	1761817
2649	"AT1G06630"	NA	chr1	+	2027605	2027962	2027605	2027805	2027929	2027962
2659	"AT5G11580"	NA	chr5	+	3719096	3719809	3719096	3719267	3719684	3719809
2664	"AT1G02010"	NA	chr1	+	351411	351819	351411	351632	351736	351819
2675	"AT1G61560"	NA	chr1	-	22708467	22709690	22708467	22709321	22709622	22709690
2708	"AT4G38090"	NA	chr4	-	17883678	17884228	17883678	17883915	17884122	17884228
2745	"AT1G04300"	NA	chr1	-	1152878	1153345	1152878	1152947	1153233	1153345
2807	"AT2G39950"	NA	chr2	-	16678034	16679772	16678034	16678278	16679172	16679772
2838	"AT3G26680"	NA	chr3	+	9803418	9804282	9803418	9803549	9803607	9804282
2842	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	628934	629321
2843	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	629287	629321
2911	"AT2G16990"	NA	chr2	+	7387364	7387976	7387364	7387443	7387690	7387976
3093	"AT3G54620"	NA	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789
3241	"AT1G05870"	NA	chr1	-	1771384	1772533	1771384	1771954	1772355	1772533
3248	"AT3G27610"	NA	chr3	-	10227328	10227808	10227328	10227389	10227723	10227808
3258	"AT1G03470"	NA	chr1	-	867408	867733	867408	867511	867625	867733
3347	"AT3G45750"	NA	chr3	-	16796783	16797236	16796783	16796958	16797150	16797236
3362	"AT4G11900"	NA	chr4	-	7150629	7151297	7150629	7150751	7150886	7151297
3377	"AT2G17780"	NA	chr2	-	7726541	7727503	7726541	7726960	7727324	7727503
3391	"AT1G13650"	NA	chr1	-	4681010	4682382	4681010	4681492	4682065	4682382
3466	"AT1G16560"	NA	chr1	+	5668572	5669039	5668572	5668709	5668944	5669039
3561	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627540	26627774	26628053
3562	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627512	26627841	26628053
3566	"AT1G70620"	NA	chr1	+	26630246	26631104	26630246	26630303	26630700	26631104
3670	"AT1G48175"	NA	chr1	+	17790396	17791303	17790396	17791013	17791236	17791303
3678	"AT1G72130"	NA	chr1	+	27137432	27138259	27137432	27137606	27137735	27138259
3682	"AT5G11950"	NA	chr5	+	3854769	3855630	3854769	3854954	3855532	3855630
3730	"AT3G27884"	NA	chr3	-	10346085	10347573	10346085	10346441	10347483	10347573
3773	"AT4G37440"	NA	chr4	+	17603111	17604086	17603111	17603594	17603663	17604086
3783	"AT1G51270"	NA	chr1	+	19010411	19011272	19010411	19010618	19010884	19011272
