ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	1237,1770,1458,1201,1658,1481	2,2,1,2,2,4	1180,835,1019,1478,1564,554	3,4,3,1,5,0	238	149	1	1.0	0.997,0.998,0.999,0.997,0.998,0.996	0.996,0.992,0.995,0.999,0.995,1.0	0.001
1	"AT5G67590"	NA	chr5	+	26958651	26958781	26957914	26958231	26958962	26958992	1	590,904,762,632,883,757	0,0,0,0,0,0	599,418,506,783,832,260	2,0,0,0,0,0	279	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.994,1.0,1.0,1.0,1.0,1.0	0.001
2	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	2	23,21,14,21,14,14	0,0,0,0,0,1	22,7,8,40,24,5	0,0,0,0,0,0	215	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.907	1.0,1.0,1.0,1.0,1.0,1.0	-0.015
3	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	3	110,120,89,83,149,138	0,0,0,1,3,0	144,67,106,129,132,62	2,1,0,0,3,0	298	149	1	1.0	1.0,1.0,1.0,0.976,0.961,1.0	0.973,0.971,1.0,1.0,0.957,1.0	0.006
4	"AT5G65970"	NA	chr5	-	26388166	26388234	26388014	26388075	26388495	26388669	4	20,31,30,22,35,34	0,0,0,0,0,0	23,17,22,40,38,5	1,0,0,0,0,0	217	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.94,1.0,1.0,1.0,1.0,1.0	0.01
5	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669	5	50,61,61,40,64,84	0,0,0,2,0,0	64,39,34,75,84,19	0,0,0,0,0,0	185	149	1	1.0	1.0,1.0,1.0,0.942,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.01
6	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	6	50,103,84,57,75,64	4,0,0,0,1,0	88,38,61,72,45,22	1,1,1,0,0,0	190	149	1	1.0	0.907,1.0,1.0,1.0,0.983,1.0	0.986,0.968,0.98,1.0,1.0,1.0	-0.007
7	"AT5G65970"	NA	chr5	-	26388864	26388914	26388353	26388669	26388993	26389082	7	10,18,18,13,10,20	0,0,0,0,0,0	13,9,10,12,18,8	0,0,0,0,1,0	199	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.931,1.0	0.011
8	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	8	59,84,61,47,79,97	0,0,0,1,0,1	49,27,46,49,69,16	1,2,0,0,0,0	238	149	1	1.0	1.0,1.0,1.0,0.967,1.0,0.984	0.968,0.894,1.0,1.0,1.0,1.0	0.015
9	"AT5G65970"	NA	chr5	-	26389497	26389558	26389335	26389424	26389630	26389747	9	53,71,60,47,70,71	0,0,0,0,0,0	47,38,44,65,82,20	2,0,0,0,0,0	210	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.943,1.0,1.0,1.0,1.0,1.0	0.01
10	"AT5G65970"	NA	chr5	-	26390078	26390136	26389823	26390008	26390206	26390676	10	58,70,46,49,53,55	1,0,0,0,0,0	58,40,39,56,53,20	0,0,0,0,0,0	207	149	1	1.0	0.977,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.004
11	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243	11	379,548,489,449,570,513	0,0,1,0,0,0	491,411,422,585,649,248	0,0,0,0,0,0	285	149	1	1.0	1.0,1.0,0.996,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
12	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	12	314,417,349,345,422,333	1,1,2,0,1,0	311,255,261,366,468,143	0,0,0,1,1,2	229	149	1	1.0	0.995,0.996,0.991,1.0,0.996,1.0	1.0,1.0,1.0,0.996,0.997,0.979	0.001
13	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	13	291,391,313,299,412,322	0,1,0,0,0,0	338,212,297,358,418,162	0,0,0,0,0,0	230	149	1	1.0	1.0,0.996,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
14	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	14	1,2,3,0,2,3	25,32,35,19,27,16	0,0,0,0,0,1	22,20,13,24,18,11	170	149	1	1.0	0.034,0.052,0.07,0.0,0.061,0.141	0.0,0.0,0.0,0.0,0.0,0.074	0.047
15	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	15	610,830,603,468,849,760	0,0,0,0,0,1	420,296,394,462,672,183	0,0,0,0,0,0	213	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.998	1.0,1.0,1.0,1.0,1.0,1.0	-0.0
16	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	16	80,103,106,74,115,111	53,75,76,45,67,60	37,38,33,43,56,19	57,36,61,89,76,33	207	149	0.000332008018392	0.171025630474179	0.521,0.497,0.501,0.542,0.553,0.571	0.318,0.432,0.28,0.258,0.347,0.293	0.209
17	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795	17	35,51,46,30,62,49	0,2,0,0,0,0	41,32,27,56,59,16	0,0,0,0,0,0	243	149	1	1.0	1.0,0.94,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.01
19	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	19	445,728,461,456,711,537	3,0,0,5,2,1	488,344,372,458,495,148	1,2,1,4,4,1	269	149	1	1.0	0.988,1.0,1.0,0.981,0.995,0.997	0.996,0.99,0.995,0.984,0.986,0.988	0.004
20	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	20	2,7,6,5,4,4	0,4,2,2,7,0	12,4,15,8,14,3	5,4,0,5,3,2	279	149	1	1.0	1.0,0.483,0.616,0.572,0.234,1.0	0.562,0.348,1.0,0.461,0.714,0.445	0.063
21	"AT5G64130"	NA	chr5	-	25664671	25664732	25664289	25664587	25664815	25664869	21	1480,2334,1907,1661,2458,2050	0,0,0,0,0,0	1799,1308,1470,1851,2420,801	0,2,0,0,0,0	210	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.998,1.0,1.0,1.0,1.0	0.0
22	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630	22	59,68,50,61,51,65	0,0,0,0,0,0	31,41,44,70,59,37	0,0,0,0,0,2	298	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.902	0.016
23	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	23	176,250,218,177,271,242	1,1,0,2,1,0	213,119,171,239,218,72	1,2,0,1,4,0	262	149	1	1.0	0.99,0.993,1.0,0.981,0.994,1.0	0.992,0.971,1.0,0.993,0.969,1.0	0.006
24	"AT5G63540"	NA	chr5	-	25443082	25443181	25442760	25442915	25443295	25443441	24	0,0,0,0,0,0	2,6,3,3,2,1	2,0,0,0,0,0	0,0,0,3,3,0	248	149	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	1.0,NA,NA,0.0,0.0,NA	-0.333
26	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039	26	124,193,192,140,201,156	0,0,0,0,1,0	130,85,111,166,183,71	0,1,0,0,0,1	297	149	1	1.0	1.0,1.0,1.0,1.0,0.99,1.0	1.0,0.977,1.0,1.0,1.0,0.973	0.007
