ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,3,0,0,5,1	5,15,8,7,8,11	0,0,0,0,0,0	17,3,5,3,7,2	225	149	1	1.0	0.117,0.117,0.0,0.0,0.293,0.057	0.0,0.0,0.0,0.0,0.0,0.0	0.097
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	50,63,71,37,73,72	121,181,147,105,157,171	28,23,22,72,70,15	175,136,112,202,202,95	252	149	1	1.0	0.196,0.171,0.222,0.172,0.216,0.199	0.086,0.091,0.104,0.174,0.17,0.085	0.078
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	16,27,26,28,26,25	163,249,199,136,232,240	34,13,26,31,45,8	173,166,143,195,243,109	251	149	1	1.0	0.055,0.06,0.072,0.109,0.062,0.058	0.104,0.044,0.097,0.086,0.099,0.042	-0.009
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	8,3,5,4,2,7	21,21,12,20,10,12	5,3,8,10,1,3	16,6,8,37,19,4	227	149	1	1.0	0.2,0.086,0.215,0.116,0.116,0.277	0.17,0.247,0.396,0.151,0.033,0.33	-0.053
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	17,30,21,14,23,21	82,94,88,74,90,89	10,14,7,30,18,5	76,50,63,89,93,29	273	149	1	1.0	0.102,0.148,0.115,0.094,0.122,0.114	0.067,0.133,0.057,0.155,0.096,0.086	0.017
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	21,19,7,5,12,6	55,108,69,78,74,100	4,5,10,9,15,8	52,62,53,78,74,28	246	149	1	1.0	0.188,0.096,0.058,0.037,0.089,0.035	0.045,0.047,0.103,0.065,0.109,0.148	-0.002
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	6,4,15,10,14,21	5,3,7,7,8,9	11,5,15,30,9,3	6,6,6,9,5,3	296	149	1	1.0	0.377,0.402,0.519,0.418,0.468,0.54	0.48,0.296,0.557,0.627,0.475,0.335	-0.008
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	12,28,13,16,17,18	4,4,1,0,8,3	10,6,8,17,14,7	3,0,1,5,5,0	241	149	1	1.0	0.65,0.812,0.889,1.0,0.568,0.788	0.673,1.0,0.832,0.678,0.634,1.0	-0.018
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	237,323,288,231,350,221	45,60,64,61,74,67	229,171,194,214,223,65	45,44,42,32,51,33	238	149	1	1.0	0.767,0.771,0.738,0.703,0.748,0.674	0.761,0.709,0.743,0.807,0.732,0.552	0.016
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	3,13,11,3,4,1	0,0,0,0,0,1	11,8,0,8,6,1	1,1,0,1,1,0	242	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.381	0.871,0.831,NA,0.831,0.787,1.0	0.033
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	64,113,76,77,141,105	227,312,330,258,389,342	84,51,57,94,86,59	294,223,225,302,331,144	228	149	1	1.0	0.156,0.191,0.131,0.163,0.192,0.167	0.157,0.13,0.142,0.169,0.145,0.211	0.008
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	72,145,103,104,178,128	1631,2710,2069,2009,3054,2412	171,116,102,128,181,74	2781,1964,2066,1840,3227,1259	212	149	1	1.0	0.03,0.036,0.034,0.035,0.039,0.036	0.041,0.04,0.034,0.047,0.038,0.04	-0.005
