ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"AT5G65770"	NA	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315	3	4,0	92,168	0,0	76,45	180	99	1	1.0	0.023,0.0	0.0,0.0	0.011
4	"AT5G65440"	NA	chr5	+	26151421	26151806	26151421	26151747	26151996	26152050	4	1,5	4,1	3,2	0,1	158	99	0.0200526999405	0.3111334706557579	0.135,0.758	1.0,0.556	-0.332
5	"AT5G64990"	NA	chr5	-	25964350	25964442	25964371	25964442	25964177	25964266	5	0,0	5,13	1,0	1,1	120	99	1	1.0	0.0,0.0	0.452,0.0	-0.226
6	"AT5G64630"	NA	chr5	+	25833650	25833772	25833650	25833762	25833856	25833883	6	1,0	8,12	1,0	4,0	109	99	1	1.0	0.102,0.0	0.185,NA	-0.134
7	"AT5G63960"	NA	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540	7	0,0	9,16	1,0	14,17	150	99	1	1.0	0.0,0.0	0.045,0.0	-0.022
8	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081	8	54,48	5,6	95,43	9,7	134	99	1	1.0	0.889,0.855	0.886,0.819	0.019
9	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	9	2,0	148,304	1,3	181,77	198	99	1	1.0	0.007,0.0	0.003,0.019	-0.007
12	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170	12	149,220	0,0	177,58	0,2	198	99	1	1.0	1.0,1.0	1.0,0.935	0.032
13	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882	13	11,6	2,0	1,1	0,0	198	99	1	1.0	0.733,1.0	1.0,1.0	-0.133
14	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955	14	5,4	4,9	3,2	5,1	192	99	1	1.0	0.392,0.186	0.236,0.508	-0.083
15	"AT5G61960"	NA	chr5	-	24883691	24883955	24883907	24883955	24883550	24883573	15	0,4	10,11	0,0	8,2	198	99	1	1.0	0.0,0.154	0.0,0.0	0.077
17	"AT5G61960"	NA	chr5	-	24883872	24884174	24883907	24884174	24883550	24883573	17	2,0	10,11	0,0	8,2	134	99	1	1.0	0.129,0.0	0.0,0.0	0.065
18	"AT5G61540"	NA	chr5	+	24745459	24745631	24745459	24745625	24745717	24746276	18	18,34	0,0	35,6	2,0	105	99	1	1.0	1.0,1.0	0.943,1.0	0.028
19	"AT5G61330"	NA	chr5	-	24660319	24661241	24660904	24661241	24660022	24660120	19	2,0	38,57	6,0	46,19	198	99	1	1.0	0.026,0.0	0.061,0.0	-0.018
20	"AT5G60120"	NA	chr5	+	24209970	24210095	24209970	24210074	24210295	24210409	20	154,233	18,24	177,82	32,11	120	99	1	1.0	0.876,0.889	0.82,0.86	0.043
21	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210074	24210295	24210409	21	22,31	18,24	28,14	32,11	186	99	1	1.0	0.394,0.407	0.318,0.404	0.039
22	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409	22	7,7	139,209	5,2	154,70	165	99	1	1.0	0.029,0.02	0.019,0.017	0.006
23	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388	23	45,78	0,1	31,27	1,0	198	99	1	1.0	1.0,0.975	0.939,1.0	0.018
24	"AT5G59610"	NA	chr5	+	24014317	24014350	24014317	24014346	24014483	24014578	24	2,6	0,2	9,6	1,1	103	99	1	1.0	1.0,0.742	0.896,0.852	-0.003
25	"AT5G59480"	NA	chr5	-	23980392	23980480	23980395	23980480	23980020	23980299	25	50,47	1,0	27,21	0,0	102	99	1	1.0	0.98,1.0	1.0,1.0	-0.01
26	"AT5G59480"	NA	chr5	-	23981278	23981590	23981422	23981590	23981095	23981174	26	4,3	38,58	1,2	34,5	198	99	1	1.0	0.05,0.025	0.014,0.167	-0.053
28	"AT5G57960"	NA	chr5	-	23465534	23465949	23465806	23465949	23465144	23465259	28	101,101	1,0	57,17	0,0	198	99	1	1.0	0.981,1.0	1.0,1.0	-0.01
29	"AT5G57870"	NA	chr5	+	23440763	23440871	23440763	23440859	23440961	23441171	29	444,559	1,5	451,186	1,0	111	99	1	1.0	0.997,0.99	0.998,1.0	-0.005
30	"AT5G57270"	NA	chr5	-	23203317	23203375	23203347	23203375	23202745	23203152	30	13,15	21,32	3,5	24,13	129	99	0.371279158076	1.0	0.322,0.265	0.088,0.228	0.135
31	"AT5G57060"	NA	chr5	+	23090077	23090496	23090077	23090286	23090626	23090675	31	4,3	155,217	0,3	174,72	198	99	1	1.0	0.013,0.007	0.0,0.02	0.0
32	"AT5G57060"	NA	chr5	+	23090626	23090714	23090626	23090675	23091000	23091108	32	12,9	93,133	19,4	83,46	138	99	1	1.0	0.085,0.046	0.141,0.059	-0.034
33	"AT5G56240"	NA	chr5	-	22764253	22764587	22764412	22764587	22763414	22763649	33	1,6	44,65	1,3	40,25	198	99	1	1.0	0.011,0.044	0.012,0.057	-0.007
34	"AT5G55910"	NA	chr5	-	22641862	22642414	22642108	22642414	22640999	22641745	34	4,0	76,138	3,4	65,63	198	99	1	1.0	0.026,0.0	0.023,0.031	-0.014
35	"AT5G55520"	NA	chr5	-	22489451	22489505	22489463	22489505	22488593	22489364	35	0,0	9,11	1,0	7,5	111	99	1	1.0	0.0,0.0	0.113,0.0	-0.057
36	"AT5G55100"	NA	chr5	-	22363849	22364235	22364074	22364235	22362891	22363626	36	82,93	4,3	66,57	12,4	198	99	0.599112798656	1.0	0.911,0.939	0.733,0.877	0.12
37	"AT5G54750"	NA	chr5	+	22242403	22242540	22242403	22242501	22242750	22242850	37	2,1	207,226	1,0	223,85	138	99	1	1.0	0.007,0.003	0.003,0.0	0.004
38	"AT5G54670"	NA	chr5	+	22209402	22209691	22209402	22209572	22209852	22210106	38	25,29	6,8	25,6	0,1	198	99	0.00161819353668	0.043385125100736006	0.676,0.644	1.0,0.75	-0.215
39	"AT5G54440"	NA	chr5	+	22106311	22106498	22106311	22106486	22106910	22107212	39	105,178	6,5	111,66	2,0	111	99	1	1.0	0.94,0.969	0.98,1.0	-0.036
41	"AT5G53550"	NA	chr5	+	21755250	21755725	21755250	21755558	21755823	21755903	41	13,15	148,164	19,13	182,96	198	99	1	1.0	0.042,0.044	0.05,0.063	-0.014
42	"AT5G53180"	NA	chr5	-	21569970	21570072	21569998	21570072	21569515	21569611	42	5,7	130,202	10,6	140,62	127	99	1	1.0	0.029,0.026	0.053,0.07	-0.034
43	"AT5G53180"	NA	chr5	-	21570833	21571253	21571043	21571253	21570165	21570228	43	25,45	82,127	24,21	97,42	198	99	1	1.0	0.132,0.151	0.11,0.2	-0.013
44	"AT5G53050"	NA	chr5	-	21511417	21511543	21511425	21511543	21510837	21510925	44	4,2	120,184	2,1	158,85	107	99	1	1.0	0.03,0.01	0.012,0.011	0.009
45	"AT5G53020"	NA	chr5	+	21498423	21499440	21498423	21498605	21499888	21500829	45	1,3	1,1	5,2	0,0	198	99	0.469990900256	1.0	0.333,0.6	1.0,1.0	-0.533
47	"AT5G52070"	NA	chr5	+	21162095	21163968	21162095	21162208	21164079	21164196	47	79,89	1,0	77,44	0,0	198	99	1	1.0	0.975,1.0	1.0,1.0	-0.012
48	"AT5G51200"	NA	chr5	+	20808646	20808790	20808646	20808772	20809043	20809160	48	43,82	0,1	32,36	0,0	117	99	1	1.0	1.0,0.986	1.0,1.0	-0.007
51	"AT5G50020"	NA	chr5	+	20352841	20353141	20352841	20353120	20353329	20353563	51	41,73	0,0	71,28	3,0	120	99	1	1.0	1.0,1.0	0.951,1.0	0.024
52	"AT5G48640"	NA	chr5	-	19725196	19725493	19725386	19725493	19724984	19725029	52	48,78	0,0	61,36	1,1	198	99	1	1.0	1.0,1.0	0.968,0.947	0.042
53	"AT5G48610"	NA	chr5	+	19713874	19714879	19713874	19714760	19715052	19716059	53	13,19	49,58	18,7	38,21	198	99	1	1.0	0.117,0.141	0.191,0.143	-0.038
54	"AT5G48545"	NA	chr5	+	19676967	19677600	19676967	19677034	19677693	19677747	54	129,165	8,3	178,72	18,4	198	99	1	1.0	0.89,0.965	0.832,0.9	0.061
55	"AT5G47690"	NA	chr5	+	19317667	19318153	19317667	19317991	19318653	19318857	55	1,4	151,216	0,0	70,61	198	99	1	1.0	0.003,0.009	0.0,0.0	0.006
