ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	1888,2417	0,4	1821,827	3,0	188	99	1	1.0	1.0,0.997	0.997,1.0	0.0
1	"AT5G67590"	NA	chr5	+	26958651	26958781	26957914	26958231	26958962	26958992	1	830,1146	0,0	862,369	2,0	198	99	1	1.0	1.0,1.0	0.995,1.0	0.002
2	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	2	37,24	0,1	29,10	1,0	165	99	1	1.0	1.0,0.935	0.946,1.0	-0.005
3	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	3	134,162	1,0	207,80	2,0	198	99	1	1.0	0.985,1.0	0.981,1.0	0.002
4	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	4	75,106	2,0	96,35	1,0	140	99	1	1.0	0.964,1.0	0.985,1.0	-0.01
5	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	5	111,157	0,1	99,48	0,0	188	99	1	1.0	1.0,0.988	1.0,1.0	-0.006
6	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	6	450,587	1,0	487,216	1,1	179	99	1	1.0	0.996,1.0	0.996,0.992	0.004
7	"AT5G65940"	NA	chr5	-	26378842	26378911	26378717	26378781	26378975	26379056	7	404,461	1,0	466,217	0,0	168	99	1	1.0	0.996,1.0	1.0,1.0	-0.002
8	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	8	1,0	32,29	0,1	29,10	120	99	1	1.0	0.025,0.0	0.0,0.076	-0.025
9	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	9	941,1288	0,1	737,282	0,0	163	99	1	1.0	1.0,0.999	1.0,1.0	-0.0
10	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	10	120,158	44,64	68,22	57,39	157	99	0.0108035415108	1.0	0.632,0.609	0.429,0.262	0.275
11	"AT5G65060"	NA	chr5	+	25990613	25990655	25990283	25990325	25990963	25991312	11	153,191	1,0	145,73	0,0	141	99	1	1.0	0.991,1.0	1.0,1.0	-0.004
13	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	13	608,672	3,0	634,204	7,0	198	99	1	1.0	0.99,1.0	0.978,1.0	0.006
14	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	14	3,5	3,0	12,2	7,9	198	99	0.19399373057	1.0	0.333,1.0	0.462,0.1	0.385
15	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339	15	31,41	0,0	32,14	1,0	171	99	1	1.0	1.0,1.0	0.949,1.0	0.026
16	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630	16	59,82	2,0	54,39	0,0	198	99	1	1.0	0.937,1.0	1.0,1.0	-0.031
17	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	17	261,325	3,6	297,104	0,1	198	99	1	1.0	0.978,0.964	1.0,0.981	-0.019
20	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973	20	2,0	5,10	0,0	6,0	198	99	1	1.0	0.167,0.0	0.0,NA	0.084
21	"AT5G63090"	NA	chr5	-	25309870	25309929	25308571	25309302	25310678	25310973	21	1,0	5,10	0,0	6,0	158	99	1	1.0	0.111,0.0	0.0,NA	0.056
22	"AT5G63050"	NA	chr5	+	25293065	25293135	25292403	25292653	25293302	25293436	22	132,192	9,1	175,85	0,0	169	99	1	1.0	0.896,0.991	1.0,1.0	-0.056
24	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735	24	207,271	0,1	211,90	2,0	198	99	1	1.0	1.0,0.993	0.981,1.0	0.006
25	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603	25	31,57	0,0	49,14	0,2	152	99	1	1.0	1.0,1.0	1.0,0.82	0.09
26	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626	26	41,69	0,0	59,21	0,2	155	99	1	1.0	1.0,1.0	1.0,0.87	0.065
