ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	2,1	2,8	3,0	4,0	175	99	1	1.0	0.361,0.066	0.298,NA	-0.084
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	106,111	191,269	52,24	239,123	202	99	1	1.0	0.214,0.168	0.096,0.087	0.1
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	28,37	174,292	51,16	229,118	201	99	1	1.0	0.073,0.059	0.099,0.063	-0.015
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	6,11	22,15	8,4	16,5	177	99	1	1.0	0.132,0.291	0.219,0.309	-0.053
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	34,38	108,116	22,7	94,44	223	99	1	1.0	0.123,0.127	0.094,0.066	0.045
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	18,23	88,115	8,7	74,37	196	99	1	1.0	0.094,0.092	0.052,0.087	0.024
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	12,38	13,17	33,13	8,5	246	99	0.329965319528	1.0	0.271,0.474	0.624,0.511	-0.195
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	29,33	6,5	20,14	1,3	191	99	0.806173097537	1.0	0.715,0.774	0.912,0.708	-0.066
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	467,417	100,107	389,121	86,54	188	99	1	1.0	0.711,0.672	0.704,0.541	0.069
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	6,1	0,1	17,2	0,1	192	99	1	1.0	1.0,0.34	1.0,0.508	-0.084
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	112,197	335,497	106,82	425,241	178	99	1	1.0	0.157,0.181	0.122,0.159	0.028
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	135,180	2128,3207	242,105	3869,1660	162	99	1	1.0	0.037,0.033	0.037,0.037	-0.002
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	34,40	47,84	30,22	42,26	205	99	1	1.0	0.259,0.187	0.256,0.29	-0.05
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	73,62	281,364	69,22	341,130	175	99	1	1.0	0.128,0.088	0.103,0.087	0.013
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	1,1	37,59	3,1	38,14	182	99	1	1.0	0.014,0.009	0.041,0.037	-0.028
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	17,27	52,58	10,11	27,18	196	99	1	1.0	0.142,0.19	0.158,0.236	-0.031
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	10,11	47,51	6,4	46,14	197	99	1	1.0	0.097,0.098	0.062,0.126	0.004
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	103,138	20,22	86,42	13,7	222	99	1	1.0	0.697,0.737	0.747,0.728	-0.021
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	1,2	50,84	0,1	49,28	201	99	1	1.0	0.01,0.012	0.0,0.017	0.002
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	31,35	64,110	35,18	65,31	182	99	1	1.0	0.209,0.148	0.227,0.24	-0.055
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	13,8	45,65	9,8	64,21	285	99	1	1.0	0.091,0.041	0.047,0.117	-0.016
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	3,0	24,21	2,3	18,9	175	99	1	1.0	0.066,0.0	0.059,0.159	-0.076
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	22,31	114,140	20,15	107,53	407	99	1	1.0	0.045,0.051	0.043,0.064	-0.005
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	5,0	7,11	2,2	6,2	194	99	1	1.0	0.267,0.0	0.145,0.338	-0.108
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	8,6	5,7	3,0	10,0	165	99	1	1.0	0.49,0.34	0.153,NA	0.262
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	66,73	65,76	88,37	65,30	237	99	1	1.0	0.298,0.286	0.361,0.34	-0.059
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	8,6	202,298	6,6	261,103	181	99	1	1.0	0.021,0.011	0.012,0.031	-0.005
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	13,18	0,0	24,10	5,1	191	99	0.213053116783	1.0	1.0,1.0	0.713,0.838	0.225
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	43,54	1428,2210	27,14	1758,787	174	99	1	1.0	0.017,0.014	0.009,0.01	0.006
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	20,31	1499,2266	23,8	1739,795	190	99	1	1.0	0.007,0.007	0.007,0.005	0.001
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	6,16	143,133	10,5	133,60	187	99	1	1.0	0.022,0.06	0.038,0.042	0.001
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	89,104	0,2	107,91	3,3	209	99	1	1.0	1.0,0.961	0.944,0.935	0.041
33	"AT5G63700"	NA	chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	33	8,8	21,16	41,53	10,4	269	99	2.70136616298e-07	5.911080322084418e-05	0.123,0.155	0.601,0.83	-0.577
34	"AT5G63620"	NA	chr5	-	25466693	25467087	25466693	25466864	25466945	25467087	34	51,73	348,439	75,42	382,165	180	99	1	1.0	0.075,0.084	0.097,0.123	-0.03
35	"AT5G63440"	NA	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	35	12,15	63,51	3,1	43,16	227	99	1	1.0	0.077,0.114	0.03,0.027	0.067
36	"AT5G63220"	NA	chr5	-	25353033	25353420	25353033	25353267	25353339	25353420	36	3,1	49,71	1,0	69,23	171	99	1	1.0	0.034,0.008	0.008,0.0	0.017
39	"AT5G62880"	NA	chr5	+	25238562	25238812	25238562	25238628	25238699	25238812	39	23,33	139,221	18,6	200,86	170	99	1	1.0	0.088,0.08	0.05,0.039	0.039
40	"AT5G62480"	NA	chr5	-	25089239	25089626	25089239	25089295	25089373	25089626	40	138,204	13,18	144,64	10,8	177	99	1	1.0	0.856,0.864	0.89,0.817	0.007
42	"AT5G62170"	NA	chr5	-	24973955	24975191	24973955	24975005	24975102	24975191	42	10,6	2,14	13,9	11,6	196	99	1	1.0	0.716,0.178	0.374,0.431	0.044
