ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
75	AT5G50240		chr5	+	20451631	20451902	20451640	20451902	20451227	20451493	75	2,6	5,6	2,2	0,0	108	99	8.13207926542e-06	0.0043323652286525	0.268,0.478	1.0,1.0	-0.627
260	AT5G08480		chr5	+	2744417	2745111	2744428	2745111	2743318	2743843	260	0,0	1,1	1,1	0,0	110	99	3.42315710222e-08	2.431582594943607e-05	0.0,0.0	1.0,1.0	-1.0
426	AT4G26190		chr4	-	13263656	13266812	13263656	13266462	13266897	13267002	426	21,43	4,11	19,11	0,0	449	99	2.72121124523e-08	2.431582594943607e-05	0.537,0.463	1.0,1.0	-0.5
633	AT5G01180		chr5	-	63131	63313	63131	63274	63780	63936	633	2,2	9,4	2,1	0,0	138	99	3.16250359234e-11	6.73929515527654e-08	0.138,0.264	1.0,1.0	-0.799
863	AT5G51460		chr5	+	20902656	20902800	20902659	20902800	20902156	20902559	863	14,16	10,18	31,16	3,1	102	99	6.72492962512e-05	0.0238847083852178	0.576,0.463	0.909,0.94	-0.405
1361	AT1G60850		chr1	-	22400020	22400178	22400020	22400167	22400284	22400413	1361	10,12	18,21	0,1	31,15	110	99	1.56891036042e-05	0.00668669595611	0.333,0.34	0.0,0.057	0.308
2494	AT3G12550		chr3	+	3978622	3979044	3978635	3979044	3978004	3978256	2494	0,2	17,20	12,3	13,3	112	99	9.62660323174e-05	0.0293061306954827	0.0,0.081	0.449,0.469	-0.418
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
38	AT5G54670		chr5	+	22209402	22209691	22209402	22209572	22209852	22210106	38	27,31	6,8	28,6	0,1	218	99	0.00154855127109	0.0424130987026316	0.671,0.638	1.0,0.732	-0.211
116	AT5G18820		chr5	+	6271953	6272091	6271953	6272075	6272195	6272403	116	1,3	11,10	8,4	0,3	115	99	0.000553379315794	0.0194868573347458	0.073,0.205	1.0,0.534	-0.628
