IncLevel1	IncLevel2	IncLevelDifference
0.282,0.148,0.282,0.0,0.239,0.0	0.0,0.0,0.047,0.0,0.061,0.0	0.141
0.208,0.198,0.18,0.165,0.18,0.162	0.098,0.118,0.149,0.174,0.157,0.111	0.048
0.072,0.076,0.115,0.129,0.073,0.058	0.129,0.078,0.126,0.101,0.129,0.065	-0.018
0.249,0.091,0.296,0.241,0.172,0.34	0.312,0.32,0.353,0.194,0.097,0.162	-0.008
0.134,0.168,0.174,0.162,0.159,0.161	0.124,0.106,0.115,0.196,0.098,0.08	0.04
0.142,0.074,0.089,0.04,0.064,0.125	0.072,0.07,0.099,0.108,0.099,0.173	-0.015
0.351,0.692,0.652,0.537,0.674,0.739	0.719,0.517,0.778,0.689,0.64,0.742	-0.073
0.654,0.81,0.524,0.749,0.575,0.64	0.855,0.813,0.819,0.641,0.645,0.635	-0.076
0.635,0.692,0.631,0.645,0.676,0.608	0.663,0.578,0.663,0.621,0.589,0.504	0.045
1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.756,1.0,0.408	0.139
0.167,0.174,0.123,0.131,0.15,0.173	0.122,0.111,0.106,0.134,0.131,0.159	0.026
0.075,0.072,0.072,0.069,0.068,0.065	0.07,0.076,0.069,0.079,0.075,0.09	-0.006
0.217,0.3,0.213,0.318,0.294,0.248	0.286,0.19,0.247,0.287,0.309,0.322	-0.009
0.093,0.112,0.107,0.098,0.114,0.077	0.096,0.099,0.077,0.086,0.087,0.075	0.014
0.024,0.041,0.042,0.09,0.061,0.031	0.046,0.148,0.08,0.124,0.071,0.0	-0.03
0.157,0.222,0.171,0.051,0.095,0.146	0.149,0.235,0.21,0.257,0.229,0.251	-0.081
0.132,0.039,0.098,0.07,0.077,0.176	0.054,0.077,0.096,0.089,0.168,0.067	0.007
0.642,0.904,0.815,0.806,0.76,0.735	0.693,0.658,0.755,0.655,0.847,0.691	0.06
0.011,0.008,0.012,0.009,0.0,0.013	0.011,0.0,0.011,0.048,0.03,0.02	-0.011
