ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G65940"	NA	chr5	-	26378842	26378911	26378975	26379056	26378717	26378781	26379131	26379235	0	396,546	224,344	500,560	311,363	180	168	1	1.0	0.623,0.597	0.6,0.59	0.015
1	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	1	10,23	269,425	9,9	328,342	233	341	1	1.0	0.052,0.073	0.039,0.037	0.025
2	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	2	95,116	269,425	90,91	328,342	212	341	1	1.0	0.362,0.305	0.306,0.3	0.031
3	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	3	10,19	92,190	27,17	135,148	180	180	1	1.0	0.098,0.091	0.167,0.103	-0.041
5	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	5	131,185	228,371	52,155	123,270	176	222	1	1.0	0.42,0.386	0.348,0.42	0.019
6	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	6	389,487	292,403	550,500	367,422	205	166	1	1.0	0.519,0.495	0.548,0.49	-0.012
7	"AT5G17170"	NA	chr5	+	5650434	5650516	5650623	5650692	5649886	5650053	5650804	5651205	7	336,573	379,619	830,1110	826,1045	181	168	1	1.0	0.451,0.462	0.483,0.496	-0.033
9	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	9	597,1026	52,87	722,964	68,91	166	117	1	1.0	0.89,0.893	0.882,0.882	0.009
10	"AT5G04090"	NA	chr5	-	1106878	1107381	1107581	1107660	1106164	1106593	1108213	1108282	10	106,160	392,660	110,145	499,639	178	602	1	1.0	0.478,0.451	0.427,0.434	0.034
11	"AT5G01010"	NA	chr5	-	1913	1961	2434	2509	1744	1780	2747	2799	11	550,954	462,660	858,861	548,725	174	147	1	1.0	0.501,0.55	0.569,0.501	-0.009
12	"AT4G38120"	NA	chr4	-	17893768	17893922	17894099	17894151	17893582	17893670	17894232	17894312	12	23,39	84,74	37,52	109,72	151	253	1	1.0	0.314,0.469	0.363,0.548	-0.064
14	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	14	50,67	49,99	67,76	102,83	138	156	1	1.0	0.536,0.433	0.426,0.509	0.017
15	"AT4G16765"	NA	chr4	-	9431001	9431123	9431428	9431480	9430743	9430844	9431557	9431638	15	42,68	171,211	74,73	266,294	151	221	1	1.0	0.264,0.321	0.289,0.267	0.014
16	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637	16	478,726	292,398	559,712	268,394	201	165	1	1.0	0.573,0.6	0.631,0.597	-0.027
17	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	17	77,92	113,192	122,150	190,238	147	168	1	1.0	0.438,0.354	0.423,0.419	-0.025
18	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	18	28,44	101,138	36,60	128,189	119	152	1	1.0	0.262,0.289	0.264,0.289	-0.001
19	"AT3G59660"	NA	chr3	-	22037585	22037661	22037891	22037989	22037186	22037315	22038072	22038123	19	185,272	230,280	246,254	309,280	197	175	1	1.0	0.417,0.463	0.414,0.446	0.01
20	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	20	128,173	298,482	234,241	482,631	170	240	1	1.0	0.377,0.336	0.407,0.35	-0.022
22	"AT3G53570"	NA	chr3	-	19862862	19862977	19863089	19863138	19862552	19862644	19863221	19863375	22	67,91	118,196	115,142	190,181	148	214	1	1.0	0.451,0.402	0.467,0.531	-0.073
23	"AT3G51840"	NA	chr3	-	19227561	19227621	19227730	19227804	19227348	19227458	19227913	19228037	23	1926,2759	1970,2790	1950,2499	2058,2649	173	159	1	1.0	0.473,0.476	0.465,0.464	0.01
