ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G65940"	NA	chr5	-	26378842	26378911	26378975	26379056	26378717	26378781	26379131	26379235
1	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196
2	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196
5	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138
6	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130
7	"AT5G17170"	NA	chr5	+	5650434	5650516	5650623	5650692	5649886	5650053	5650804	5651205
9	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210
10	"AT5G04090"	NA	chr5	-	1106878	1107381	1107581	1107660	1106164	1106593	1108213	1108282
11	"AT5G01010"	NA	chr5	-	1913	1961	2434	2509	1744	1780	2747	2799
12	"AT4G38120"	NA	chr4	-	17893768	17893922	17894099	17894151	17893582	17893670	17894232	17894312
13	"AT4G32470"	NA	chr4	-	15670019	15670020	15670070	15670118	15669218	15669709	15670732	15670890
14	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617
15	"AT4G16765"	NA	chr4	-	9431001	9431123	9431428	9431480	9430743	9430844	9431557	9431638
16	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637
17	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994
18	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708
19	"AT3G59660"	NA	chr3	-	22037585	22037661	22037891	22037989	22037186	22037315	22038072	22038123
20	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161
22	"AT3G53570"	NA	chr3	-	19862862	19862977	19863089	19863138	19862552	19862644	19863221	19863375
23	"AT3G51840"	NA	chr3	-	19227561	19227621	19227730	19227804	19227348	19227458	19227913	19228037
24	"AT3G51390"	NA	chr3	+	19076918	19076952	19077076	19077186	19076671	19076803	19077297	19077381
25	"AT3G54750"	NA	chr3	-	20266153	20266275	20266633	20266732	20265838	20265940	20266821	20267036
27	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570
