ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,7	11,20	0,2	8,6	175	99	1	1.0	0.049,0.165	0.0,0.159	0.028
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	93,162	239,354	179,151	463,457	198	99	1	1.0	0.163,0.186	0.162,0.142	0.022
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	59,78	245,445	73,109	348,461	198	99	1	1.0	0.107,0.081	0.095,0.106	-0.007
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	15,8	38,27	18,7	50,39	177	99	1	1.0	0.181,0.142	0.168,0.091	0.032
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	47,62	160,202	59,40	174,216	198	99	1	1.0	0.128,0.133	0.145,0.085	0.016
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	11,20	151,184	24,29	157,149	196	99	1	1.0	0.035,0.052	0.072,0.09	-0.037
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	35,31	13,11	68,31	20,18	198	99	1	1.0	0.574,0.585	0.63,0.463	0.033
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	51,39	5,10	36,49	12,10	191	99	0.975385479087	1.0	0.841,0.669	0.609,0.717	0.092
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	649,941	140,182	595,661	132,185	188	99	1	1.0	0.709,0.731	0.704,0.653	0.041
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	10,16	0,0	18,24	2,0	192	99	1	1.0	1.0,1.0	0.823,1.0	0.089
