ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G65940"	NA	chr5	-	26378842	26378911	26378975	26379056	26378717	26378781	26379131	26379235	0	396,546	224,344	500,558	311,363	180	168	1	1.0	0.623,0.597	0.6,0.589	0.015
1	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	1	0,2	152,217	0,0	149,183	198	198	1	1.0	0.0,0.009	0.0,0.0	0.004
2	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	2	87,100	152,217	83,85	149,183	198	198	1	1.0	0.364,0.315	0.358,0.317	0.002
3	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	3	10,19	92,190	27,17	135,148	180	180	1	1.0	0.098,0.091	0.167,0.103	-0.041
5	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	5	131,184	172,302	52,154	100,222	176	198	1	1.0	0.461,0.407	0.369,0.438	0.031
6	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	6	375,464	292,403	533,477	367,422	198	166	1	1.0	0.518,0.491	0.549,0.487	-0.014
7	"AT5G17170"	NA	chr5	+	5650434	5650516	5650623	5650692	5649886	5650053	5650804	5651205	7	325,543	378,618	785,1053	824,1043	181	168	1	1.0	0.444,0.449	0.469,0.484	-0.03
9	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	9	597,1024	52,87	722,964	68,91	166	117	1	1.0	0.89,0.892	0.882,0.882	0.009
10	"AT5G04090"	NA	chr5	-	1106878	1107381	1107581	1107660	1106164	1106593	1108213	1108282	10	106,160	154,257	110,145	204,235	178	198	1	1.0	0.434,0.409	0.375,0.407	0.03
11	"AT5G01010"	NA	chr5	-	1913	1961	2434	2509	1744	1780	2747	2799	11	550,953	462,660	857,860	548,725	174	147	1	1.0	0.501,0.55	0.569,0.501	-0.009
12	"AT4G38120"	NA	chr4	-	17893768	17893922	17894099	17894151	17893582	17893670	17894232	17894312	12	23,39	62,32	37,52	77,46	151	198	1	1.0	0.327,0.615	0.387,0.597	-0.021
14	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	14	50,67	49,99	67,76	102,83	138	156	1	1.0	0.536,0.433	0.426,0.509	0.017
15	"AT4G16765"	NA	chr4	-	9431001	9431123	9431428	9431480	9430743	9430844	9431557	9431638	15	42,68	94,130	74,73	144,171	151	198	1	1.0	0.369,0.407	0.403,0.359	0.007
16	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637	16	469,709	292,397	545,680	268,394	198	165	1	1.0	0.572,0.598	0.629,0.59	-0.024
17	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	17	77,92	113,192	122,149	190,238	147	168	1	1.0	0.438,0.354	0.423,0.417	-0.024
18	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	18	28,44	101,138	36,60	128,189	119	152	1	1.0	0.262,0.289	0.264,0.289	-0.001
19	"AT3G59660"	NA	chr3	-	22037585	22037661	22037891	22037989	22037186	22037315	22038072	22038123	19	185,272	230,280	246,254	309,280	197	175	1	1.0	0.417,0.463	0.414,0.446	0.01
20	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	20	128,172	228,396	233,241	365,496	170	198	1	1.0	0.395,0.336	0.426,0.361	-0.028
22	"AT3G53570"	NA	chr3	-	19862862	19862977	19863089	19863138	19862552	19862644	19863221	19863375	22	67,91	105,162	115,142	173,142	148	198	1	1.0	0.461,0.429	0.471,0.572	-0.076
23	"AT3G51840"	NA	chr3	-	19227561	19227621	19227730	19227804	19227348	19227458	19227913	19228037	23	1925,2758	1970,2789	1950,2496	2058,2648	173	159	1	1.0	0.473,0.476	0.465,0.464	0.01
24	"AT3G51390"	NA	chr3	+	19076918	19076952	19077076	19077186	19076671	19076803	19077297	19077381	24	91,153	231,344	125,154	248,257	133	198	1	1.0	0.37,0.398	0.429,0.471	-0.066
25	"AT3G54750"	NA	chr3	-	20266153	20266275	20266633	20266732	20265838	20265940	20266821	20267036	25	33,46	57,87	58,59	71,78	198	198	1	1.0	0.367,0.346	0.45,0.431	-0.084
26	"AT1G33790"	NA	chr1	+	12257974	12258400	12259068	12259494	12256963	12257202	12259579	12260032	26	399,555	536,841	842,691	1112,1014	198	198	1	1.0	0.427,0.398	0.431,0.405	-0.006
27	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570	27	36,69	110,131	26,70	116,108	143	198	1	1.0	0.312,0.422	0.237,0.473	0.012
28	"AT2G04900"	NA	chr2	+	1722669	1722740	1722824	1722905	1722480	1722590	1722989	1723033	28	879,1452	484,844	1076,1503	653,917	170	180	1	1.0	0.658,0.646	0.636,0.634	0.017
29	"AT2G04900"	NA	chr2	+	1722824	1722905	1722989	1723033	1722669	1722740	1723506	1723976	29	518,745	255,443	621,795	350,467	180	143	1	1.0	0.617,0.572	0.585,0.575	0.015
30	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22338008	22338074	22338617	22338683	30	78,122	99,123	100,119	156,127	159	159	1	1.0	0.441,0.498	0.391,0.484	0.032
31	"AT1G73390"	NA	chr1	-	27591781	27591871	27592399	27592498	27591301	27591644	27592689	27592756	31	97,158	132,176	116,163	144,205	198	189	1	1.0	0.412,0.461	0.435,0.431	0.004
32	"AT1G58602"	NA	chr1	+	21753883	21754088	21758508	21758658	21746353	21746499	21760158	21761055	32	201,338	2,12	369,476	15,38	198	198	1	1.0	0.99,0.966	0.961,0.926	0.034
