ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	1833,2606	4,3	2216,2557	0,4	188	99	1	1.0	0.996,0.998	1.0,0.997	-0.001
1	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	1	34,30	0,0	45,38	3,0	165	99	1	1.0	1.0,1.0	0.9,1.0	0.05
2	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	2	215,381	3,4	294,319	1,2	296	99	1	1.0	0.96,0.97	0.99,0.982	-0.021
3	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535	3	207,363	1,1	395,321	0,0	187	99	1	1.0	0.991,0.995	1.0,1.0	-0.007
4	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669	4	57,93	2,0	109,90	0,0	135	99	1	1.0	0.954,1.0	1.0,1.0	-0.023
5	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	5	78,145	1,0	92,133	0,0	188	99	1	1.0	0.976,1.0	1.0,1.0	-0.012
6	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243	6	565,734	0,0	776,885	0,1	235	99	1	1.0	1.0,1.0	1.0,0.997	0.002
7	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	7	523,658	1,1	643,698	3,0	179	99	1	1.0	0.997,0.997	0.992,1.0	0.001
8	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	8	1,3	34,29	0,2	37,16	120	99	1	1.0	0.024,0.079	0.0,0.093	0.005
9	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	9	717,1239	2,1	708,1036	0,0	163	99	1	1.0	0.995,0.999	1.0,1.0	-0.003
10	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	10	114,151	57,81	63,82	110,91	157	99	0.00332750852925	0.6994898286844821	0.558,0.54	0.265,0.362	0.236
11	"AT5G64600"	NA	chr5	+	25826783	25826920	25826323	25826452	25827026	25827240	11	91,140	0,0	134,158	1,0	236	99	1	1.0	1.0,1.0	0.983,1.0	0.008
