ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	0,5	9,14	0,0	6,5	175	99	1	1.0	0.0,0.168	0.0,0.0	0.084
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	66,102	161,242	125,99	313,290	198	99	1	1.0	0.17,0.174	0.166,0.146	0.016
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	46,56	174,311	50,71	235,298	198	99	1	1.0	0.117,0.083	0.096,0.106	-0.001
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	12,5	28,22	9,5	29,22	177	99	1	1.0	0.193,0.113	0.148,0.113	0.022
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	34,50	102,133	47,24	110,154	198	99	1	1.0	0.143,0.158	0.176,0.072	0.026
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	6,11	104,125	16,19	113,106	196	99	1	1.0	0.028,0.043	0.067,0.083	-0.04
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	19,17	9,9	46,14	17,12	198	99	1	1.0	0.514,0.486	0.575,0.368	0.029
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	35,27	3,9	26,36	7,3	191	99	1	1.0	0.858,0.609	0.658,0.861	-0.026
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	429,622	109,126	397,438	86,128	188	99	1	1.0	0.675,0.722	0.709,0.643	0.023
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	5,8	0,0	10,14	1,0	192	99	1	1.0	1.0,1.0	0.838,1.0	0.081
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	112,209	389,554	143,129	517,564	178	99	1	1.0	0.138,0.173	0.133,0.113	0.033
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	159,238	2632,3997	177,290	2389,4418	162	99	1	1.0	0.036,0.035	0.043,0.039	-0.005
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	35,45	37,78	48,38	73,64	198	99	1	1.0	0.321,0.224	0.247,0.229	0.035
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	60,90	290,411	95,104	421,509	175	99	1	1.0	0.105,0.11	0.113,0.104	-0.001
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	3,6	27,32	2,3	39,43	182	99	1	1.0	0.057,0.093	0.027,0.037	0.043
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	9,24	48,63	30,38	38,52	196	99	0.246544585131	1.0	0.087,0.161	0.285,0.27	-0.153
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	13,5	42,57	13,21	57,63	197	99	1	1.0	0.135,0.042	0.103,0.143	-0.034
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	92,143	12,28	115,107	34,15	198	99	1	1.0	0.793,0.719	0.628,0.781	0.051
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	0,0	73,75	6,2	73,62	198	99	1	1.0	0.0,0.0	0.039,0.016	-0.028
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	34,62	96,100	61,49	75,90	182	99	1	1.0	0.162,0.252	0.307,0.228	-0.06
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	7,8	60,82	5,20	67,74	198	99	1	1.0	0.055,0.047	0.036,0.119	-0.026
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	2,4	19,19	1,1	22,19	175	99	1	1.0	0.056,0.106	0.025,0.029	0.054
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	3,12	115,170	14,11	122,168	198	99	1	1.0	0.013,0.034	0.054,0.032	-0.019
