ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	0	9,15	184,286	7,6	229,223	233	341	1	1.0	0.067,0.071	0.043,0.038	0.029
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	1	65,70	184,286	57,62	229,223	212	341	1	1.0	0.362,0.282	0.286,0.309	0.024
2	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	2	8,13	70,129	14,13	74,98	180	180	1	1.0	0.103,0.092	0.159,0.117	-0.041
4	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	4	82,123	148,255	39,93	79,186	176	222	1	1.0	0.411,0.378	0.384,0.387	0.009
5	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	5	252,323	197,271	357,322	256,282	205	166	1	1.0	0.509,0.491	0.53,0.48	-0.005
6	"AT5G17170"	NA	chr5	+	5650434	5650516	5650623	5650692	5649886	5650053	5650804	5651205	6	230,382	261,387	554,738	573,700	181	168	1	1.0	0.45,0.478	0.473,0.495	-0.02
8	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	8	406,664	32,51	475,634	48,59	166	117	1	1.0	0.899,0.902	0.875,0.883	0.022
9	"AT5G01010"	NA	chr5	-	1913	1961	2434	2509	1744	1780	2747	2799	9	361,635	312,449	566,575	372,498	174	147	1	1.0	0.494,0.544	0.562,0.494	-0.009
11	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	11	28,38	30,65	45,49	76,58	138	156	1	1.0	0.513,0.398	0.401,0.488	0.011
12	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637	12	322,493	195,261	376,471	187,255	201	165	1	1.0	0.575,0.608	0.623,0.603	-0.022
13	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	13	21,34	70,90	24,38	89,116	119	152	1	1.0	0.277,0.325	0.256,0.295	0.026
14	"AT3G59660"	NA	chr3	-	22037585	22037661	22037891	22037989	22037186	22037315	22038072	22038123	14	116,176	139,191	176,168	214,188	197	175	1	1.0	0.426,0.45	0.422,0.443	0.006
15	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	15	79,123	184,313	159,166	340,432	170	240	1	1.0	0.377,0.357	0.398,0.352	-0.008
17	"AT3G53570"	NA	chr3	-	19862862	19862977	19863089	19863138	19862552	19862644	19863221	19863375	17	46,64	71,139	71,94	127,107	148	214	1	1.0	0.484,0.4	0.447,0.56	-0.062
18	"AT3G51840"	NA	chr3	-	19227561	19227621	19227730	19227804	19227348	19227458	19227913	19228037	18	1291,1847	1309,1870	1330,1688	1344,1776	173	159	1	1.0	0.475,0.476	0.476,0.466	0.005
19	"AT3G54750"	NA	chr3	-	20266153	20266275	20266633	20266732	20265838	20265940	20266821	20267036	19	20,32	45,66	44,41	61,68	198	221	1	1.0	0.332,0.351	0.446,0.402	-0.083
20	"AT1G33790"	NA	chr1	+	12257974	12258400	12259068	12259494	12256963	12257202	12259579	12260032	20	1217,1782	1726,2407	2653,2294	3833,3316	525	525	1	1.0	0.414,0.425	0.409,0.409	0.011
21	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570	21	24,46	89,87	15,50	82,78	143	216	1	1.0	0.289,0.444	0.216,0.492	0.013
22	"AT2G04900"	NA	chr2	+	1722669	1722740	1722824	1722905	1722480	1722590	1722989	1723033	22	588,979	322,562	723,984	447,601	170	180	1	1.0	0.659,0.648	0.631,0.634	0.021
23	"AT2G04900"	NA	chr2	+	1722824	1722905	1722989	1723033	1722669	1722740	1723506	1723976	23	327,500	159,289	418,523	243,328	180	143	1	1.0	0.62,0.579	0.577,0.559	0.031
24	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22338008	22338074	22338617	22338683	24	51,83	59,78	69,83	103,81	159	159	1	1.0	0.464,0.516	0.401,0.506	0.036
25	"AT1G73390"	NA	chr1	-	27591781	27591871	27592399	27592498	27591301	27591644	27592689	27592756	25	70,113	91,118	77,112	98,140	198	189	1	1.0	0.423,0.478	0.429,0.433	0.02
26	"AT1G58602"	NA	chr1	+	21753883	21754088	21758508	21758658	21746353	21746499	21760158	21761055	26	315,448	4,19	580,701	10,27	304	249	1	1.0	0.985,0.951	0.979,0.955	0.001
27	"AT1G64480"	NA	chr1	-	23948820	23948873	23949214	23949274	23948426	23948507	23949400	23949483	27	0,8	1,1	0,4	1,1	159	152	0.871572878851	1.0	0.0,0.884	0.0,0.793	0.045
28	"AT1G20060"	NA	chr1	-	6952478	6952571	6952652	6952745	6952308	6952398	6952826	6953012	28	2,0	5,1	4,8	11,6	192	192	0.113163045306	1.0	0.286,0.0	0.267,0.571	-0.276
29	"AT3G54350"	NA	chr3	-	20126379	20126468	20126555	20126623	20125962	20126114	20126763	20126981	29	76,92	52,95	92,61	65,67	167	188	1	1.0	0.622,0.522	0.614,0.506	0.012
30	"AT1G08630"	NA	chr1	-	2745242	2745702	2746403	2746477	2745032	2745144	2747889	2747967	30	335,525	7638,11836	385,617	8187,13330	173	559	1	1.0	0.124,0.125	0.132,0.13	-0.007
31	"AT5G48335"	NA	chr5	+	19588227	19588259	19588608	19588740	19587871	19588159	19589126	19589177	31	93,213	312,583	180,208	484,545	131	231	1	1.0	0.345,0.392	0.396,0.402	-0.031
32	"AT3G01150"	NA	chr3	+	52644	52746	52888	52951	52154	52364	53042	53212	32	21,54	159,257	70,77	205,221	201	162	1	1.0	0.096,0.145	0.216,0.219	-0.097
33	"AT1G10600"	NA	chr1	+	3504358	3504392	3504425	3504488	3504023	3504113	3504568	3504643	33	24,24	249,350	46,53	282,405	133	162	1	1.0	0.105,0.077	0.166,0.137	-0.061
34	"AT1G10570"	NA	chr1	+	3489673	3489776	3490054	3490152	3489484	3489589	3490367	3490490	34	79,133	138,266	106,111	168,192	202	197	1	1.0	0.358,0.328	0.381,0.361	-0.028
35	"AT1G66880"	NA	chr1	+	24950291	24950846	24952951	24953677	24948885	24949495	24953891	24953921	35	20,25	241,282	17,39	323,342	654	825	1	1.0	0.095,0.101	0.062,0.126	0.004
36	"AT3G54880"	NA	chr3	-	20337656	20337880	20337967	20338005	20337399	20337487	20338400	20338598	36	20,32	1233,2141	22,32	1286,1737	137	323	1	1.0	0.037,0.034	0.039,0.042	-0.005
37	"AT4G08470"	NA	chr4	-	5385599	5385845	5386208	5386463	5385416	5385501	5386571	5387058	37	301,482	280,454	453,672	401,518	354	345	1	1.0	0.512,0.509	0.524,0.558	-0.031
38	"AT1G54730"	NA	chr1	+	20427125	20427210	20427299	20427343	20426964	20427045	20428048	20428111	38	157,208	40,73	220,199	56,55	184	143	1	1.0	0.753,0.689	0.753,0.738	-0.025
39	"AT1G54730"	NA	chr1	+	20427299	20427343	20428048	20428111	20427125	20427210	20428387	20428447	39	110,211	60,100	160,247	59,61	143	162	1	1.0	0.675,0.705	0.754,0.821	-0.098
40	"AT1G54730"	NA	chr1	+	20428048	20428111	20428387	20428447	20427299	20427343	20428788	20428842	40	99,151	175,343	139,109	280,387	162	159	1	1.0	0.357,0.302	0.328,0.217	0.057
41	"AT3G28100"	NA	chr3	+	10458769	10459016	10460213	10460375	10456624	10456738	10460453	10460602	41	149,204	44,85	183,180	65,60	346	261	1	1.0	0.719,0.644	0.68,0.694	-0.006
42	"AT4G06676"	NA	chr4	+	3899167	3899233	3899704	3899846	3898810	3899089	3899967	3900020	42	32,48	83,189	30,40	132,156	165	241	1	1.0	0.36,0.271	0.249,0.272	0.055
43	"AT1G03090"	NA	chr1	+	741147	741207	741508	741601	740969	741065	741683	741795	43	1348,2158	2159,3286	1239,1638	1868,2600	159	192	1	1.0	0.43,0.442	0.445,0.432	-0.003
44	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732602	2729851	2730027	2732740	2732887	44	3984,5105	7,16	3961,4275	9,10	1796	107	1	1.0	0.971,0.95	0.963,0.962	-0.002
45	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732605	2729851	2730027	2732740	2732925	45	3987,5128	7,16	3966,4289	9,10	1799	107	1	1.0	0.971,0.95	0.963,0.962	-0.002
46	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732642	2729851	2730027	2732740	2732925	46	4002,5159	7,16	4014,4320	9,10	1836	107	1	1.0	0.971,0.949	0.963,0.962	-0.002
47	"AT1G49360"	NA	chr1	-	18268811	18268880	18269101	18269170	18268661	18268715	18269361	18269448	47	29,31	22,38	25,23	40,32	168	168	0.940844447412	1.0	0.569,0.449	0.385,0.418	0.108
48	"AT1G09932"	NA	chr1	-	3231736	3231811	3232016	3232137	3231543	3231632	3232476	3232556	48	13,18	9,9	15,40	9,11	220	174	0.884475571831	1.0	0.533,0.613	0.569,0.742	-0.083
49	"AT2G02180"	NA	chr2	+	561416	561469	561558	561651	561247	561338	561740	561812	49	185,384	309,553	221,324	448,486	152	192	1	1.0	0.431,0.467	0.384,0.457	0.029
50	"AT1G02100"	NA	chr1	+	392020	392072	392261	392300	391651	391716	392373	392495	50	212,249	121,158	160,226	111,109	151	138	1	1.0	0.616,0.59	0.568,0.655	-0.008
51	"AT1G12240"	NA	chr1	+	4154429	4154438	4155089	4155334	4153640	4154101	4155839	4156457	51	57,82	1472,1952	43,53	874,1378	108	344	1	1.0	0.11,0.118	0.135,0.109	-0.008
53	"AT1G02610"	NA	chr1	-	554471	554613	554795	554863	553599	553677	555571	555643	53	118,241	237,433	163,229	320,433	167	241	1	1.0	0.418,0.445	0.424,0.433	0.003
54	"AT3G55080"	NA	chr3	-	20412581	20412665	20412826	20412862	20412265	20412399	20413137	20413218	54	51,55	70,127	32,41	89,90	135	183	1	1.0	0.497,0.37	0.328,0.382	0.079
55	"AT3G55080"	NA	chr3	-	20412581	20412665	20412826	20412877	20412265	20412399	20413137	20413218	55	3,0	70,127	1,1	89,90	150	183	1	1.0	0.05,0.0	0.014,0.013	0.012
56	"AT5G14550"	NA	chr5	-	4692239	4692278	4692548	4692629	4691988	4692054	4692759	4692841	56	61,85	23,31	80,63	50,25	180	138	1	1.0	0.67,0.678	0.551,0.659	0.069
57	"AT3G57230"	NA	chr3	+	21179566	21179628	21179987	21180087	21177695	21179173	21180180	21180222	57	123,210	169,322	119,222	243,372	161	199	1	1.0	0.474,0.446	0.377,0.425	0.059
58	"AT1G28395"	NA	chr1	-	9969771	9969836	9970112	9970153	9969245	9969587	9971072	9971188	58	26,32	31,42	48,48	89,90	140	164	1	1.0	0.496,0.472	0.387,0.385	0.098
60	"AT5G55820"	NA	chr5	+	22589900	22590089	22590410	22590599	22587226	22589784	22591045	22592339	60	7,17	7,17	18,8	8,2	288	288	0.178005017349	1.0	0.5,0.5	0.692,0.8	-0.246
61	"AT2G17200"	NA	chr2	-	7482613	7482642	7483034	7483087	7482357	7482441	7483267	7483381	61	243,312	83,142	298,339	114,137	152	128	1	1.0	0.711,0.649	0.688,0.676	-0.002
62	"AT2G18280"	NA	chr2	+	7947161	7947249	7947332	7947462	7946688	7947086	7947542	7948468	62	1066,1496	1720,2546	1153,1262	2074,2339	187	229	1	1.0	0.431,0.418	0.405,0.398	0.023
63	"AT2G31810"	NA	chr2	+	13525750	13525834	13526000	13526153	13525173	13525242	13526422	13526509	63	1308,1885	2249,3188	1331,1586	2233,2825	183	252	1	1.0	0.445,0.449	0.451,0.436	0.004
64	"AT5G11030"	NA	chr5	-	3492220	3492298	3492732	3492804	3491871	3492030	3492887	3493216	64	26,37	39,72	33,66	72,93	171	177	1	1.0	0.408,0.347	0.322,0.423	0.005
66	"AT2G23760"	NA	chr2	-	10109401	10109462	10110620	10111012	10107706	10108424	10111779	10112778	66	446,602	47,93	481,688	81,77	491	160	1	1.0	0.756,0.678	0.659,0.744	0.016
67	"AT1G26680"	NA	chr1	+	9220739	9221127	9221504	9221925	9220293	9220635	9222006	9222125	67	6,1	1,2	2,13	8,3	487	520	0.590194107221	1.0	0.865,0.348	0.211,0.822	0.09
68	"AT3G06670"	NA	chr3	-	2111021	2111081	2111473	2111553	2110578	2110678	2111952	2112002	68	142,169	115,153	148,148	131,124	179	159	1	1.0	0.523,0.495	0.501,0.515	0.001
69	"AT2G36930"	NA	chr2	-	15510367	15510430	15510966	15511029	15509897	15510104	15511156	15511363	69	267,381	242,329	454,455	413,402	162	162	1	1.0	0.525,0.537	0.524,0.531	0.003
70	"AT1G72190"	NA	chr1	-	27168940	27169085	27169329	27169468	27168708	27168836	27169598	27169754	70	82,89	70,87	69,115	76,89	238	244	1	1.0	0.546,0.512	0.482,0.57	0.003
71	"AT3G46180"	NA	chr3	-	16955215	16955304	16955641	16955754	16954880	16955122	16955858	16955938	71	85,126	45,79	99,62	70,45	212	188	1	1.0	0.626,0.586	0.556,0.55	0.053
73	"AT3G02600"	NA	chr3	+	551704	551847	552436	552529	551183	551584	552930	553152	73	35,62	108,124	25,28	102,155	242	192	0.856138420632	1.0	0.205,0.284	0.163,0.125	0.1
74	"AT3G24360"	NA	chr3	-	8841905	8841958	8842174	8842239	8841401	8841536	8842411	8842513	74	4,8	1,0	2,10	0,0	164	152	1	1.0	0.788,1.0	1.0,1.0	-0.106
75	"AT3G16220"	NA	chr3	+	5497926	5498077	5498362	5498428	5497480	5497793	5498501	5498592	75	207,310	73,109	199,284	88,124	250	165	1	1.0	0.652,0.652	0.599,0.602	0.051
76	"AT3G15950"	NA	chr3	-	5399769	5399817	5400053	5400101	5399602	5399671	5400192	5400258	76	624,1072	428,768	938,1046	695,754	147	147	1	1.0	0.593,0.583	0.574,0.581	0.011
