ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"AT5G65970"	NA	chr5	-	26388353	26388669	26388495	26388669	26388166	26388234	3	71,97	2,0	127,85	0,0	241	99	1	1.0	0.936,1.0	1.0,1.0	-0.032
4	"AT5G65770"	NA	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315	4	0,3	126,168	1,0	146,131	180	99	1	1.0	0.0,0.01	0.004,0.0	0.003
5	"AT5G65440"	NA	chr5	+	26151421	26151806	26151421	26151747	26151996	26152050	5	3,4	2,7	3,6	4,6	158	99	1	1.0	0.485,0.264	0.32,0.385	0.022
7	"AT5G64630"	NA	chr5	+	25833650	25833772	25833650	25833762	25833856	25833883	7	3,0	18,11	0,0	30,11	109	99	1	1.0	0.131,0.0	0.0,0.0	0.066
8	"AT5G63960"	NA	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540	8	0,0	18,23	1,0	19,20	150	99	1	1.0	0.0,0.0	0.034,0.0	-0.017
9	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081	9	62,134	7,11	120,123	17,12	134	99	1	1.0	0.867,0.9	0.839,0.883	0.022
10	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	10	3,8	206,265	29,21	208,186	309	99	1	1.0	0.005,0.01	0.043,0.035	-0.032
13	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170	13	183,254	0,4	174,285	1,1	233	99	1	1.0	1.0,0.964	0.987,0.992	-0.008
14	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882	14	6,23	0,1	2,6	0,0	408	99	1	1.0	1.0,0.848	1.0,1.0	-0.076
15	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955	15	9,6	4,8	5,7	9,10	192	99	0.734080341158	1.0	0.537,0.279	0.223,0.265	0.164
