ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	0	0,1	95,144	0,0	109,124	198	198	1	1.0	0.0,0.007	0.0,0.0	0.004
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	1	58,60	95,144	52,58	109,124	198	198	1	1.0	0.379,0.294	0.323,0.319	0.016
2	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	2	8,13	70,129	14,13	74,98	180	180	1	1.0	0.103,0.092	0.159,0.117	-0.041
4	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	4	82,122	112,205	39,92	64,152	176	198	1	1.0	0.452,0.401	0.407,0.405	0.02
5	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	5	239,308	197,271	346,312	256,282	198	166	1	1.0	0.504,0.488	0.531,0.481	-0.01
6	"AT5G17170"	NA	chr5	+	5650434	5650516	5650623	5650692	5649886	5650053	5650804	5651205	6	222,364	261,387	522,701	572,699	181	168	1	1.0	0.441,0.466	0.459,0.482	-0.017
8	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	8	406,664	32,51	475,634	48,59	166	117	1	1.0	0.899,0.902	0.875,0.883	0.022
9	"AT5G01010"	NA	chr5	-	1913	1961	2434	2509	1744	1780	2747	2799	9	361,634	312,449	565,575	372,498	174	147	1	1.0	0.494,0.544	0.562,0.494	-0.009
11	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	11	28,38	30,65	45,49	76,58	138	156	1	1.0	0.513,0.398	0.401,0.488	0.011
12	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637	12	315,480	195,260	365,446	187,255	198	165	1	1.0	0.574,0.606	0.619,0.593	-0.016
13	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	13	21,34	70,90	24,38	89,116	119	152	1	1.0	0.277,0.325	0.256,0.295	0.026
14	"AT3G59660"	NA	chr3	-	22037585	22037661	22037891	22037989	22037186	22037315	22038072	22038123	14	116,176	139,191	176,168	214,188	197	175	1	1.0	0.426,0.45	0.422,0.443	0.006
15	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	15	79,123	138,262	159,166	255,341	170	198	1	1.0	0.4,0.353	0.421,0.362	-0.015
17	"AT3G53570"	NA	chr3	-	19862862	19862977	19863089	19863138	19862552	19862644	19863221	19863375	17	46,64	66,115	71,94	118,84	148	198	1	1.0	0.483,0.427	0.446,0.6	-0.068
18	"AT3G51840"	NA	chr3	-	19227561	19227621	19227730	19227804	19227348	19227458	19227913	19228037	18	1291,1846	1309,1869	1330,1685	1344,1775	173	159	1	1.0	0.475,0.476	0.476,0.466	0.005
19	"AT3G54750"	NA	chr3	-	20266153	20266275	20266633	20266732	20265838	20265940	20266821	20267036	19	19,32	40,58	44,41	51,54	198	198	0.880711509252	1.0	0.322,0.356	0.463,0.432	-0.109
20	"AT1G33790"	NA	chr1	+	12257974	12258400	12259068	12259494	12256963	12257202	12259579	12260032	20	274,352	350,570	555,465	713,684	198	198	1	1.0	0.439,0.382	0.438,0.405	-0.011
