ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
138	"AT5G53020"	NA	chr5	+	21498423	21500829	21498423	21498605	21499888	21500829
172	"AT5G48640"	NA	chr5	-	19724984	19725493	19724984	19725029	19725386	19725493
233	"AT5G40910"	NA	chr5	+	16395210	16397169	16395210	16395275	16396097	16397169
299	"AT5G26980"	NA	chr5	-	9488132	9488831	9488132	9488361	9488704	9488831
492	"AT5G18245"	NA	chr5	+	6028150	6028582	6028150	6028330	6028516	6028582
517	"AT5G07570"	NA	chr5	+	2393102	2396329	2393102	2394677	2394758	2396329
530	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2060980	2061047
708	"AT4G32850"	NA	chr4	+	15853669	15854241	15853669	15853753	15854043	15854241
819	"AT4G24590"	NA	chr4	+	12697216	12697842	12697216	12697377	12697733	12697842
1016	"AT4G14385"	NA	chr4	-	8287347	8288148	8287347	8287430	8288078	8288148
1285	"AT3G59470"	NA	chr3	-	21979542	21980839	21979542	21980122	21980527	21980839
1337	"AT3G55850"	NA	chr3	-	20724352	20725024	20724352	20724459	20724922	20725024
1414	"AT3G51360"	NA	chr3	-	19064538	19064948	19064538	19064610	19064851	19064948
1514	"AT2G05520"	NA	chr2	+	2026523	2027283	2026523	2026610	2026649	2027283
1646	"AT1G35320"	NA	chr1	-	12959476	12960799	12959476	12959768	12960680	12960799
1885	"AT2G30740"	NA	chr2	+	13095650	13096492	13095650	13095700	13095848	13096492
2009	"AT1G55750"	NA	chr1	-	20840974	20841489	20840974	20841022	20841375	20841489
2089	"AT5G07100"	NA	chr5	+	2204205	2205165	2204205	2204539	2204812	2205165
2094	"AT3G13970"	NA	chr3	-	4613491	4614124	4613491	4613755	4614055	4614124
2112	"AT1G54440"	NA	chr1	+	20326797	20327518	20326797	20326875	20327359	20327518
2184	"AT2G03480"	NA	chr2	+	1053007	1053574	1053007	1053169	1053270	1053574
2210	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783197	16786374	16786828
2211	"AT1G44125"	NA	chr1	-	16783003	16786828	16783003	16783921	16786374	16786828
2269	"AT1G09195"	NA	chr1	-	2967939	2968758	2967939	2968199	2968652	2968758
2285	"AT5G66005"	NA	chr5	-	26398726	26399001	26398726	26398814	26398909	26399001
2469	"AT5G28080"	NA	chr5	-	10091593	10092721	10091593	10091821	10092314	10092721
2725	"AT1G04300"	NA	chr1	-	1152878	1153345	1152878	1152947	1153233	1153345
2817	"AT3G26680"	NA	chr3	+	9803418	9804282	9803418	9803549	9803607	9804282
2821	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	628934	629321
2822	"AT1G02840"	NA	chr1	+	628776	629321	628776	628856	629287	629321
3071	"AT3G54620"	NA	chr3	-	20218483	20218789	20218483	20218536	20218713	20218789
3225	"AT3G27610"	NA	chr3	-	10227328	10227808	10227328	10227389	10227723	10227808
3235	"AT1G03470"	NA	chr1	-	867408	867733	867408	867511	867625	867733
3324	"AT3G45750"	NA	chr3	-	16796783	16797236	16796783	16796958	16797150	16797236
3353	"AT2G17780"	NA	chr2	-	7726541	7727503	7726541	7726960	7727324	7727503
3367	"AT1G13650"	NA	chr1	-	4681010	4682382	4681010	4681492	4682065	4682382
3536	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627540	26627774	26628053
3537	"AT1G70620"	NA	chr1	+	26627195	26628053	26627195	26627512	26627841	26628053
3541	"AT1G70620"	NA	chr1	+	26630246	26631104	26630246	26630303	26630700	26631104
3645	"AT1G48175"	NA	chr1	+	17790396	17791303	17790396	17791013	17791236	17791303
3745	"AT4G37440"	NA	chr4	+	17603111	17604086	17603111	17603594	17603663	17604086
3755	"AT1G51270"	NA	chr1	+	19010411	19011272	19010411	19010618	19010884	19011272
3841	"AT3G27300"	NA	chr3	-	10086114	10086488	10086114	10086310	10086411	10086488
3907	"AT5G06265"	NA	chr5	+	1905778	1906766	1905778	1906172	1906563	1906766
4145	"AT2G16940"	NA	chr2	-	7345694	7346177	7345694	7345776	7346107	7346177
4180	"AT1G65040"	NA	chr1	-	24162832	24163379	24162832	24162882	24163236	24163379
4256	"AT2G22260"	NA	chr2	+	9460917	9461386	9460917	9461149	9461312	9461386
4290	"AT1G33615"	NA	chr1	-	12193811	12194413	12193811	12193938	12194350	12194413
4361	"AT1G80260"	NA	chr1	+	30179355	30179988	30179355	30179427	30179856	30179988
4628	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611552	15611627	15611720
4629	"AT2G37160"	NA	chr2	+	15611441	15611720	15611441	15611547	15611632	15611720
4752	"AT4G35300"	NA	chr4	-	16798992	16799635	16798992	16799101	16799455	16799635
4864	"AT5G65740"	NA	chr5	-	26302829	26303514	26302829	26303051	26303332	26303514
4942	"AT2G30480"	NA	chr2	-	12991852	12992281	12991852	12991974	12992224	12992281
5091	"AT3G08840"	NA	chr3	-	2681948	2682856	2681948	2682193	2682619	2682856
5098	"AT1G26440"	NA	chr1	-	9144994	9145696	9144994	9145195	9145412	9145696
5202	"AT3G13225"	NA	chr3	-	4261870	4262534	4261870	4262165	4262447	4262534
5206	"AT3G13580"	NA	chr3	+	4433152	4433988	4433152	4433175	4433518	4433988
5217	"AT3G13740"	NA	chr3	+	4504989	4505543	4504989	4505079	4505440	4505543
5228	"AT3G14150"	NA	chr3	-	4692025	4692457	4692025	4692103	4692332	4692457
5381	"AT2G21590"	NA	chr2	+	9238364	9239098	9238364	9238761	9239032	9239098
5490	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993723	1993846	1994166
5491	"AT2G05440"	NA	chr2	+	1993573	1994166	1993573	1993744	1993846	1994166
