IncLevel1	IncLevel2	IncLevelDifference
0.996,0.994	0.996,0.999,0.994,0.997	-0.001
1.0,1.0	0.917,0.945,0.969,0.949	0.055
0.968,1.0	0.913,1.0,1.0,0.983	0.01
0.994,0.981	1.0,1.0,1.0,1.0	-0.012
1.0,1.0	0.99,1.0,1.0,1.0	0.002
1.0,1.0	1.0,1.0,1.0,0.961	0.01
1.0,1.0	0.995,1.0,1.0,1.0	0.001
1.0,1.0	1.0,1.0,1.0,1.0	0.0
0.942,1.0	0.982,1.0,1.0,0.968	-0.017
1.0,1.0	1.0,0.968,0.981,0.979	0.018
1.0,1.0	1.0,0.866,0.826,1.0	0.077
0.972,1.0	1.0,0.943,1.0,1.0	0.0
1.0,1.0	1.0,0.98,1.0,1.0	0.005
1.0,1.0	0.996,1.0,1.0,1.0	0.001
1.0,1.0	1.0,1.0,1.0,0.996	0.001
0.963,0.989	0.981,0.976,0.99,0.992	-0.009
1.0,1.0	1.0,1.0,0.993,1.0	0.002
0.068,0.273	0.0,0.0,0.0,0.0	0.171
0.969,1.0	1.0,1.0,1.0,1.0	-0.016
1.0,1.0	1.0,1.0,1.0,0.989	0.003
0.656,0.713	0.463,0.567,0.409,0.397	0.225
1.0,0.992	1.0,1.0,1.0,1.0	-0.004
1.0,1.0	1.0,1.0,0.957,1.0	0.011
1.0,1.0	0.994,1.0,1.0,0.996	0.003
0.996,1.0	0.989,0.996,0.985,0.992	0.008
1.0,0.995	1.0,1.0,1.0,1.0	-0.002
1.0,1.0	1.0,1.0,1.0,1.0	0.0
0.728,0.555	0.495,0.631,0.493,0.535	0.103
1.0,1.0	0.963,0.929,1.0,0.971	0.034
0.953,0.993	1.0,0.993,0.976,0.975	-0.013
0.993,1.0	1.0,1.0,1.0,1.0	-0.004
1.0,0.99	1.0,1.0,1.0,1.0	-0.005
1.0,1.0	1.0,1.0,1.0,0.991	0.002
1.0,1.0	1.0,0.985,1.0,1.0	0.004
1.0,0.997	0.988,1.0,0.991,0.996	0.005
0.0,0.151	0.0,0.0,0.572,0.0	-0.067
0.125,0.0	0.682,0.0,0.052,0.0	-0.121
0.093,0.0	0.0,0.0,0.264,0.0	-0.02
0.948,0.934	0.985,0.964,0.939,0.942	-0.016
1.0,1.0	1.0,1.0,0.979,1.0	0.005
1.0,1.0	1.0,1.0,0.99,1.0	0.002
1.0,1.0	1.0,1.0,0.986,1.0	0.004
0.997,1.0	1.0,1.0,0.997,0.988	0.002
1.0,1.0	1.0,1.0,0.996,1.0	0.001
0.663,0.67	0.89,1.0,0.933,0.875	-0.258
0.836,0.667	0.911,1.0,0.952,0.925	-0.196
1.0,1.0	1.0,1.0,1.0,0.935	0.016
1.0,0.928	1.0,1.0,NA,1.0	-0.036
0.944,0.455	1.0,1.0,1.0,1.0	-0.3
0.896,0.572	1.0,0.732,0.438,1.0	-0.058
1.0,NA	NA,NA,1.0,0.0	0.5
1.0,NA	1.0,1.0,1.0,0.274	0.181
1.0,1.0	1.0,1.0,1.0,0.999	0.0
1.0,1.0	1.0,1.0,1.0,0.894	0.026
0.952,1.0	1.0,1.0,1.0,1.0	-0.024
1.0,1.0	1.0,1.0,1.0,0.782	0.054
0.991,1.0	1.0,1.0,1.0,1.0	-0.004
0.97,1.0	1.0,0.968,0.985,1.0	-0.003
0.988,1.0	1.0,1.0,1.0,0.996	-0.005
1.0,0.993	1.0,1.0,1.0,1.0	-0.004
1.0,0.992	1.0,1.0,1.0,1.0	-0.004
1.0,0.992	1.0,1.0,1.0,1.0	-0.004
1.0,1.0	0.974,0.995,1.0,0.986	0.011
0.985,0.986	1.0,0.912,0.898,0.951	0.045
0.406,0.804	1.0,1.0,1.0,0.94	-0.38
0.416,0.416	1.0,1.0,1.0,0.74	-0.519
1.0,0.999	1.0,1.0,1.0,1.0	-0.0
0.103,0.023	0.041,0.04,0.105,0.084	-0.005
0.138,0.094	0.142,0.093,0.079,0.138	0.003
1.0,1.0	1.0,1.0,1.0,0.983	0.004
0.991,1.0	1.0,1.0,1.0,1.0	-0.004
1.0,0.991	1.0,1.0,1.0,1.0	-0.004
0.992,1.0	1.0,0.99,0.977,0.991	0.006
0.991,1.0	1.0,0.985,0.969,0.987	0.01
1.0,1.0	0.998,1.0,1.0,1.0	0.0
0.998,0.998	0.99,1.0,1.0,1.0	0.0
1.0,1.0	1.0,1.0,0.982,1.0	0.004
1.0,1.0	1.0,1.0,1.0,0.998	0.0
1.0,0.988	1.0,1.0,1.0,1.0	-0.006
0.992,1.0	1.0,1.0,1.0,1.0	-0.004
1.0,0.994	1.0,1.0,1.0,1.0	-0.003
1.0,1.0	1.0,1.0,1.0,0.966	0.008
0.998,0.998	1.0,0.993,1.0,0.996	0.001
0.992,0.989	0.988,0.988,0.98,0.997	0.002
0.018,0.012	0.021,0.005,0.009,0.011	0.003
1.0,1.0	1.0,0.82,1.0,1.0	0.045
1.0,1.0	0.878,1.0,1.0,1.0	0.03
0.0,0.002	0.0,0.004,0.003,0.004	-0.002
1.0,1.0	1.0,1.0,1.0,1.0	0.0
0.987,1.0	1.0,1.0,1.0,1.0	-0.006
1.0,1.0	1.0,0.996,1.0,1.0	0.001
1.0,1.0	1.0,0.989,1.0,1.0	0.003
1.0,1.0	1.0,0.995,1.0,0.998	0.002
1.0,1.0	1.0,0.991,1.0,0.998	0.003
