ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	0	6,23	280,425	7,9	218,342	233	341	1	1.0	0.03,0.073	0.045,0.037	0.011
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	1	71,116	280,425	69,91	218,342	212	341	1	1.0	0.29,0.305	0.337,0.3	-0.021
2	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	2	14,19	143,190	18,17	74,148	180	180	1	1.0	0.089,0.091	0.196,0.103	-0.059
3	"AT5G40210"	NA	chr5	-	16074470	16074663	16075445	16075559	16074202	16074364	16075749	16075815	3	1,3	5,5	2,0	0,12	213	292	1	1.0	0.215,0.451	1.0,0.0	-0.167
5	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	5	116,185	237,371	72,155	193,270	176	222	1	1.0	0.382,0.386	0.32,0.42	0.014
6	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	6	371,487	297,403	360,500	318,422	205	166	1	1.0	0.503,0.495	0.478,0.49	0.015
7	"AT5G17020"	NA	chr5	+	5597308	5597353	5597493	5597601	5597152	5597215	5597734	5597833	7	97,126	239,281	78,100	172,271	144	207	1	1.0	0.368,0.392	0.395,0.347	0.009
8	"AT5G14710"	NA	chr5	+	4746725	4746773	4746862	4746909	4746263	4746524	4747247	4747314	8	90,122	70,82	68,96	55,64	147	146	1	1.0	0.561,0.596	0.551,0.598	0.004
10	"AT5G10278"	NA	chr5	+	3227508	3227619	3228763	3228867	3226320	3226525	3229579	3229669	10	5,6	19,15	1,13	13,14	210	203	1	1.0	0.203,0.279	0.069,0.473	-0.03
11	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	11	775,1026	86,87	593,964	52,91	166	117	1	1.0	0.864,0.893	0.889,0.882	-0.007
13	"AT4G30690"	NA	chr4	+	14961508	14961558	14961672	14961706	14961360	14961413	14961810	14961883	13	700,909	305,382	519,833	256,358	149	133	1	1.0	0.672,0.68	0.644,0.675	0.017
14	"AT4G29940"	NA	chr4	-	14648754	14648835	14648992	14649073	14648138	14648600	14649234	14649315	14	97,108	136,195	47,93	83,131	180	180	1	1.0	0.416,0.356	0.362,0.415	-0.002
15	"AT4G29940"	NA	chr4	-	14648992	14649073	14649234	14649315	14648754	14648835	14649467	14649548	15	94,125	126,192	43,78	84,127	180	180	1	1.0	0.427,0.394	0.339,0.38	0.051
16	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	16	57,67	98,99	38,76	72,83	138	156	1	1.0	0.397,0.433	0.374,0.509	-0.026
17	"AT4G23660"	NA	chr4	-	12330119	12330255	12330916	12331378	12329530	12329652	12331637	12331679	17	259,401	94,157	263,396	87,127	561	235	1	1.0	0.536,0.517	0.559,0.566	-0.036
18	"AT4G17040"	NA	chr4	-	9586928	9587042	9587373	9587451	9586702	9586811	9587618	9587745	18	1670,2201	2025,2561	1523,2341	1738,2684	177	213	1	1.0	0.498,0.508	0.513,0.512	-0.009
19	"AT4G16765"	NA	chr4	-	9431001	9431123	9431428	9431480	9430743	9430844	9431557	9431638	19	51,68	161,211	62,73	168,294	151	221	1	1.0	0.317,0.321	0.351,0.267	0.01
20	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637	20	516,726	315,398	490,712	228,394	201	165	1	1.0	0.574,0.6	0.638,0.597	-0.03
21	"AT4G02760"	NA	chr4	-	1226580	1226691	1226885	1226987	1226311	1226412	1227080	1227256	21	82,91	37,44	88,145	27,60	201	210	1	1.0	0.698,0.684	0.773,0.716	-0.053
22	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	22	92,92	143,192	82,150	157,238	147	168	1	1.0	0.424,0.354	0.374,0.419	-0.007
23	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	23	24,44	112,138	23,60	134,189	119	152	1	1.0	0.215,0.289	0.18,0.289	0.018
