ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
212	AT5G18420		chr5	-	6105904	6105989	6105904	6105986	6106199	6106341	212	92,81	80,122	18,34	84,176	102	99	7.20107446528e-05	0.0296377203879673	0.527,0.392	0.172,0.158	0.295
883	AT4G26140		chr4	-	13244507	13244689	13244507	13244683	13244784	13244946	883	61,49	22,31	11,26	32,52	105	99	7.8131073079e-05	0.0296377203879673	0.723,0.598	0.245,0.32	0.378
1112	AT5G52170		chr5	+	21199120	21199491	21199135	21199491	21198877	21199040	1112	1,0	1,7	2,5	2,0	114	99	0.000125246029285	0.0329941480134382	0.465,0.0	0.465,1.0	-0.5
1216	AT1G10590		chr1	-	3502762	3503049	3502762	3503004	3503369	3503437	1216	12,26	96,104	9,22	7,10	144	99	1.9594616854e-05	0.022298673979852	0.079,0.147	0.469,0.602	-0.422
1304	AT1G08220		chr1	-	2582796	2582865	2582796	2582860	2582997	2583038	1304	4,15	65,70	17,15	19,6	104	99	0.000151337026519	0.0336561130652963	0.055,0.169	0.46,0.704	-0.47
1436	AT3G04630		chr3	+	1259566	1259661	1259569	1259661	1259226	1259461	1436	109,134	141,120	88,201	37,61	102	99	0.000162661354885	0.0336561130652963	0.429,0.52	0.698,0.762	-0.255
1593	AT1G15280		chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1593	436,394	404,423	346,634	95,203	102	99	2.76114076048e-09	6.28435637085248e-06	0.512,0.475	0.779,0.752	-0.272
1732	AT1G13880		chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1732	18,29	90,143	56,81	63,122	102	99	0.000130468950844	0.0329941480134382	0.163,0.164	0.463,0.392	-0.264
1765	AT4G03110		chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1765	242,284	132,163	298,346	39,77	102	99	0.000102645398335	0.0329941480134382	0.64,0.628	0.881,0.813	-0.213
1821	AT1G06833		chr1	-	12922837	12923746	12922837	12923488	12924916	12925030	1821	12,4	5,2	2,9	0,0	357	99	4.02756437986e-05	0.0296377203879673	0.4,0.357	1.0,1.0	-0.621
2331	AT2G37480		chr2	+	15739249	15739848	15739252	15739848	15738603	15738899	2331	1002,1155	386,459	782,1357	118,139	102	99	6.47037305366e-05	0.0296377203879673	0.716,0.709	0.865,0.905	-0.173
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
65	AT5G44750		chr5	+	18056513	18056585	18056513	18056573	18056667	18056754	65	21,47	14,22	3,15	28,41	111	99	9.89297318144e-06	0.0003742841520311	0.572,0.656	0.087,0.246	0.448
82	AT5G37340		chr5	-	14789310	14789409	14789342	14789409	14789165	14789219	82	5,2	2,0	1,2	4,11	131	99	0.00153335222869	0.0343168548082874	0.654,1.0	0.159,0.121	0.687
143	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	143	159,132	29,32	34,68	62,99	164	99	2.44249065418e-15	3.234264707910017e-13	0.768,0.713	0.249,0.293	0.469
157	AT5G37690		chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	157	158,240	55,97	44,68	59,88	123	99	5.69864735189e-06	0.0002321833497988	0.698,0.666	0.375,0.383	0.303
181	AT5G01660		chr5	-	248875	249207	248979	249207	248324	248443	181	4,0	2,2	7,15	0,1	203	99	0.00162205468984	0.0357978458632744	0.494,0.0	1.0,0.88	-0.693
197	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	197	7,23	35,38	15,30	6,1	113	99	6.3967424454e-06	0.0002541105936435	0.149,0.347	0.687,0.963	-0.577
216	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	216	219,345	336,459	60,128	368,729	132	99	3.50929008075e-09	2.2305047753247e-07	0.328,0.361	0.109,0.116	0.232
227	AT4G33520		chr4	+	16125440	16125525	16125440	16125521	16125625	16126150	227	1,2	0,0	0,0	1,3	103	99	5.57972190673e-09	3.410068503766912e-07	1.0,1.0	0.0,0.0	1.0
