ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,7	7,20	1,2	13,6	175	99	1	1.0	0.075,0.165	0.042,0.159	0.019
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	159,162	357,354	74,151	272,457	198	99	1	1.0	0.182,0.186	0.12,0.142	0.053
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	83,78	377,445	67,109	258,461	198	99	1	1.0	0.099,0.081	0.115,0.106	-0.021
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	16,8	28,27	19,7	16,39	177	99	1	1.0	0.242,0.142	0.399,0.091	-0.053
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	48,62	165,202	26,40	132,216	198	99	1	1.0	0.127,0.133	0.09,0.085	0.043
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	19,20	142,184	18,29	100,149	196	99	1	1.0	0.063,0.052	0.083,0.09	-0.029
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	43,31	16,11	42,31	12,18	198	99	1	1.0	0.573,0.585	0.636,0.463	0.029
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	39,39	12,10	31,49	2,10	191	99	0.574650518921	1.0	0.627,0.669	0.889,0.717	-0.155
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	762,941	174,182	486,661	106,185	188	99	1	1.0	0.698,0.731	0.707,0.653	0.034
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	195,293	710,816	119,217	556,822	178	99	1	1.0	0.133,0.166	0.106,0.128	0.033
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	236,353	4344,6046	237,443	4158,6664	162	99	1	1.0	0.032,0.034	0.034,0.039	-0.004
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	66,69	110,119	32,65	69,91	198	99	1	1.0	0.231,0.225	0.188,0.263	0.003
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	117,142	545,611	78,161	467,758	175	99	1	1.0	0.108,0.116	0.086,0.107	0.015
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	2,7	43,53	7,5	35,68	182	99	1	1.0	0.025,0.067	0.098,0.038	-0.022
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	31,31	80,97	21,53	45,71	196	99	1	1.0	0.164,0.139	0.191,0.274	-0.081
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	14,15	111,85	9,25	61,96	197	99	1	1.0	0.06,0.081	0.069,0.116	-0.022
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	170,213	16,40	94,175	14,20	198	99	1	1.0	0.842,0.727	0.77,0.814	-0.008
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	2,0	106,115	1,2	50,97	198	99	1	1.0	0.009,0.0	0.01,0.01	-0.006
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	69,87	161,160	46,81	86,136	182	99	1	1.0	0.189,0.228	0.225,0.245	-0.026
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	12,10	112,108	6,28	72,113	198	99	1	1.0	0.051,0.044	0.04,0.11	-0.027
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	2,4	37,28	0,4	21,26	175	99	1	1.0	0.03,0.075	0.0,0.08	0.012
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	27,15	248,242	14,25	147,260	198	99	1	1.0	0.052,0.03	0.045,0.046	-0.005
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	1,11	19,13	3,2	5,8	194	99	1	1.0	0.026,0.302	0.234,0.113	-0.01
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	3,18	21,13	5,12	6,15	165	99	0.925295965204	1.0	0.079,0.454	0.333,0.324	-0.062
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	109,136	95,145	86,183	93,112	198	99	1	1.0	0.365,0.319	0.316,0.45	-0.041
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	23,12	382,447	12,31	325,466	181	99	1	1.0	0.032,0.014	0.02,0.035	-0.005
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	16,23	0,0	35,38	0,1	191	99	1	1.0	1.0,1.0	1.0,0.952	0.024
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	83,107	2886,4008	43,85	2197,3822	174	99	1	1.0	0.016,0.015	0.011,0.012	0.004
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	36,67	2969,4114	25,46	2143,3767	190	99	1	1.0	0.006,0.008	0.006,0.006	0.001
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	7,16	230,360	13,23	219,287	187	99	1	1.0	0.016,0.023	0.03,0.041	-0.016
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	126,223	4,0	145,219	2,0	198	99	1	1.0	0.94,1.0	0.973,1.0	-0.016
33	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516219	25516918	33	230,367	0,0	226,343	1,0	198	99	1	1.0	1.0,1.0	0.991,1.0	0.004
34	"AT5G63700"	NA	chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	34	12,18	44,35	80,75	14,25	198	99	8.83158657317e-10	2.0935065695828697e-07	0.12,0.205	0.741,0.6	-0.508
35	"AT5G63620"	NA	chr5	-	25466693	25467087	25466693	25466864	25466945	25467087	35	76,119	529,784	81,157	494,751	180	99	1	1.0	0.073,0.077	0.083,0.103	-0.018
36	"AT5G63440"	NA	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	36	20,16	79,68	10,8	56,85	198	99	1	1.0	0.112,0.105	0.082,0.045	0.045
37	"AT5G63220"	NA	chr5	-	25353033	25353420	25353033	25353267	25353339	25353420	37	10,10	113,141	1,1	89,113	171	99	1	1.0	0.049,0.039	0.006,0.005	0.038
39	"AT5G63130"	NA	chr5	+	25323438	25324739	25323438	25324275	25324364	25324739	39	1,0	0,0	1,0	1,0	188	99	1	1.0	1.0,NA	0.345,NA	0.655
