ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
16	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466686	25466864
17	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087
54	"AT5G53900"	NA	chr5	-	21882328	21882734	21882328	21882434	21882856	21882907
56	"AT5G53020"	NA	chr5	+	21499290	21500829	21499888	21500829	21498423	21498605
58	"AT5G53020"	NA	chr5	+	21499888	21500829	21499966	21500829	21499416	21499440
75	"AT5G50240"	NA	chr5	+	20451631	20451902	20451640	20451902	20451532	20451544
80	"AT5G48640"	NA	chr5	-	19724984	19725236	19724984	19725029	19725386	19725493
83	"AT5G48545"	NA	chr5	+	19677544	19677747	19677693	19677747	19676967	19677034
94	"AT5G46250"	NA	chr5	+	18757246	18757315	18757250	18757315	18757110	18757158
106	"AT5G41700"	NA	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141
107	"AT5G41700"	NA	chr5	+	16676781	16677509	16677079	16677509	16676491	16676619
110	"AT5G40910"	NA	chr5	+	16395536	16397169	16396097	16397169	16395210	16395275
116	"AT5G40280"	NA	chr5	+	16102637	16102870	16102816	16102870	16102244	16102280
130	"AT5G37340"	NA	chr5	-	14789165	14789236	14789165	14789219	14789342	14789409
162	"AT5G24350"	NA	chr5	+	8304631	8305566	8304644	8305566	8303289	8304256
175	"AT5G23080"	NA	chr5	-	7746183	7746258	7746183	7746255	7746432	7746519
187	"AT5G20720"	NA	chr5	+	7015009	7015188	7015012	7015188	7014668	7014916
188	"AT5G57300"	NA	chr5	-	23210517	23210660	23210517	23210654	23210874	23211002
202	"AT5G28020"	NA	chr5	-	10028127	10028179	10028127	10028172	10028485	10028525
203	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028172	10028485	10028525
204	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028179	10028485	10028525
208	"AT5G17170"	NA	chr5	+	5650623	5650692	5650628	5650692	5650434	5650520
217	"AT5G15540"	NA	chr5	-	5055961	5056217	5055961	5056209	5056550	5056646
222	"AT5G14430"	NA	chr5	+	4653708	4653899	4653716	4653899	4653471	4653636
240	"AT5G12290"	NA	chr5	-	3976383	3976578	3976383	3976574	3976699	3976865
252	"AT5G10070"	NA	chr5	-	3148900	3149198	3148900	3149022	3149297	3149388
261	"AT5G08535"	NA	chr5	+	2762441	2762940	2762709	2762940	2762028	2762261
275	"AT5G07570"	NA	chr5	+	2394758	2396329	2395118	2396329	2393102	2394677
288	"AT5G06690"	NA	chr5	-	2060871	2061047	2060871	2060889	2061135	2061210
291	"AT5G06440"	NA	chr5	-	1965756	1965856	1965756	1965849	1965951	1966041
294	"AT5G05310"	NA	chr5	+	1572220	1572322	1572225	1572322	1572080	1572149
305	"AT5G03345"	NA	chr5	+	814369	814422	814373	814422	814003	814268
318	"AT5G01470"	NA	chr5	+	192295	192769	192301	192769	192128	192227
322	"AT5G01010"	NA	chr5	-	1278	1646	1278	1459	1744	1780
330	"AT4G39140"	NA	chr4	-	18230996	18231374	18230996	18231301	18231906	18232020
331	"AT4G39140"	NA	chr4	-	18230996	18231378	18230996	18231301	18231906	18232020
332	"AT4G39140"	NA	chr4	-	18230996	18231378	18230996	18231374	18231906	18232020
350	"AT5G14780"	NA	chr5	+	4777602	4777933	4777733	4777933	4776732	4777129
352	"AT5G14780"	NA	chr5	+	4777733	4777933	4777758	4777933	4776732	4777129
353	"AT5G14780"	NA	chr5	+	4777733	4777933	4777758	4777933	4776732	4777646
356	"AT4G35920"	NA	chr4	-	17014306	17014522	17014306	17014409	17015075	17015493
372	"AT4G34090"	NA	chr4	-	16328397	16328493	16328397	16328479	16328564	16328663
373	"AT4G34090"	NA	chr4	-	16328397	16328493	16328397	16328479	16328568	16328663
374	"AT5G48000"	NA	chr5	-	19446761	19447008	19446761	19447004	19447121	19447149
375	"AT5G48000"	NA	chr5	-	19446761	19447008	19446761	19447004	19447705	19447866
376	"AT4G33770"	NA	chr4	-	16194666	16195038	16194666	16194787	16195121	16195203
384	"AT4G32850"	NA	chr4	+	15854043	15854241	15854164	15854241	15853669	15853753
387	"AT4G32850"	NA	chr4	+	15854317	15855194	15854326	15855194	15854164	15854245
389	"AT4G32600"	NA	chr4	+	15723919	15724677	15723957	15724677	15723344	15723674
414	"AT5G64460"	NA	chr5	-	25775044	25775115	25775044	25775106	25775394	25775429
429	"AT4G26300"	NA	chr4	-	13312195	13312270	13312195	13312266	13313019	13313109
431	"AT4G26070"	NA	chr4	+	13218146	13218231	13218153	13218231	13217794	13217867
443	"AT4G24590"	NA	chr4	+	12697448	12697842	12697733	12697842	12697216	12697377
453	"AT4G30820"	NA	chr4	+	15006647	15007516	15007106	15007516	15006484	15006557
470	"AT4G22540"	NA	chr4	-	11863760	11864126	11863760	11864123	11865712	11866475
474	"AT4G21760"	NA	chr4	+	11563298	11563401	11563332	11563401	11562967	11563227
501	"AT4G20010"	NA	chr4	+	10843219	10843329	10843223	10843329	10842918	10843027
546	"AT4G14880"	NA	chr4	-	8520017	8520066	8520017	8520063	8520136	8520596
550	"AT4G14500"	NA	chr4	+	8335829	8335913	8335846	8335913	8335565	8335742
554	"AT4G14385"	NA	chr4	-	8287347	8287544	8287347	8287430	8288078	8288148
559	"AT4G13590"	NA	chr4	-	7903341	7903498	7903341	7903494	7903650	7904042
580	"AT4G34600"	NA	chr4	+	16529639	16530228	16529838	16530228	16529057	16529364
583	"AT4G11410"	NA	chr4	-	6945404	6945866	6945404	6945451	6945965	6946044
587	"AT4G10430"	NA	chr4	-	6454874	6455374	6454874	6455241	6455796	6455883
592	"AT4G09680"	NA	chr4	+	6121464	6122407	6122087	6122407	6121178	6121395
621	"AT5G26040"	NA	chr5	-	9100377	9100442	9100377	9100428	9100528	9100695
626	"AT4G03230"	NA	chr4	-	1420535	1420891	1420535	1420879	1420958	1421444
631	"AT4G02885"	NA	chr4	+	6666372	6666456	6666379	6666456	6665857	6666001
641	"AT5G10490"	NA	chr5	-	3303927	3304104	3303927	3303981	3304532	3304759
652	"AT5G16650"	NA	chr5	-	5463176	5463617	5463176	5463457	5463738	5463812
658	"AT5G27830"	NA	chr5	+	9861737	9862108	9861917	9862108	9861288	9861425
669	"AT3G62750"	NA	chr3	+	23215853	23216355	23216168	23216355	23215673	23215789
670	"AT3G62750"	NA	chr3	+	23215853	23216355	23216267	23216355	23215673	23215789
671	"AT3G62750"	NA	chr3	+	23216168	23216355	23216267	23216355	23215673	23215789
675	"AT4G22110"	NA	chr4	-	11711973	11712272	11711973	11712069	11712832	11712908
676	"AT3G61450"	NA	chr3	+	22739344	22739413	22739351	22739413	22739171	22739261
677	"AT3G61070"	NA	chr3	-	22605967	22606167	22605967	22606164	22606711	22606822
679	"AT3G60600"	NA	chr3	+	22401501	22401990	22401912	22401990	22401284	22401440
680	"AT3G60600"	NA	chr3	+	22401521	22401990	22401912	22401990	22401284	22401440
682	"AT3G60286"	NA	chr3	-	22281722	22281990	22281722	22281987	22282179	22282255
683	"AT3G60260"	NA	chr3	+	22274255	22274387	22274258	22274387	22273842	22274108
695	"AT3G59470"	NA	chr3	-	21979542	21980132	21979542	21980122	21980527	21980839
697	"AT3G59320"	NA	chr3	-	21925940	21926305	21925940	21926135	21926544	21926639
728	"AT3G56160"	NA	chr3	-	20839033	20839141	20839033	20839055	20840318	20840397
730	"AT3G55880"	NA	chr3	+	20738259	20738967	20738625	20738967	20737315	20737584
736	"AT3G54740"	NA	chr3	+	20262795	20264115	20263036	20264115	20262336	20262679
765	"AT3G51270"	NA	chr3	+	19033801	19033934	19033805	19033934	19033614	19033696
771	"AT3G51075"	NA	chr3	-	18971490	18971828	18971490	18971628	18972029	18972285
777	"AT4G05210"	NA	chr4	+	2683401	2683617	2683406	2683617	2682612	2683017
788	"AT3G48870"	NA	chr3	-	18125374	18126024	18125374	18125958	18126367	18126664
793	"AT3G47010"	NA	chr3	-	17317316	17317518	17317316	17317510	17317588	17317776
798	"AT3G46658"	NA	chr3	+	17189302	17191349	17190003	17191349	17188838	17189030
807	"AT3G46210"	NA	chr3	-	16978383	16978502	16978383	16978499	16978851	16978892
808	"AT3G46210"	NA	chr3	-	16978383	16978502	16978383	16978499	16978864	16978916
813	"AT1G53780"	NA	chr1	-	20077199	20077316	20077199	20077292	20077441	20077543
824	"AT2G05520"	NA	chr2	+	2026670	2027117	2026733	2027117	2026523	2026610
825	"AT2G05520"	NA	chr2	+	2026712	2027117	2026733	2027117	2026523	2026610
826	"AT2G05520"	NA	chr2	+	2026670	2027117	2026712	2027117	2026523	2026628
827	"AT2G05520"	NA	chr2	+	2026670	2027117	2026733	2027117	2026523	2026628
828	"AT2G05520"	NA	chr2	+	2026712	2027117	2026733	2027117	2026523	2026628
830	"AT4G24230"	NA	chr4	-	12566630	12567144	12566630	12567138	12567237	12567362
831	"AT5G35330"	NA	chr5	-	13524824	13525279	13524824	13525275	13525641	13525834
833	"AT3G14230"	NA	chr3	-	4737574	4738454	4737574	4738451	4738699	4739136
835	"AT2G03600"	NA	chr2	+	1098229	1098826	1098243	1098826	1098040	1098128
844	"AT2G02780"	NA	chr2	-	782272	782504	782272	782387	782570	782764
850	"AT2G01460"	NA	chr2	+	211064	211190	211092	211190	210916	210971
853	"AT5G45472"	NA	chr5	+	18426081	18429122	18427334	18429122	18425891	18426001
854	"AT5G45472"	NA	chr5	+	18426127	18429122	18427334	18429122	18425891	18426001
855	"AT4G39460"	NA	chr4	-	18357852	18357929	18357852	18357925	18358051	18358138
856	"AT4G39460"	NA	chr4	-	18357852	18357929	18357852	18357925	18358055	18358138
873	"AT1G80190"	NA	chr1	+	30159435	30159550	30159439	30159550	30158922	30159245
902	"AT5G55550"	NA	chr5	-	22503436	22503846	22503436	22503669	22503926	22504076
909	"AT1G75760"	NA	chr1	-	28447116	28447393	28447116	28447241	28447466	28447607
911	"AT3G21710"	NA	chr3	+	7648988	7649894	7649347	7649894	7648315	7648757
913	"AT3G11945"	NA	chr3	-	3782140	3782265	3782140	3782253	3782673	3782981
919	"AT1G73177"	NA	chr1	-	27516571	27516782	27516571	27516777	27517140	27517194
920	"AT1G72640"	NA	chr1	-	27346568	27346919	27346568	27346664	27347084	27347147
928	"AT1G70830"	NA	chr1	-	26710004	26710283	26710004	26710244	26710817	26711053
938	"AT1G68890"	NA	chr1	+	25899314	25899395	25899326	25899395	25899134	25899191
939	"AT1G68890"	NA	chr1	+	25899314	25899395	25899326	25899395	25899195	25899208
976	"AT2G46800"	NA	chr2	+	19237292	19238032	19237968	19238032	19235373	19235659
977	"AT1G64790"	NA	chr1	-	24072965	24073036	24072965	24073022	24073129	24073252
988	"AT1G63690"	NA	chr1	+	23621394	23621537	23621398	23621537	23621164	23621257
1003	"AT2G30740"	NA	chr2	+	13095848	13096492	13096351	13096492	13095355	13095484
1004	"AT2G30740"	NA	chr2	+	13095848	13096492	13096351	13096492	13095650	13095700
1015	"AT1G56700"	NA	chr1	+	21256734	21257006	21256785	21257006	21256339	21256371
1020	"AT4G31570"	NA	chr4	+	15298134	15303824	15298145	15303824	15297330	15297997
1032	"AT1G59750"	NA	chr1	+	21983071	21983541	21983080	21983541	21982823	21982989
1036	"AT1G59560"	NA	chr1	+	21883197	21883427	21883348	21883427	21882979	21883111
1039	"AT4G33050"	NA	chr4	-	15945246	15945661	15945246	15945477	15945749	15945838
1041	"AT1G09060"	NA	chr1	-	2924648	2925264	2924648	2925248	2925711	2925826
1056	"AT1G55750"	NA	chr1	-	20840974	20841261	20840974	20841022	20841375	20841489
1059	"AT2G25950"	NA	chr2	+	11070340	11070661	11070481	11070661	11070151	11070260
1062	"AT1G55325"	NA	chr1	+	20639492	20639606	20639527	20639606	20639341	20639396
1066	"AT1G56340"	NA	chr1	-	21090162	21090282	21090162	21090272	21090490	21090538
1073	"AT1G73280"	NA	chr1	-	27553266	27553576	27553266	27553380	27553666	27553738
1084	"AT5G09900"	NA	chr5	-	3092144	3092339	3092144	3092335	3092427	3092566
1085	"AT1G13440"	NA	chr1	-	4609274	4609335	4609274	4609321	4609505	4609582
