ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
1	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989
2	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
3	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535
4	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
5	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
6	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243
7	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
8	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235
9	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833
10	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206
11	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
12	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795
13	"AT5G64540"	NA	chr5	-	25800992	25801082	25800784	25800842	25801184	25801302
14	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
15	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823
16	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339
17	"AT5G63940"	NA	chr5	+	25590743	25590893	25590463	25590611	25590995	25591482
18	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
19	"AT5G63640"	NA	chr5	+	25480099	25480175	25479856	25480017	25480294	25480380
20	"AT5G63550"	NA	chr5	+	25445272	25445306	25444574	25445191	25445813	25445893
21	"AT5G63540"	NA	chr5	-	25443082	25443181	25442760	25442915	25443295	25443441
22	"AT5G63260"	NA	chr5	+	25362609	25362657	25361746	25362298	25362725	25362791
23	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700
24	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973
25	"AT5G63090"	NA	chr5	-	25309870	25309929	25308571	25309302	25310678	25310973
