ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196
2	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493
3	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632
4	"AT5G37780"	NA	chr5	-	15005346	15005424	15005884	15005929	15004526	15005142	15006041	15006205
5	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138
6	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130
7	"AT5G10510"	NA	chr5	+	3318742	3318811	3318812	3318821	3317438	3317521	3318903	3318992
8	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210
9	"AT4G32470"	NA	chr4	-	15670019	15670020	15670070	15670118	15669218	15669709	15670732	15670890
10	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617
11	"AT4G21534"	NA	chr4	+	11457604	11457682	11457806	11457877	11457422	11457509	11458004	11458268
12	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637
13	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994
14	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708
15	"AT3G60340"	NA	chr3	+	22304387	22304482	22304674	22304759	22304158	22304258	22304845	22304897
16	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161
17	"AT3G56160"	NA	chr3	-	20839374	20839488	20839888	20839947	20839033	20839055	20840318	20840397
18	"AT3G55860"	NA	chr3	-	20728292	20728332	20728402	20728476	20728133	20728199	20728557	20728766
19	"AT1G33790"	NA	chr1	+	12257974	12258400	12259068	12259494	12256963	12257202	12259579	12260032
20	"AT1G75670"	NA	chr1	-	28416069	28416221	28416395	28416519	28415847	28415957	28416744	28416867
21	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570
22	"AT2G04900"	NA	chr2	+	1722669	1722740	1722824	1722905	1722480	1722590	1722989	1723033
23	"AT2G04900"	NA	chr2	+	1722824	1722905	1722989	1723033	1722669	1722740	1723506	1723976
24	"AT3G62840"	NA	chr3	-	23235931	23236111	23236487	23236512	23235489	23235843	23236610	23236656
25	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22337700	22337766	22338617	22338683
26	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22338008	22338074	22338617	22338683
27	"AT2G41100"	NA	chr2	+	17138306	17138573	17138673	17138943	17138064	17138206	17139044	17139617
28	"AT5G02080"	NA	chr5	+	410161	410206	410563	410615	409945	410060	410720	410780
29	"AT5G02080"	NA	chr5	+	410161	410413	410563	410615	409945	410060	410720	410780
30	"AT1G58602"	NA	chr1	+	21753883	21754088	21758508	21758658	21746353	21746499	21760158	21761055
31	"AT1G20060"	NA	chr1	-	6952478	6952571	6952652	6952745	6952308	6952398	6952826	6953012
32	"AT5G65685"	NA	chr5	-	26275107	26275236	26275480	26275514	26274791	26274996	26275685	26275722
33	"AT5G48335"	NA	chr5	+	19588227	19588259	19588608	19588740	19587871	19588159	19589126	19589177
34	"AT3G01150"	NA	chr3	+	52644	52746	52888	52951	52154	52364	53042	53212
35	"AT1G10600"	NA	chr1	+	3504358	3504392	3504425	3504488	3504023	3504113	3504568	3504643
36	"AT1G10570"	NA	chr1	+	3489673	3489776	3490054	3490152	3489484	3489589	3490367	3490490
37	"AT1G66880"	NA	chr1	+	24950291	24950846	24952951	24953677	24948885	24949495	24953891	24953921
38	"AT3G54880"	NA	chr3	-	20337656	20337880	20337967	20338005	20337399	20337487	20338400	20338598
39	"AT4G08470"	NA	chr4	-	5385599	5385845	5386208	5386463	5385416	5385501	5386571	5387058
40	"AT1G54730"	NA	chr1	+	20427125	20427210	20427299	20427343	20426964	20427045	20428048	20428111
41	"AT1G54730"	NA	chr1	+	20427299	20427343	20428048	20428111	20427125	20427210	20428387	20428447
42	"AT1G54730"	NA	chr1	+	20428048	20428111	20428387	20428447	20427299	20427343	20428788	20428842
43	"AT3G28100"	NA	chr3	+	10458769	10459016	10460213	10460375	10456624	10456738	10460453	10460602
44	"AT4G06676"	NA	chr4	+	3899167	3899233	3899704	3899846	3898810	3899089	3899967	3900020
45	"AT1G03090"	NA	chr1	+	741147	741207	741508	741601	740969	741065	741683	741795
46	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732602	2729851	2730027	2732740	2732887
47	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732605	2729851	2730027	2732740	2732925
48	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732642	2729851	2730027	2732740	2732925
49	"AT2G17190"	NA	chr2	-	7478502	7478592	7478736	7478765	7478264	7478420	7479154	7479210
50	"AT1G18700"	NA	chr1	+	6439895	6439938	6439972	6440030	6439529	6439640	6440188	6440285
51	"AT1G02610"	NA	chr1	-	554471	554613	554795	554863	553599	553677	555571	555643
52	"AT3G12100"	NA	chr3	-	3855944	3856033	3856477	3856517	3855479	3855601	3856654	3856763
53	"AT3G11560"	NA	chr3	+	3643858	3643925	3644145	3644295	3643630	3643734	3644642	3644765
54	"AT3G55080"	NA	chr3	-	20412581	20412665	20412826	20412862	20412265	20412399	20413137	20413218
55	"AT3G55080"	NA	chr3	-	20412581	20412665	20412826	20412877	20412265	20412399	20413137	20413218
56	"AT3G55080"	NA	chr3	-	20413481	20413554	20414040	20414148	20413302	20413343	20414391	20414451
57	"AT5G14550"	NA	chr5	-	4692239	4692278	4692548	4692629	4691988	4692054	4692759	4692841
58	"AT3G57230"	NA	chr3	+	21179566	21179628	21179987	21180087	21177695	21179173	21180180	21180222
59	"AT1G28395"	NA	chr1	-	9969771	9969836	9970112	9970153	9969245	9969587	9971072	9971188
60	"AT2G36010"	NA	chr2	+	15120718	15120760	15120800	15120854	15120479	15120666	15120938	15121113
