ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	2772,2605	0,3	1225,2556	2,4	188	99	1	1.0	1.0,0.998	0.997,0.997	0.002
2	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	2	199,236	0,4	124,198	0,2	198	99	1	1.0	1.0,0.967	1.0,0.98	-0.006
3	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535	3	359,362	0,1	198,321	0,0	187	99	1	1.0	1.0,0.995	1.0,1.0	-0.002
4	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	4	139,130	1,0	63,97	1,0	140	99	1	1.0	0.99,1.0	0.978,1.0	0.006
5	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	5	145,145	1,0	64,133	1,0	188	99	1	1.0	0.987,1.0	0.971,1.0	0.008
6	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243	6	628,614	0,0	410,722	0,1	198	99	1	1.0	1.0,1.0	1.0,0.997	0.002
7	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	7	689,658	2,1	400,698	0,0	179	99	1	1.0	0.995,0.997	1.0,1.0	-0.004
8	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	8	776,749	3,0	402,726	0,0	180	99	1	1.0	0.993,1.0	1.0,1.0	-0.004
9	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	9	5,3	47,29	0,2	17,16	120	99	1	1.0	0.081,0.079	0.0,0.093	0.034
10	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	10	1356,1239	0,1	459,1036	0,0	163	99	1	1.0	1.0,0.999	1.0,1.0	-0.0
