ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	0	1,1	135,144	0,0	68,124	198	198	1	1.0	0.007,0.007	0.0,0.0	0.007
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	1	49,60	135,144	30,58	68,124	198	198	1	1.0	0.266,0.294	0.306,0.319	-0.032
2	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493	2	34,37	49,54	19,37	28,67	139	144	1	1.0	0.418,0.415	0.413,0.364	0.028
3	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	3	19,13	99,129	9,13	44,98	180	180	1	1.0	0.161,0.092	0.17,0.117	-0.017
5	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	5	118,122	209,205	40,92	72,152	176	198	1	1.0	0.388,0.401	0.385,0.405	-0.001
6	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130	6	338,308	248,271	224,312	183,282	198	166	1	1.0	0.533,0.488	0.506,0.481	0.017
8	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	8	690,664	78,51	333,634	25,59	166	117	1	1.0	0.862,0.902	0.904,0.883	-0.011
10	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	10	38,38	62,65	34,49	26,58	138	156	0.609587644725	1.0	0.409,0.398	0.596,0.488	-0.139
11	"AT4G21534"	NA	chr4	+	11457604	11457682	11457806	11457877	11457422	11457509	11458004	11458268	11	143,152	247,213	59,125	116,210	177	170	1	1.0	0.357,0.407	0.328,0.364	0.036
12	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637	12	478,480	276,260	331,446	207,255	198	165	1	1.0	0.591,0.606	0.571,0.593	0.017
13	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	13	64,61	134,123	60,103	85,169	147	168	1	1.0	0.353,0.362	0.447,0.411	-0.072
14	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	14	32,34	109,90	12,38	94,116	119	152	1	1.0	0.273,0.325	0.14,0.295	0.082
15	"AT3G60340"	NA	chr3	+	22304387	22304482	22304674	22304759	22304158	22304258	22304845	22304897	15	96,90	477,491	49,121	269,476	194	184	1	1.0	0.16,0.148	0.147,0.194	-0.016
16	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	16	106,123	225,262	71,166	152,341	170	198	1	1.0	0.354,0.353	0.352,0.362	-0.004
17	"AT3G56160"	NA	chr3	-	20839374	20839488	20839888	20839947	20839033	20839055	20840318	20840397	17	56,34	115,80	29,36	73,87	158	198	1	1.0	0.379,0.348	0.332,0.341	0.027
19	"AT1G33790"	NA	chr1	+	12257974	12258400	12259068	12259494	12256963	12257202	12259579	12260032	19	228,352	384,570	292,465	461,684	198	198	1	1.0	0.373,0.382	0.388,0.405	-0.019
20	"AT1G75670"	NA	chr1	-	28416069	28416221	28416395	28416519	28415847	28415957	28416744	28416867	20	93,106	62,69	57,115	45,79	198	198	1	1.0	0.6,0.606	0.559,0.593	0.027
21	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570	21	36,46	89,85	15,50	41,71	143	198	1	1.0	0.359,0.428	0.336,0.494	-0.022
22	"AT2G04900"	NA	chr2	+	1722669	1722740	1722824	1722905	1722480	1722590	1722989	1723033	22	930,979	573,562	522,984	317,601	170	180	1	1.0	0.632,0.648	0.636,0.634	0.005
23	"AT2G04900"	NA	chr2	+	1722824	1722905	1722989	1723033	1722669	1722740	1723506	1723976	23	597,500	296,289	301,523	151,328	180	143	1	1.0	0.616,0.579	0.613,0.559	0.011
24	"AT3G62840"	NA	chr3	-	23235931	23236111	23236487	23236512	23235489	23235843	23236610	23236656	24	569,587	956,1069	350,524	553,877	124	198	1	1.0	0.487,0.467	0.503,0.488	-0.019
26	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22338008	22338074	22338617	22338683	26	57,82	66,78	46,82	48,81	159	159	1	1.0	0.463,0.512	0.489,0.503	-0.008
27	"AT2G41100"	NA	chr2	+	17138306	17138573	17138673	17138943	17138064	17138206	17139044	17139617	27	1894,2019	2013,2108	940,1788	1164,1916	198	198	1	1.0	0.485,0.489	0.447,0.483	0.022
28	"AT5G02080"	NA	chr5	+	410161	410206	410563	410615	409945	410060	410720	410780	28	11,13	7,3	3,6	0,3	144	151	0.698775819273	1.0	0.622,0.82	1.0,0.677	-0.118
29	"AT5G02080"	NA	chr5	+	410161	410413	410563	410615	409945	410060	410720	410780	29	9,18	7,3	2,7	0,3	198	151	0.743435654733	1.0	0.495,0.821	1.0,0.64	-0.162
30	"AT1G58602"	NA	chr1	+	21753883	21754088	21758508	21758658	21746353	21746499	21760158	21761055	30	255,212	4,10	156,323	10,20	198	198	1	1.0	0.985,0.955	0.94,0.942	0.029
31	"AT1G20060"	NA	chr1	-	6952478	6952571	6952652	6952745	6952308	6952398	6952826	6953012	31	4,0	6,1	4,8	1,5	192	192	0.136740168326	1.0	0.4,0.0	0.8,0.615	-0.508
32	"AT5G65685"	NA	chr5	-	26275107	26275236	26275480	26275514	26274791	26274996	26275685	26275722	32	4,5	132,142	4,3	87,143	133	198	1	1.0	0.043,0.05	0.064,0.03	-0.001
33	"AT5G48335"	NA	chr5	+	19588227	19588259	19588608	19588740	19587871	19588159	19589126	19589177	33	203,213	338,444	98,208	253,442	131	198	1	1.0	0.476,0.42	0.369,0.416	0.055
34	"AT3G01150"	NA	chr3	+	52644	52746	52888	52951	52154	52364	53042	53212	34	26,47	218,257	27,68	98,221	198	162	1	1.0	0.089,0.13	0.184,0.201	-0.083
35	"AT1G10600"	NA	chr1	+	3504358	3504392	3504425	3504488	3504023	3504113	3504568	3504643	35	31,24	317,349	33,53	182,405	133	162	1	1.0	0.106,0.077	0.181,0.137	-0.068
36	"AT1G10570"	NA	chr1	+	3489673	3489776	3490054	3490152	3489484	3489589	3490367	3490490	36	118,121	269,266	51,100	94,192	198	197	1	1.0	0.304,0.312	0.351,0.341	-0.038
37	"AT1G66880"	NA	chr1	+	24950291	24950846	24952951	24953677	24948885	24949495	24953891	24953921	37	1,0	23,14	2,5	5,18	198	198	0.224826810856	1.0	0.042,0.0	0.286,0.217	-0.231
38	"AT3G54880"	NA	chr3	-	20337656	20337880	20337967	20338005	20337399	20337487	20338400	20338598	38	29,32	918,1078	16,31	507,847	137	198	1	1.0	0.044,0.041	0.044,0.05	-0.005
39	"AT4G08470"	NA	chr4	-	5385599	5385845	5386208	5386463	5385416	5385501	5386571	5387058	39	140,191	106,139	142,247	74,163	198	198	1	1.0	0.569,0.579	0.657,0.602	-0.055
40	"AT1G54730"	NA	chr1	+	20427125	20427210	20427299	20427343	20426964	20427045	20428048	20428111	40	197,208	60,73	156,199	42,55	184	143	1	1.0	0.718,0.689	0.743,0.738	-0.037
41	"AT1G54730"	NA	chr1	+	20427299	20427343	20428048	20428111	20427125	20427210	20428387	20428447	41	171,211	97,99	137,247	52,61	143	162	0.89733286492	1.0	0.666,0.707	0.749,0.821	-0.098
42	"AT1G54730"	NA	chr1	+	20428048	20428111	20428387	20428447	20427299	20427343	20428788	20428842	42	175,150	281,343	82,109	224,387	162	159	0.938048761409	1.0	0.379,0.3	0.264,0.217	0.099
43	"AT3G28100"	NA	chr3	+	10458769	10459016	10460213	10460375	10456624	10456738	10460453	10460602	43	57,69	17,41	32,48	18,27	198	198	1	1.0	0.77,0.627	0.64,0.64	0.058
44	"AT4G06676"	NA	chr4	+	3899167	3899233	3899704	3899846	3898810	3899089	3899967	3900020	44	42,48	126,116	21,40	38,124	165	198	1	1.0	0.286,0.332	0.399,0.279	-0.03
45	"AT1G03090"	NA	chr1	+	741147	741207	741508	741601	740969	741065	741683	741795	45	1782,2158	3266,3283	913,1638	1469,2594	159	192	1	1.0	0.397,0.443	0.429,0.433	-0.011
46	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732602	2729851	2730027	2732740	2732887	46	41,44	17,16	5,23	11,10	198	107	0.37391278195	1.0	0.566,0.598	0.197,0.554	0.206
47	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732605	2729851	2730027	2732740	2732925	47	53,54	17,16	12,27	11,10	198	107	0.625333714015	1.0	0.628,0.646	0.371,0.593	0.155
48	"AT5G08450"	NA	chr5	-	2730453	2730461	2730905	2732642	2729851	2730027	2732740	2732925	48	44,56	17,16	18,46	11,10	198	107	1	1.0	0.583,0.654	0.469,0.713	0.028
49	"AT2G17190"	NA	chr2	-	7478502	7478592	7478736	7478765	7478264	7478420	7479154	7479210	49	53,60	371,299	26,55	203,280	128	189	1	1.0	0.174,0.229	0.159,0.225	0.01
51	"AT1G02610"	NA	chr1	-	554471	554613	554795	554863	553599	553677	555571	555643	51	192,241	206,274	127,229	127,264	167	198	1	1.0	0.525,0.51	0.542,0.507	-0.007
52	"AT3G12100"	NA	chr3	-	3855944	3856033	3856477	3856517	3855479	3855601	3856654	3856763	52	44,21	67,65	20,42	41,66	139	188	1	1.0	0.47,0.304	0.398,0.463	-0.043
53	"AT3G11560"	NA	chr3	+	3643858	3643925	3644145	3644295	3643630	3643734	3644642	3644765	53	853,898	1123,1281	580,788	768,1176	166	198	1	1.0	0.475,0.455	0.474,0.444	0.006
54	"AT3G55080"	NA	chr3	-	20412581	20412665	20412826	20412862	20412265	20412399	20413137	20413218	54	46,55	103,127	25,41	38,90	135	183	1	1.0	0.377,0.37	0.471,0.382	-0.053
55	"AT3G55080"	NA	chr3	-	20412581	20412665	20412826	20412877	20412265	20412399	20413137	20413218	55	3,0	103,127	0,1	38,90	150	183	1	1.0	0.034,0.0	0.0,0.013	0.011
56	"AT3G55080"	NA	chr3	-	20413481	20413554	20414040	20414148	20413302	20413343	20414391	20414451	56	124,122	49,80	45,91	37,42	198	172	1	1.0	0.687,0.57	0.514,0.653	0.045
57	"AT5G14550"	NA	chr5	-	4692239	4692278	4692548	4692629	4691988	4692054	4692759	4692841	57	88,85	54,31	40,63	20,25	180	138	1	1.0	0.555,0.678	0.605,0.659	-0.015
58	"AT3G57230"	NA	chr3	+	21179566	21179628	21179987	21180087	21177695	21179173	21180180	21180222	58	193,210	277,297	114,222	187,351	161	198	1	1.0	0.461,0.465	0.428,0.438	0.03
59	"AT1G28395"	NA	chr1	-	9969771	9969836	9970112	9970153	9969245	9969587	9971072	9971188	59	59,32	63,42	26,48	46,90	140	164	0.796443177927	1.0	0.523,0.472	0.398,0.385	0.106
61	"AT5G55820"	NA	chr5	+	22589900	22590089	22590410	22590599	22587226	22589784	22591045	22592339	61	13,14	2,3	1,4	0,1	198	198	0.74576391877	1.0	0.867,0.824	1.0,0.8	-0.055
62	"AT2G16980"	NA	chr2	+	7379343	7379424	7379508	7379541	7379166	7379253	7379694	7379748	62	78,78	21,15	30,43	2,5	180	132	0.487908532387	1.0	0.731,0.792	0.917,0.863	-0.128
63	"AT2G16980"	NA	chr2	+	7379508	7379541	7379694	7379748	7379343	7379424	7379830	7379872	63	17,21	26,20	7,9	7,22	132	153	1	1.0	0.431,0.549	0.537,0.322	0.06
65	"AT1G26680"	NA	chr1	+	9220739	9221127	9221504	9221925	9220293	9220635	9222006	9222125	65	0,1	1,0	0,4	0,0	198	198	1	1.0	0.0,1.0	NA,1.0	-0.5
66	"AT2G36930"	NA	chr2	-	15510367	15510430	15510966	15511029	15509897	15510104	15511156	15511363	66	374,381	389,329	259,455	235,401	162	162	1	1.0	0.49,0.537	0.524,0.532	-0.014
67	"AT1G72190"	NA	chr1	-	27168940	27169085	27169329	27169468	27168708	27168836	27169598	27169754	67	61,60	72,54	40,71	27,54	198	198	1	1.0	0.459,0.526	0.597,0.568	-0.09
69	"AT3G02600"	NA	chr3	+	551704	551847	552436	552529	551183	551584	552930	553152	69	33,27	154,124	12,7	98,155	198	192	0.800368068476	1.0	0.172,0.174	0.106,0.042	0.099
70	"AT3G24360"	NA	chr3	-	8841905	8841958	8842174	8842239	8841401	8841536	8842411	8842513	70	8,8	3,0	8,10	1,0	164	152	1	1.0	0.712,1.0	0.881,1.0	-0.085
71	"AT3G08840"	NA	chr3	-	2682386	2682478	2682619	2682856	2681948	2682193	2683232	2683280	71	87,86	34,32	57,96	20,38	198	191	1	1.0	0.712,0.722	0.733,0.709	-0.004
72	"AT3G10160"	NA	chr3	-	3141610	3141657	3141739	3141800	3141401	3141479	3141892	3141949	72	118,69	69,39	47,67	29,62	160	146	1	1.0	0.609,0.618	0.597,0.496	0.067
73	"AT3G15950"	NA	chr3	-	5399769	5399817	5400053	5400101	5399602	5399671	5400192	5400258	73	781,1072	560,767	570,1045	413,754	147	147	1	1.0	0.582,0.583	0.58,0.581	0.002
74	"AT3G15950"	NA	chr3	-	5399769	5399817	5400654	5400702	5399602	5399671	5400791	5400854	74	557,782	560,767	416,739	414,753	147	147	1	1.0	0.499,0.505	0.501,0.495	0.004
75	"AT3G15950"	NA	chr3	-	5400053	5400101	5400945	5400993	5399602	5399671	5401387	5401453	75	2,0	3,1	0,0	0,3	147	147	1	1.0	0.4,0.0	NA,0.0	0.2
76	"AT3G15950"	NA	chr3	-	5400053	5400101	5401245	5401293	5399602	5399671	5401387	5401453	76	433,615	3,1	302,511	0,3	147	147	1	1.0	0.993,0.998	1.0,0.994	-0.001
