ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	4,5	6,14	0,0	5,5	175	99	0.298098374171	1.0	0.274,0.168	0.0,0.0	0.221
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	128,102	267,242	58,99	219,290	198	99	1	1.0	0.193,0.174	0.117,0.146	0.052
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	41,56	288,311	32,71	196,298	198	99	1	1.0	0.066,0.083	0.075,0.106	-0.016
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	8,5	34,22	10,5	8,22	177	99	1	1.0	0.116,0.113	0.411,0.113	-0.148
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	46,50	144,133	23,24	88,154	198	99	1	1.0	0.138,0.158	0.116,0.072	0.054
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	18,11	161,125	7,19	73,106	196	99	1	1.0	0.053,0.043	0.046,0.083	-0.017
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	12,17	6,9	17,14	7,12	198	99	1	1.0	0.5,0.486	0.548,0.368	0.035
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	28,27	2,9	20,36	1,3	191	99	0.652205541237	1.0	0.879,0.609	0.912,0.861	-0.143
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	655,622	122,126	294,438	83,128	188	99	1	1.0	0.739,0.722	0.651,0.643	0.083
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	174,209	483,554	82,129	350,564	178	99	1	1.0	0.167,0.173	0.115,0.113	0.056
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	217,238	3586,3997	186,290	2652,4418	162	99	1	1.0	0.036,0.035	0.041,0.039	-0.004
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	50,45	58,78	27,38	46,64	198	99	1	1.0	0.301,0.224	0.227,0.229	0.035
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	122,90	472,411	66,104	275,509	175	99	1	1.0	0.128,0.11	0.12,0.104	0.007
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	5,6	52,32	4,3	24,43	182	99	1	1.0	0.05,0.093	0.083,0.037	0.012
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	27,24	49,63	15,38	23,52	196	99	1	1.0	0.218,0.161	0.248,0.27	-0.07
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	4,5	60,57	5,21	27,63	197	99	1	1.0	0.032,0.042	0.085,0.143	-0.077
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	157,143	7,28	49,107	12,15	198	99	1	1.0	0.918,0.719	0.671,0.781	0.093
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	0,0	75,75	0,2	44,62	198	99	1	1.0	0.0,0.0	0.0,0.016	-0.008
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	45,62	89,100	27,49	49,90	182	99	1	1.0	0.216,0.252	0.231,0.228	0.004
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	2,8	71,82	1,20	45,74	198	99	1	1.0	0.014,0.047	0.011,0.119	-0.035
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	4,4	23,19	4,1	14,19	175	99	1	1.0	0.09,0.106	0.139,0.029	0.014
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	18,12	171,170	6,11	95,168	198	99	1	1.0	0.05,0.034	0.031,0.032	0.011
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	6,6	13,9	1,2	7,6	194	99	0.558604205584	1.0	0.191,0.254	0.068,0.145	0.116
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	4,9	10,10	4,9	5,11	165	99	1	1.0	0.194,0.351	0.324,0.329	-0.054
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	83,84	86,94	59,111	37,76	198	99	0.754298406634	1.0	0.325,0.309	0.444,0.422	-0.116
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	12,6	274,286	10,19	178,298	181	99	1	1.0	0.023,0.011	0.03,0.034	-0.015
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	67,85	2441,2618	39,59	1217,2533	174	99	1	1.0	0.015,0.018	0.018,0.013	0.001
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	40,46	2378,2737	8,31	1224,2525	190	99	1	1.0	0.009,0.009	0.003,0.006	0.004
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	5,11	187,230	2,17	114,179	187	99	1	1.0	0.014,0.025	0.009,0.048	-0.009
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	121,145	7,0	78,144	1,0	198	99	1	1.0	0.896,1.0	0.975,1.0	-0.04
33	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516219	25516918	33	200,244	1,0	131,235	0,0	198	99	1	1.0	0.99,1.0	1.0,1.0	-0.005
34	"AT5G63700"	NA	chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	34	7,14	35,22	42,53	12,20	198	99	1.69425257079e-06	0.00030653929367985	0.091,0.241	0.636,0.57	-0.437
35	"AT5G63620"	NA	chr5	-	25466693	25467087	25466693	25466864	25466945	25467087	35	72,74	518,513	50,107	275,508	180	99	1	1.0	0.071,0.074	0.091,0.104	-0.025
36	"AT5G63440"	NA	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	36	17,10	55,47	6,6	25,54	198	99	1	1.0	0.134,0.096	0.107,0.053	0.035
37	"AT5G63220"	NA	chr5	-	25353033	25353420	25353033	25353267	25353339	25353420	37	9,8	81,88	2,1	42,73	171	99	1	1.0	0.06,0.05	0.027,0.008	0.037
40	"AT5G62880"	NA	chr5	+	25238562	25238812	25238562	25238628	25238699	25238812	40	24,39	265,252	14,20	161,239	170	99	1	1.0	0.05,0.083	0.048,0.046	0.02
41	"AT5G62480"	NA	chr5	-	25089239	25089626	25089239	25089295	25089373	25089626	41	219,183	18,17	85,213	7,20	177	99	1	1.0	0.872,0.858	0.872,0.856	0.001
43	"AT5G62170"	NA	chr5	-	24973955	24975191	24973955	24975005	24975102	24975191	43	19,6	16,10	2,22	10,13	196	99	1	1.0	0.375,0.233	0.092,0.461	0.027
44	"AT5G62170"	NA	chr5	-	24975102	24975632	24975102	24975191	24975264	24975632	44	15,4	15,6	10,11	17,14	172	99	1	1.0	0.365,0.277	0.253,0.311	0.039
45	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965037	24965256	45	4,1	2,2	0,2	1,0	177	99	0.336170399659	1.0	0.528,0.219	0.0,1.0	-0.127
46	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965049	24965256	46	5,1	6,7	0,2	0,3	189	99	1	1.0	0.304,0.07	NA,0.259	-0.072
47	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967694	24967736	47	10,6	17,7	0,1	2,1	198	99	0.0212797112179	0.6108158527694254	0.227,0.3	0.0,0.333	0.097
48	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967427	24967840	24967882	48	8,10	3,1	0,3	0,0	198	99	1	1.0	0.571,0.833	NA,1.0	-0.298
49	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967736	24967840	24967882	49	7,10	25,14	0,3	2,5	198	99	0.959833577344	1.0	0.123,0.263	0.0,0.231	0.077
50	"AT5G62000"	NA	chr5	+	24910357	24911012	24910357	24910610	24910712	24911012	50	107,107	440,434	28,63	231,407	198	99	1	1.0	0.108,0.11	0.057,0.072	0.044
51	"AT5G61960"	NA	chr5	-	24883405	24883573	24883405	24883459	24883550	24883573	51	298,325	1,2	195,307	5,6	190	99	1	1.0	0.994,0.988	0.953,0.964	0.033
52	"AT5G61960"	NA	chr5	-	24883550	24883955	24883550	24883573	24883691	24883955	52	17,11	1,1	4,23	0,0	198	99	1	1.0	0.895,0.846	1.0,1.0	-0.129
53	"AT5G61960"	NA	chr5	-	24883550	24883955	24883550	24883573	24883907	24883955	53	15,12	9,9	4,15	5,18	198	99	0.658161043601	1.0	0.455,0.4	0.286,0.294	0.138
54	"AT5G61960"	NA	chr5	-	24883691	24884174	24883691	24883955	24884059	24884174	54	7,5	2,4	2,5	2,3	198	99	0.928751122756	1.0	0.636,0.385	0.333,0.455	0.116
59	"AT5G61540"	NA	chr5	+	24745717	24746276	24745717	24745782	24745880	24746276	59	29,15	40,31	19,28	16,22	197	99	0.456854857819	1.0	0.267,0.196	0.374,0.39	-0.15
