3	17618989	17619324	AT3G47770	+	0	1	1
4	11024417	11024549	AT4G20450	-	0	-1	1
5	1018440	1018655	AT5G03830	+	0	1	1
1	1674634	1674732	AT1G05610	-	0	1	1
1	22906473	22907730	AT1G61970	+	0	1	1
3	26242	27041	AT3G01080	+	0	1	1
4	12241802	12242391	AT4G23450	-	0	-1	1
1	6952571	6952656	AT1G20060	-	0.0174825175	0.9885479718	0.9885479718
3	6747370	6748109	AT3G19460	+	0.0352980353	-0.9727149167	0.9727149167
1	29942977	29943713	AT1G79580	-	0.04995005	-0.7936058062	0.7936058062
1	6550669	6550763	AT1G18950	+	0.000999001	-0.7850327767	0.7850327767
3	551191	552529	AT3G02600	+	0.022977023	-0.7747959193	0.7747959193
1	5164278	5165139	AT1G14970	-	0.021978022	-0.769389184	0.769389184
5	877526	878549	AT5G03500	-	0.026973027	-0.7141677886	0.7141677886
1	10876880	10877056	AT1G30660	+	0.04995005	-0.7110895037	0.7110895037
5	6196207	6196336	AT5G18620	-	0.0004995005	-0.6797052897	0.6797052897
5	4710563	4711570	AT5G14610	+	0.020979021	0.6770883295	0.6770883295
3	20178714	20179070	AT3G54500	-	0.011988012	-0.6447358244	0.6447358244
5	7579156	7579997	AT5G22770	-	0.021978022	0.640066337	0.640066337
5	1905779	1906766	AT5G06265	+	0.038961039	0.6330038194	0.6330038194
5	8971429	8971673	AT5G25770	-	0.002997003	-0.6205271849	0.6205271849
2	8598397	8598525	AT2G19910	-	0.0384615385	0.6201523455	0.6201523455
1	5164347	5164537	AT1G14970	-	0.013986014	-0.6093034392	0.6093034392
4	9785903	9785996	AT4G17570	-	0.001998002	-0.6084964585	0.6084964585
1	8946317	8946600	AT1G25470	-	0.0004995005	-0.6084951264	0.6084951264
1	29792210	29792309	AT1G79190	+	0.008991009	-0.6030391521	0.6030391521
1	29293272	29293401	AT1G77890_and_AT1G77910	+	0.005994006	0.6023291182	0.6023291182
2	8364953	8366144	AT2G19280	+	0.0134865135	0.6004001287	0.6004001287
3	14760131	14760538	AT3G42670	-	0.02997003	0.5988318765	0.5988318765
4	12567132	12567238	AT4G24230	-	0.022977023	0.5868692666	0.5868692666
2	13437233	13437683	AT2G31560	+	0.015984016	0.5859613342	0.5859613342
1	6952224	6952309	AT1G20060	-	0.0374625375	0.5837757371	0.5837757371
