IncLevel1	IncLevel2	IncLevelDifference
0.998,0.996,0.998	0.996,0.99,1.0	0.002
1.0,0.997,1.0	1.0,1.0,1.0	-0.001
0.634,1.0,0.747	0.959,1.0,1.0	-0.193
1.0,0.977,1.0	1.0,0.976,1.0	0.0
1.0,1.0,0.993	1.0,0.988,1.0	0.002
1.0,1.0,1.0	1.0,0.947,1.0	0.018
1.0,1.0,1.0	0.99,1.0,1.0	0.003
1.0,1.0,1.0	0.987,0.989,0.977	0.016
1.0,1.0,1.0	1.0,1.0,0.984	0.005
0.205,0.132,0.081	0.0,0.069,0.0	0.116
1.0,1.0,0.989	1.0,1.0,1.0	-0.004
0.608,0.621,0.583	0.29,0.54,0.463	0.173
1.0,1.0,0.997	1.0,1.0,1.0	-0.001
0.985,1.0,0.947	0.984,0.966,1.0	-0.006
0.992,1.0,1.0	1.0,1.0,1.0	-0.003
0.482,0.431,0.466	0.534,0.513,0.555	-0.074
1.0,1.0,0.998	1.0,1.0,1.0	-0.001
1.0,1.0,1.0	1.0,1.0,0.979	0.007
1.0,0.895,1.0	1.0,1.0,0.971	-0.025
0.995,0.981,0.99	1.0,0.972,0.991	0.001
0.996,1.0,1.0	1.0,1.0,1.0	-0.001
1.0,1.0,0.994	1.0,1.0,1.0	-0.002
1.0,0.997,1.0	1.0,1.0,1.0	-0.001
0.0,0.063,0.0	0.0,0.147,0.0	-0.028
0.999,0.996,0.998	1.0,0.997,0.996	0.0
0.0,0.0,0.0	0.059,0.059,0.0	-0.039
0.046,0.0,0.07	0.065,0.047,0.016	-0.004
0.049,0.0,0.02	0.0,0.078,0.0	-0.003
0.962,0.947,0.974	0.967,0.968,0.984	-0.012
1.0,1.0,1.0	1.0,0.99,1.0	0.003
1.0,1.0,1.0	1.0,0.978,1.0	0.007
1.0,0.99,1.0	0.943,1.0,1.0	0.016
1.0,0.37,0.514	0.744,0.853,0.79	-0.168
0.609,0.342,0.0	0.845,0.806,0.689	-0.463
1.0,0.333,0.2	NA,1.0,1.0	-0.489
1.0,0.752,0.532	1.0,1.0,1.0	-0.239
0.988,1.0,1.0	1.0,1.0,1.0	-0.004
1.0,1.0,1.0	1.0,1.0,1.0	0.0
1.0,1.0,1.0	1.0,0.985,0.99	0.008
1.0,1.0,1.0	1.0,0.982,1.0	0.006
1.0,1.0,0.988	1.0,1.0,1.0	-0.004
0.992,1.0,1.0	1.0,1.0,1.0	-0.003
1.0,1.0,1.0	0.993,1.0,1.0	0.002
1.0,1.0,1.0	0.99,0.993,0.984	0.011
1.0,1.0,1.0	0.955,1.0,1.0	0.015
1.0,1.0,1.0	0.974,1.0,1.0	0.009
1.0,1.0,1.0	0.987,1.0,0.992	0.007
0.982,0.975,1.0	1.0,1.0,1.0	-0.014
0.974,0.983,0.983	0.972,0.996,0.976	-0.001
1.0,1.0,1.0	1.0,0.719,1.0	0.094
1.0,1.0,1.0	1.0,0.263,NA	0.369
1.0,1.0,0.999	1.0,1.0,1.0	-0.0
0.048,0.064,0.044	0.051,0.058,0.082	-0.012
0.185,0.161,0.167	0.126,0.108,0.179	0.033
1.0,1.0,1.0	1.0,1.0,0.989	0.004
1.0,0.993,1.0	1.0,1.0,1.0	-0.002
1.0,0.992,1.0	1.0,1.0,1.0	-0.003
1.0,1.0,1.0	0.997,1.0,0.996	0.002
1.0,1.0,0.992	1.0,0.996,1.0	-0.001
1.0,1.0,1.0	0.999,1.0,1.0	0.0
1.0,1.0,1.0	0.982,1.0,1.0	0.006
1.0,1.0,1.0	1.0,0.989,1.0	0.004
1.0,0.988,0.995	0.988,1.0,1.0	-0.002
1.0,1.0,1.0	1.0,0.999,1.0	0.0
0.993,1.0,1.0	1.0,1.0,1.0	-0.002
0.77,1.0,0.941	0.889,1.0,1.0	-0.059
1.0,0.953,1.0	1.0,1.0,1.0	-0.016
1.0,0.993,1.0	0.998,0.997,0.997	0.0
1.0,1.0,1.0	1.0,0.932,1.0	0.023
1.0,0.984,1.0	1.0,1.0,1.0	-0.005
1.0,1.0,0.994	1.0,1.0,1.0	-0.002
0.009,0.02,0.016	0.008,0.014,0.021	0.001
1.0,1.0,1.0	1.0,1.0,0.964	0.012
1.0,1.0,0.901	1.0,1.0,1.0	-0.033
0.002,0.002,0.001	0.002,0.002,0.002	-0.0
1.0,0.993,1.0	1.0,1.0,1.0	-0.002
1.0,0.984,1.0	1.0,1.0,1.0	-0.005
1.0,0.999,0.999	0.998,1.0,0.999	0.0
1.0,1.0,1.0	1.0,1.0,0.995	0.002
1.0,0.965,1.0	1.0,1.0,1.0	-0.012
1.0,1.0,1.0	1.0,0.991,1.0	0.003
0.613,0.661,0.527	0.659,0.455,0.469	0.073
0.079,0.165,0.228	0.314,0.147,0.234	-0.074
0.144,0.176,0.22	0.29,0.213,0.17	-0.044
1.0,0.98,0.971	0.996,0.964,0.986	0.002
0.697,0.6,0.545	0.5,0.524,0.565	0.084
1.0,0.8,0.867	0.652,0.619,1.0	0.132
0.936,1.0,1.0	0.926,0.961,1.0	0.016
1.0,0.953,1.0	1.0,1.0,0.923	0.01
0.996,1.0,1.0	0.999,1.0,1.0	-0.001
0.979,1.0,0.959	1.0,1.0,1.0	-0.021
1.0,1.0,1.0	0.961,1.0,1.0	0.013
1.0,0.999,1.0	1.0,1.0,1.0	-0.0
1.0,0.995,1.0	1.0,1.0,1.0	-0.002
1.0,0.853,0.84	1.0,1.0,1.0	-0.102
1.0,0.949,0.937	1.0,1.0,1.0	-0.038
0.885,0.761,0.61	1.0,0.711,1.0	-0.152
0.789,0.488,0.405	1.0,0.312,1.0	-0.21
0.463,0.566,0.566	0.449,0.505,0.599	0.014
1.0,1.0,1.0	0.998,0.998,1.0	0.001
1.0,0.996,1.0	1.0,1.0,1.0	-0.001
1.0,0.991,1.0	1.0,0.991,1.0	0.0
1.0,0.961,1.0	1.0,0.963,1.0	-0.001
1.0,1.0,1.0	1.0,0.981,1.0	0.006
1.0,1.0,1.0	1.0,1.0,0.961	0.013
1.0,1.0,1.0	1.0,1.0,0.96	0.013
1.0,0.978,0.971	1.0,1.0,0.968	-0.006
1.0,1.0,0.989	1.0,0.988,1.0	0.0
0.819,0.916,0.919	0.63,0.538,1.0	0.162
1.0,1.0,0.97	1.0,1.0,1.0	-0.01
1.0,1.0,1.0	1.0,1.0,0.998	0.001
