ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	673,901,1036	1,2,1	834,792,703	2,5,0	238	149	1
1	318,384,572	0,1,0	431,437,365	0,0,0	179	149	1
2	5,18,17	2,0,4	67,74,58	2,0,0	215	149	1
3	62,84,118	0,1,0	110,81,76	0,1,0	298	149	1
4	158,256,242	0,0,1	574,537,471	0,4,0	237	149	1
5	22,49,49	0,0,0	39,36,39	0,1,0	298	149	1
6	445,637,684	0,0,0	650,545,503	4,0,0	235	149	1
7	179,334,332	0,0,0	339,287,265	3,2,4	229	149	1
8	86,129,165	0,0,0	157,188,123	0,0,1	298	149	1
9	5,4,3	17,23,30	0,4,0	31,47,38	170	149	1
10	188,232,318	0,0,2	210,251,177	0,0,0	265	149	1
11	41,50,64	19,22,33	21,31,18	37,19,15	207	149	0.24486835176
12	408,622,663	0,0,1	790,801,619	0,0,0	275	149	1
14	235,303,290	2,0,9	222,258,196	2,5,0	269	149	1
15	202,305,400	1,0,0	284,227,204	0,0,0	228	149	1
16	343,432,476	197,304,291	526,526,465	245,267,199	279	149	1
17	1422,2219,2310	0,0,4	2397,2190,2135	0,0,0	212	149	1
18	39,44,60	0,0,0	73,71,69	0,0,1	221	149	1
19	32,51,31	0,3,0	59,38,67	0,0,1	298	149	1
20	334,545,545	1,6,3	233,245,191	0,4,1	262	149	1
21	846,1085,1120	2,0,0	492,527,458	0,0,0	257	149	1
22	102,180,194	0,0,1	215,225,195	0,0,0	183	149	1
23	223,347,337	0,1,0	439,487,355	0,0,0	180	149	1
24	0,1,0	3,9,7	0,2,0	9,7,17	248	149	1
26	1452,2269,2486	1,5,3	1583,1816,1501	0,3,3	288	149	1
27	0,0,0	14,29,35	2,2,0	17,17,13	279	149	1
28	1,0,2	15,32,19	3,3,1	31,44,44	208	149	1
29	1,0,1	14,29,35	0,2,0	17,17,13	208	149	1
30	264,445,495	7,17,9	514,492,546	12,11,6	219	149	1
31	32,48,51	0,0,0	192,190,200	0,1,0	298	149	1
33	60,65,73	0,0,0	69,66,67	0,1,0	224	149	1
34	123,167,204	0,1,0	140,178,107	5,0,0	252	149	1
35	2,5,3	0,6,2	33,33,32	8,4,6	211	149	0.506842992385
36	4,2,0	2,3,3	28,16,17	4,3,6	191	149	0.0198827315419
37	2,1,1	0,1,2	0,1,4	0,0,0	298	149	1
38	3,4,3	0,1,2	2,3,10	0,0,0	197	149	1
39	288,537,572	2,0,0	404,465,348	0,0,0	266	149	1
40	7069,9924,10674	0,0,0	9411,9526,8350	0,0,1	228	149	1
41	23,41,26	0,0,0	204,217,171	0,2,1	249	149	1
42	44,105,96	0,0,0	91,111,69	0,1,0	298	149	1
43	83,102,113	0,0,1	71,96,84	0,0,0	204	149	1
44	401,624,634	2,0,0	655,678,562	0,0,0	242	149	1
45	308,419,483	0,0,0	397,389,336	2,0,0	215	149	1
46	211,323,384	0,0,0	395,392,332	3,2,4	196	149	1
47	32,32,43	0,0,0	56,45,56	2,0,0	196	149	1
48	62,84,90	0,0,0	108,100,105	2,0,0	217	149	1
49	239,364,428	0,0,0	459,446,382	4,0,2	217	149	1
50	87,122,118	1,2,0	147,127,116	0,0,0	236	149	1
51	240,283,380	4,3,4	336,396,260	6,1,4	238	149	1
52	15,10,9	0,0,0	15,15,6	0,4,0	218	149	1
53	1,1,6	0,0,0	5,2,0	0,4,0	209	149	1
54	1112,1890,2130	0,0,1	2242,2308,1834	0,0,0	192	149	1
55	5,9,6	83,111,110	7,9,10	108,122,94	178	149	1
56	23,26,27	83,111,110	19,18,25	108,122,94	182	149	1
57	188,259,271	0,0,0	394,452,338	0,0,3	187	149	1
58	331,408,474	0,2,0	380,403,297	0,0,0	217	149	1
59	278,387,388	0,2,0	325,360,256	0,0,0	223	149	1
60	354,521,491	0,0,0	407,384,342	1,0,1	198	149	1
61	350,417,524	0,0,2	608,497,448	0,1,0	298	149	1
62	1016,1675,1668	0,0,0	1873,2186,1818	1,0,0	233	149	1
63	36,61,85	0,0,0	85,73,56	1,0,0	231	149	1
64	186,222,233	0,0,0	237,263,237	0,2,0	220	149	1
65	183,291,369	0,2,1	145,121,137	1,0,0	266	149	1
66	556,900,858	0,0,0	1088,1194,974	0,1,0	237	149	1
67	213,336,294	1,0,0	277,283,280	0,0,0	225	149	1
68	15,27,24	3,0,1	24,30,21	2,0,0	223	149	1
69	30,40,35	0,1,0	46,33,34	0,0,0	297	149	1
70	256,322,353	0,2,0	497,439,422	1,1,1	167	149	1
71	40,91,90	0,0,0	37,20,33	0,1,0	216	149	1
72	123,165,170	0,2,0	204,196,149	0,0,0	206	149	1
73	440,580,590	0,0,2	722,815,713	0,0,0	266	149	1
74	11,31,26	595,763,831	11,20,25	705,706,591	295	149	1
75	85,127,146	0,0,0	239,235,241	0,0,6	222	149	1
76	5,6,12	0,0,1	6,15,9	0,0,0	196	149	1
77	10,12,6	3225,4104,4465	8,9,7	3490,3567,3145	214	149	1
78	268,480,506	0,2,0	549,541,444	0,0,0	247	149	1
79	159,237,274	0,2,0	319,284,255	0,0,0	286	149	1
80	1215,1500,1789	0,1,1	1712,1676,1603	2,0,1	281	149	1
81	372,587,549	0,0,0	635,594,511	0,0,2	181	149	1
82	56,83,62	0,2,0	58,69,37	0,0,0	224	149	1
83	102,136,157	0,0,0	105,133,98	0,1,0	188	149	1
84	38,39,49	12,10,22	27,35,30	7,21,17	298	149	1
85	7,22,30	59,80,73	42,22,31	66,92,73	207	149	1
86	14,24,29	59,80,73	38,35,21	66,92,73	210	149	1
87	388,496,502	0,6,9	400,352,348	1,8,3	245	149	1
88	23,18,12	5,6,5	14,11,13	7,5,5	298	149	1
89	33,16,13	0,2,1	15,13,22	4,4,0	298	149	0.268771672704
90	28,29,43	1,0,0	24,47,40	1,1,0	287	149	1
92	23,30,42	0,1,0	41,39,35	0,0,2	219	149	1
93	802,1196,1214	2,0,0	1623,1564,1418	1,0,0	258	149	1
94	69,60,70	1,0,2	8,10,14	0,0,0	225	149	1
95	13,47,40	0,0,0	49,42,42	1,0,0	298	149	1
96	737,1172,1211	0,1,0	2159,2079,1859	0,0,0	218	149	1
97	187,297,325	0,1,0	553,494,410	0,0,0	213	149	1
98	4,11,10	0,1,1	1,8,3	0,0,0	283	149	1
99	21,33,26	0,1,1	7,16,14	0,0,0	262	149	1
100	27,28,22	2,5,8	7,13,15	0,3,0	262	149	0.0326217892114
101	11,7,8	2,5,8	2,2,8	0,3,0	219	149	0.0493758541296
102	19,23,23	15,12,12	6,12,11	5,8,5	219	149	1
103	702,1026,1095	0,0,0	920,885,827	1,1,0	227	149	1
104	473,706,723	0,2,0	614,652,563	0,0,0	220	149	1
105	127,202,171	0,1,0	165,204,216	0,1,0	268	149	1
106	15,45,27	0,1,0	42,47,42	0,1,0	271	149	1
107	32,47,64	0,0,0	84,75,73	0,1,0	221	149	1
108	23,47,51	0,0,0	39,66,45	0,0,1	269	149	1
109	24,49,42	0,0,0	55,20,36	0,0,1	225	149	1
110	65,73,55	0,1,1	59,53,50	0,0,1	248	149	1
111	80,110,175	0,0,1	125,164,158	0,1,0	298	149	1
112	12,29,30	2,2,2	18,20,12	8,13,0	197	149	0.196720323953
113	31,36,43	0,0,1	46,44,46	0,0,0	196	149	1
114	835,1145,1233	0,0,0	1187,1385,1128	0,0,1	257	149	1
115	1434,2046,2143	8,12,8	1469,1487,1129	11,7,8	298	149	1
116	217,313,382	2,0,3	297,271,214	2,0,0	298	149	1
117	42,83,92	0,1,0	66,61,66	0,0,0	298	149	1
118	16,30,17	1,3,2	11,26,21	1,0,0	211	149	1
119	5,6,18	0,0,0	12,6,0	0,2,0	227	149	1
121	526,699,734	3,0,4	1074,1056,926	1,0,0	294	149	1
122	1058,1453,1694	1,0,0	1538,1631,1439	0,0,0	298	149	1
123	84,99,89	0,0,2	189,197,142	0,0,1	298	149	1
124	136,229,233	1,1,0	240,248,214	2,0,2	189	149	1
125	22,46,41	0,1,1	32,65,43	2,0,0	298	149	1
126	278,416,465	10,11,17	364,378,335	29,15,23	205	149	1
127	202,266,272	0,0,0	297,375,288	0,1,1	221	149	1
128	97,167,158	0,2,0	166,119,167	0,0,0	298	149	1
129	205,257,325	0,1,1	246,292,250	0,0,0	209	149	1
130	468,728,674	0,0,0	692,715,628	0,0,2	236	149	1
132	94,131,152	2,0,1	229,225,185	0,0,0	224	149	1
133	92,129,137	0,1,0	136,108,118	2,2,0	239	149	1
134	33,30,49	0,2,1	56,51,33	0,0,0	217	149	1
135	16,15,25	6,1,8	56,48,40	16,7,11	196	149	1
136	11,16,17	1,5,4	44,45,26	8,12,15	196	149	1
137	9,2,10	1,5,4	23,15,16	8,12,15	194	149	1
138	7,2,11	0,3,3	23,18,16	12,9,0	194	149	1
139	61,124,105	0,1,0	115,124,110	0,0,0	221	149	1
140	77,105,94	0,0,0	76,99,65	0,0,1	235	149	1
141	118,214,301	0,4,0	218,196,166	0,0,0	298	149	1
142	258,308,332	2,0,0	323,361,293	0,0,0	251	149	1
143	52,44,73	0,0,0	209,214,212	1,2,0	298	149	1
146	442,671,670	0,0,2	370,379,338	0,0,0	298	149	1
147	561,839,828	0,1,0	476,486,424	0,0,5	298	149	1
149	8,11,17	4,2,0	27,40,27	2,0,0	298	149	0.508310913664
150	20,13,13	0,0,1	3,8,15	0,0,0	256	149	1
151	431,723,662	0,0,0	569,685,521	0,0,1	298	149	1
152	1110,1751,1736	0,0,0	1439,1541,1416	0,0,1	273	149	1
153	1028,1467,1365	0,0,0	1249,1325,1103	1,6,0	171	149	1
154	109,153,159	3,2,1	64,61,68	4,1,0	245	149	1
155	38,60,61	62,118,112	42,42,23	50,65,55	238	149	1
156	5,10,5	0,0,0	7,2,4	2,0,0	298	149	1
157	4,5,6	0,0,0	2,2,5	2,0,0	256	149	1
158	24,47,53	7,7,9	38,67,47	6,1,3	210	149	0.542166810553
160	149,185,186	1,1,0	135,154,100	0,0,0	193	149	1
161	4,1,3	0,5,18	3,1,6	15,14,8	226	149	0.929301727669
162	155,202,246	0,0,1	177,195,206	0,0,0	298	149	1
163	59,115,116	2,0,0	132,134,140	1,2,1	191	149	1
164	84,97,94	0,0,0	101,113,83	0,0,1	261	149	1
165	131,173,179	1,2,0	155,221,154	0,0,1	234	149	1
166	19,33,28	0,0,0	50,38,39	2,0,1	298	149	1
167	148,258,285	0,0,1	213,247,212	0,0,0	298	149	1
168	55,93,138	0,0,0	128,106,112	2,0,0	190	149	1
169	18,27,40	1,0,0	29,39,27	0,0,0	224	149	1
170	14,20,23	42,81,92	22,26,15	78,94,94	230	149	1
171	30,30,55	0,0,0	61,51,28	0,0,2	230	149	1
172	109,207,187	0,0,0	151,196,196	0,0,2	230	149	1
173	75,136,111	23,21,44	87,118,115	48,38,22	230	149	1
174	308,460,483	0,2,0	730,674,639	0,0,0	222	149	1
175	180,272,250	0,2,0	429,432,408	0,0,0	198	149	1
176	42,57,49	0,0,0	130,71,96	1,1,0	201	149	1
177	150,217,255	1,0,5	244,222,236	2,1,2	191	149	1
178	201,253,288	0,0,1	250,261,203	0,0,0	298	149	1
179	160,187,216	0,0,0	163,180,170	1,0,0	280	149	1
180	94,106,90	0,4,2	23,28,24	0,0,0	196	149	1
181	635,756,854	0,0,0	980,929,894	1,0,0	269	149	1
182	92,130,179	0,0,0	149,164,128	0,1,0	210	149	1
183	4743,7155,7150	2,0,0	5377,5553,4768	0,0,0	254	149	1
184	9,4,4	1,6,7	3,2,5	5,2,4	212	149	1
185	47,87,82	0,0,0	61,58,50	2,0,0	210	149	1
186	44,76,71	0,0,0	57,62,38	2,0,0	298	149	1
187	19,29,29	0,0,0	26,38,17	2,0,0	223	149	1
188	351,556,627	0,0,1	560,585,486	0,0,0	203	149	1
189	7012,9601,9994	0,0,0	9925,10257,8892	0,0,1	251	149	1
190	7,6,11	6,2,0	10,13,6	0,0,2	214	149	0.222288875855
191	70,91,83	0,0,2	120,113,100	0,0,0	283	149	1
192	184,188,214	9,10,16	286,308,323	16,21,22	190	149	1
