ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
1	22,69,30,15,57,33	0,2,1,0,0,0	33,19,28,25,49,14	0,0,0,0,0,0	202	149	1	1.0
3	187,230,236,152,224,250	0,0,0,4,0,0	166,141,136,258,219,90	0,0,0,0,2,0	291	149	1	1.0
4	9,7,1,1,4,2	217,384,262,251,358,344	0,2,9,6,1,4	149,171,193,290,263,88	230	149	1	1.0
5	1,20,2,7,6,6	4,1,2,2,10,2	8,8,6,11,16,3	0,0,4,8,9,2	208	149	0.872006888373	1.0
6	0,0,1,1,0,0	11,27,20,15,21,31	2,0,0,0,0,0	13,8,9,14,22,4	170	149	1	1.0
8	0,0,6,0,6,3	23,44,38,48,46,32	0,0,0,2,0,0	23,32,15,50,34,25	200	149	1	1.0
9	80,150,101,85,171,89	15,26,24,19,24,24	105,99,120,155,167,72	26,15,17,25,35,12	184	149	1	1.0
10	72,117,90,60,133,72	0,1,2,0,0,1	88,86,95,134,113,55	0,0,1,0,0,2	184	149	1	1.0
11	2,2,4,2,2,1	227,406,352,311,398,436	2,4,9,24,15,4	282,155,190,346,292,124	298	149	1	1.0
12	2,6,8,2,6,6	849,1423,1059,887,1521,1128	3,2,1,2,2,0	1233,909,962,1125,1509,522	156	149	1	1.0
13	0,0,0,1,1,0	0,0,0,1,0,0	0,0,3,1,1,0	0,0,0,0,0,0	154	149	1	1.0
16	355,589,355,308,520,536	0,9,1,0,5,1	366,219,372,345,541,146	0,0,1,1,7,2	283	149	1	1.0
17	14,57,21,12,27,20	5,6,2,0,1,0	0,6,0,3,7,1	0,1,0,0,1,0	298	149	1	1.0
18	6,4,10,14,8,4	8,11,16,11,14,17	1,3,3,12,15,3	7,9,11,18,15,2	242	149	1	1.0
19	0,12,5,7,12,4	17,21,17,26,21,19	1,8,6,6,19,0	14,8,15,35,32,9	298	149	1	1.0
20	1,12,4,3,10,4	3,0,2,0,0,0	1,7,10,2,11,0	0,0,0,0,0,0	298	149	1	1.0
21	3,0,3,4,3,0	17,21,17,26,21,19	0,3,1,4,8,0	14,8,15,35,32,9	184	149	1	1.0
22	36,74,81,69,69,71	0,0,2,0,0,0	74,39,45,57,91,20	2,0,0,1,1,0	155	149	1	1.0
23	8,12,6,7,10,1	67,116,131,74,103,103	9,3,4,2,8,0	68,58,65,133,131,32	298	149	1	1.0
25	287,354,303,341,392,412	33,50,39,42,29,47	340,211,285,477,354,127	51,61,44,108,80,18	170	149	1	1.0
26	41,51,33,57,41,39	33,50,39,42,29,47	34,37,34,55,59,11	51,61,44,108,80,18	236	149	0.503998535741	1.0
27	13,11,7,12,1,5	259,314,277,296,352,378	3,12,7,12,15,3	309,186,258,434,310,119	215	149	1	1.0
28	110,156,124,157,138,149	1,0,3,10,8,3	77,82,76,135,133,57	3,1,0,5,2,0	298	149	1	1.0
29	5,22,11,4,18,15	0,0,2,1,6,3	13,16,8,14,23,10	5,1,1,11,1,1	153	149	1	1.0
30	102,118,162,128,127,132	0,0,0,0,0,0	78,61,92,167,141,47	0,0,0,0,1,0	152	149	1	1.0
31	4,2,1,2,0,2	109,147,153,108,125,173	0,0,0,0,0,0	89,48,105,178,95,24	293	149	1	1.0
33	196,271,295,185,280,210	1,0,1,1,1,0	127,85,87,126,151,49	0,2,0,0,0,0	298	149	1	1.0
34	977,1551,1279,1116,1398,1232	3,12,9,4,7,12	1014,783,973,1314,1398,489	3,0,0,3,0,0	161	149	1	1.0
35	15,31,10,18,28,24	49,47,53,41,54,64	5,4,6,18,11,8	46,25,39,62,73,24	179	149	0.569847073242	1.0
36	3,5,4,6,14,3	290,440,367,299,567,470	1,5,2,4,3,2	348,287,251,399,418,147	298	149	1	1.0
37	41,43,23,15,55,22	294,462,393,313,556,445	49,48,34,71,59,18	342,259,263,372,428,145	188	149	1	1.0
38	5,4,5,1,5,7	75,140,95,61,131,104	1,14,8,13,8,4	72,33,63,114,95,41	298	149	1	1.0
