ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
303	AT5G03830		chr5	+	1018640	1018795	1018654	1018795	1018337	1018440	303	2,0	3,2	4,2	0,0	113	99	0.000169357773453	0.0312323960542907	0.369,0.0	1.0,1.0	-0.816
433	AT4G26190		chr4	-	13263656	13266812	13263656	13266462	13266897	13267002	433	62,71	6,19	23,19	0,0	449	99	9.37739478291e-07	0.0002964596379225	0.695,0.452	1.0,1.0	-0.426
777	AT5G64520		chr5	+	25790204	25790436	25790218	25790436	25789986	25790090	777	7,4	5,4	0,0	8,1	113	99	4.56973308839e-05	0.0106818669574002	0.551,0.467	0.0,0.0	0.509
1136	AT1G44125		chr1	-	16783003	16783600	16783003	16783197	16783690	16783921	1136	114,116	9,16	128,79	1,0	502	99	7.25963732462e-07	0.0002964596379225	0.714,0.588	0.962,1.0	-0.33
1201	AT1G10590		chr1	-	3502762	3503049	3502762	3503004	3503369	3503437	1201	16,13	79,81	18,8	1,1	144	99	6.63136212609e-13	7.337602192518585e-10	0.122,0.099	0.925,0.846	-0.775
1330	AT1G27720		chr1	-	9646645	9646878	9646645	9646833	9647148	9647215	1330	1,3	4,3	2,1	0,0	144	99	2.38601994341e-05	0.0066003276684579	0.147,0.407	1.0,1.0	-0.723
1497	AT3G52170		chr3	-	19348965	19349146	19348965	19349132	19349393	19349527	1497	13,11	38,22	21,13	7,6	113	99	0.000138544185423	0.027872571121918	0.231,0.305	0.724,0.655	-0.421
1654	AT1G67850		chr1	+	25438865	25439223	25439053	25439223	25437913	25438272	1654	7,12	7,4	5,3	0,0	287	99	9.05920565564e-07	0.0002964596379225	0.256,0.509	1.0,1.0	-0.617
1690	AT1G02080		chr1	+	375121	375238	375124	375238	374582	374922	1690	13,16	162,173	22,24	38,43	102	99	4.82687164817e-05	0.0106818669574002	0.072,0.082	0.36,0.351	-0.278
1854	AT3G27260		chr3	+	10070618	10070726	10070645	10070726	10070299	10070372	1854	69,56	199,207	80,73	61,28	126	99	6.57487993938e-07	0.0002964596379225	0.214,0.175	0.507,0.672	-0.395
1964	AT5G14020		chr5	-	4525614	4525926	4525614	4525874	4526013	4526167	1964	5,9	6,16	5,4	0,0	151	99	3.9968028886499995e-15	8.84492479258245e-12	0.353,0.269	1.0,1.0	-0.689
2481	AT3G13560		chr3	-	4427217	4427324	4427217	4427313	4427864	4428199	2481	6,4	8,14	2,1	0,0	110	99	6.143197062160001e-12	4.531631699520026e-09	0.403,0.205	1.0,1.0	-0.696
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
70	AT5G44290		chr5	-	17843414	17843806	17843432	17843806	17842764	17843307	70	105,84	229,198	21,12	169,116	117	99	0.00173650039523	0.0349971618115584	0.28,0.264	0.095,0.08	0.185
129	AT5G60022		chr5	-	24167445	24168126	24168033	24168126	24167140	24167331	129	110,141	2,3	27,21	3,8	687	99	0.00090278630235	0.021073325102196	0.888,0.871	0.565,0.274	0.46
136	AT5G14770		chr5	-	4772875	4775833	4772878	4775833	4772712	4772796	136	22,20	9,8	16,10	0,0	102	99	0.00080551874773	0.019481161098947	0.703,0.708	1.0,1.0	-0.294
147	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	147	166,123	45,38	26,21	51,22	164	99	3.63252519131e-06	0.0001543332324524	0.69,0.661	0.235,0.366	0.375
200	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	200	17,7	22,30	13,11	2,1	113	99	7.05587972283e-06	0.0002705327542509	0.404,0.17	0.851,0.906	-0.592
219	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	219	352,304	449,443	61,39	296,222	132	99	2.00483752821e-07	1.086760204946938e-05	0.37,0.34	0.134,0.116	0.23
235	AT4G32900		chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	235	98,60	266,185	96,52	76,33	107	99	4.19783283134e-07	2.1125912692755e-05	0.254,0.231	0.539,0.593	-0.324
255	AT4G31480		chr4	+	15263153	15263909	15263153	15263833	15264133	15266190	255	9,8	8,12	3,1	0,0	175	99	3.43614026121e-13	5.4016124906221193e-11	0.389,0.274	1.0,1.0	-0.668
261	AT5G64460		chr5	-	25775305	25775568	25775477	25775568	25775040	25775115	261	17,22	103,83	48,27	39,30	271	99	0.00160774915884	0.0328231386713828	0.057,0.088	0.31,0.247	-0.206
262	AT5G64460		chr5	-	25775305	25775568	25775482	25775568	25775044	25775106	262	6,10	8,6	15,3	0,0	276	99	1.08661968312e-10	1.0048036128615527e-08	0.212,0.374	1.0,1.0	-0.707
352	AT4G12440		chr4	+	7378350	7378884	7378350	7378764	7379857	7379916	352	10,4	4,3	0,0	1,1	219	99	0.000198937655353	0.0057912961891651	0.531,0.376	0.0,0.0	0.454
361	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	361	11,3	159,133	44,29	55,15	110	99	2.24623852851e-09	1.7655434834088605e-07	0.059,0.02	0.419,0.635	-0.488
402	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	402	125,137	162,223	134,67	32,18	103	99	1.7726931034200002e-12	2.533339598705673e-10	0.426,0.371	0.801,0.782	-0.393
406	AT3G63480		chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	406	0,0	16,10	9,2	5,2	111	99	1.87279293546e-05	0.0006542289987873	0.0,0.0	0.616,0.471	-0.543
407	AT3G63460		chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	407	474,418	53,49	143,90	188,77	105	99	0.0	0.0	0.894,0.889	0.418,0.524	0.42
408	AT3G63340		chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	408	253,256	12,7	49,22	23,11	130	99	4.50462243506e-07	2.1458383236104e-05	0.941,0.965	0.619,0.604	0.342
449	AT3G54500		chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	449	359,256	227,115	480,356	667,535	102	99	3.05029728885e-05	0.0009989723620983	0.606,0.684	0.411,0.392	0.244
474	AT3G49500		chr3	-	18353443	18353673	18353466	18353673	18350490	18353210	474	18,20	24,28	0,0	10,6	122	99	3.36317973471e-10	2.9371769683134e-08	0.378,0.367	0.0,0.0	0.372
506	AT4G24230		chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	506	155,109	174,142	32,28	186,154	112	99	9.43214339966e-09	6.739695192847963e-07	0.441,0.404	0.132,0.138	0.287
508	AT5G35330		chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	508	101,110	137,105	18,25	110,86	120	99	4.87004187278e-05	0.001531141164802	0.378,0.464	0.119,0.193	0.265
516	AT2G03810		chr2	+	1161669	1161729	1161669	1161724	1162632	1162712	516	9,8	14,15	9,12	2,3	104	99	0.00128666417911	0.0280921679105683	0.38,0.337	0.811,0.792	-0.443
526	AT2G02080		chr2	-	520976	521205	520980	521205	520263	520660	526	9,10	254,269	67,48	54,39	103	99	0.0	0.0	0.033,0.034	0.544,0.542	-0.51
552	AT1G79190		chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	552	8,6	54,37	32,15	7,4	117	99	7.97140131681e-14	1.39233809666948e-11	0.111,0.121	0.795,0.76	-0.662
563	AT2G04790		chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	563	28,36	42,23	3,4	42,50	122	99	5.35578698102e-06	0.0002158794136964	0.351,0.559	0.055,0.061	0.397
566	AT1G79270		chr1	+	29815505	29816515	29815505	29816510	29816606	29816677	566	21,44	33,10	19,12	0,0	104	99	0.00205140887575	0.0403101844084875	0.377,0.807	1.0,1.0	-0.408
577	AT1G72740		chr1	-	27381146	27381248	27381164	27381248	27380621	27380901	577	115,123	158,129	18,17	123,61	117	99	8.90801112385e-06	0.0003268788876589	0.381,0.447	0.11,0.191	0.264
598	AT1G68140		chr1	-	25540793	25541741	25541435	25541741	25538944	25540430	598	56,70	12,8	31,27	0,1	741	99	0.00024443278078	0.0066631488626108	0.384,0.539	1.0,0.783	-0.43
669	AT2G44280		chr2	-	18304070	18304627	18304129	18304627	18303751	18303985	669	5,8	0,1	2,1	4,2	158	99	1.69385980848e-05	0.0006051699133933	1.0,0.834	0.239,0.239	0.678
