IncLevel1	IncLevel2	IncLevelDifference
0.0,0.052	0.0,0.0,0.099,0.054	-0.012
0.221,0.224	0.174,0.189,0.235,0.153	0.035
0.045,0.06	0.086,0.056,0.057,0.151	-0.035
0.237,0.304	0.079,0.138,0.11,0.247	0.127
0.098,0.074	0.061,0.107,0.084,0.085	0.002
0.043,0.082	0.079,0.087,0.094,0.121	-0.033
0.456,0.751	0.627,0.502,0.905,0.794	-0.103
1.0,1.0	1.0,1.0,0.965,0.934	0.025
0.845,0.881	0.812,0.879,0.808,0.828	0.031
1.0,0.381	0.17,1.0,1.0,0.381	0.053
0.141,0.11	0.085,0.087,0.088,0.131	0.028
0.074,0.069	0.076,0.079,0.084,0.094	-0.012
0.323,0.436	0.27,0.235,0.208,0.358	0.112
0.124,0.147	0.153,0.13,0.058,0.1	0.025
0.0,0.325	0.084,0.0,0.0,0.06	0.127
0.134,0.123	0.054,0.12,0.09,0.123	0.032
0.055,0.077	0.109,0.089,0.108,0.154	-0.049
0.523,0.697	0.561,0.565,0.527,0.509	0.07
0.0,0.0	0.031,0.0,0.011,0.0	-0.01
0.251,0.286	0.43,0.395,0.341,0.219	-0.078
0.033,0.043	0.038,0.074,0.0,0.022	0.005
0.0,0.029	0.06,0.0,0.04,0.0	-0.011
0.057,0.062	0.033,0.033,0.056,0.052	0.016
0.234,0.314	0.357,0.182,0.117,0.109	0.083
0.156,0.454	0.257,0.126,0.172,0.266	0.1
0.448,0.405	0.509,0.556,0.438,0.298	-0.024
0.017,0.01	0.01,0.034,0.006,0.012	-0.002
1.0,1.0	0.943,0.922,1.0,1.0	0.034
0.006,0.005	0.007,0.005,0.003,0.002	0.001
0.022,0.018	0.022,0.017,0.026,0.018	-0.001
0.018,0.02	0.047,0.083,0.025,0.046	-0.031
1.0,1.0	1.0,0.962,0.973,1.0	0.016
0.077,0.125	0.633,0.712,0.623,0.644	-0.552
0.116,0.153	0.116,0.131,0.147,0.08	0.016
0.064,0.147	0.021,0.012,0.079,0.062	0.062
0.014,0.04	0.093,0.014,0.012,0.0	-0.003
0.055,0.117	0.048,0.071,0.037,0.021	0.042
0.728,0.889	0.826,0.885,0.783,0.794	-0.013
0.0,0.07	0.102,0.212,0.0,0.08	-0.064
0.287,0.063	0.335,0.144,0.04,0.063	0.029
0.18,0.116	NA,0.0,0.0,0.568	-0.041
0.483,0.111	0.0,0.0,0.0,0.294	0.223
0.429,0.25	0.0,0.143,NA,0.2	0.225
0.857,0.44	1.0,0.2,0.0,1.0	0.098
0.292,0.396	0.371,0.144,0.0,0.0	0.215
0.102,0.111	0.11,0.093,0.098,0.072	0.013
1.0,1.0	1.0,1.0,0.972,0.99	0.01
0.0,1.0	0.143,0.0,0.143,0.333	0.345
0.0,NA	NA,NA,0.227,1.0	-0.614
0.968,1.0	1.0,1.0,1.0,1.0	-0.016
0.463,0.282	0.297,0.427,0.475,0.587	-0.074
0.104,0.116	0.16,0.142,0.102,0.098	-0.015
0.118,0.109	0.153,0.163,0.177,0.148	-0.047
0.1,0.111	0.16,0.22,0.254,0.077	-0.072
0.0,0.0	0.083,0.202,0.0,0.113	-0.1
0.184,0.261	0.352,0.279,0.263,0.476	-0.12
0.213,0.118	0.605,0.461,0.463,0.524	-0.348
0.112,0.096	0.082,0.038,0.106,0.081	0.027
0.165,0.188	0.176,0.675,0.433,0.373	-0.238
0.07,0.038	0.087,0.074,0.161,0.073	-0.045
0.474,0.335	0.198,0.259,0.342,0.503	0.079
0.205,0.184	0.228,0.133,0.14,0.163	0.028
0.667,1.0	1.0,1.0,1.0,1.0	-0.166
0.494,0.624	0.591,0.551,0.372,0.385	0.084
0.022,0.037	0.111,0.053,0.033,0.064	-0.036
0.015,0.025	0.02,0.012,0.005,0.013	0.008
0.05,0.095	0.112,0.132,0.175,0.14	-0.067
0.132,0.171	0.146,0.067,0.113,0.175	0.026
0.0,0.0	0.0,0.024,0.0,0.0	-0.006
0.283,0.256	0.17,0.168,0.185,0.228	0.082
0.126,0.098	0.189,0.09,0.157,0.034	-0.006
0.991,1.0	1.0,0.993,1.0,1.0	-0.003
0.173,0.08	0.173,0.153,0.186,0.179	-0.046
0.587,0.669	0.526,0.591,0.564,0.529	0.076
0.06,0.019	0.071,0.041,0.021,0.044	-0.005
0.0,0.062	0.09,0.0,0.092,0.0	-0.014
0.077,0.023	0.129,0.096,0.109,0.06	-0.049
0.095,0.111	0.095,0.051,0.057,0.028	0.045
0.033,0.085	0.084,0.056,0.079,0.055	-0.01
1.0,1.0	0.572,1.0,0.87,1.0	0.139
0.18,0.099	0.141,0.18,0.037,0.12	0.02
0.118,0.0	0.0,0.082,0.0,0.056	0.024
0.421,0.415	0.421,0.387,0.459,0.418	-0.003
0.017,0.015	0.042,0.068,0.148,0.089	-0.071
0.034,0.02	0.02,0.009,0.033,0.019	0.007
0.167,0.217	0.136,0.36,0.171,0.333	-0.058
0.036,0.039	0.022,0.015,0.024,0.023	0.017
0.952,0.957	0.951,0.962,0.938,0.927	0.01
0.032,0.079	0.196,0.065,0.141,0.116	-0.074
0.984,0.988	0.994,0.99,0.986,0.993	-0.005
0.837,0.866	0.877,0.767,0.787,0.783	0.048
0.037,0.065	0.081,0.047,0.054,0.077	-0.014
0.333,0.6	0.333,0.28,0.647,0.278	0.082
0.08,0.098	0.0,0.122,0.0,0.071	0.041
0.745,0.667	0.758,0.54,0.429,0.663	0.108
0.542,0.527	0.486,0.366,0.455,0.511	0.08
0.0,0.0	0.056,0.0,0.0,0.116	-0.043
0.056,0.269	0.076,0.207,0.119,0.246	0.001
0.034,0.048	0.111,0.053,0.265,0.111	-0.094
0.904,0.739	0.752,0.823,0.869,1.0	-0.039
0.049,0.048	0.086,0.134,0.02,0.157	-0.051
0.006,0.007	0.013,0.011,0.023,0.01	-0.008
0.061,0.052	0.047,0.04,0.104,0.051	-0.004
0.317,0.423	0.442,0.447,0.616,0.292	-0.079
0.235,0.258	0.133,0.286,0.108,0.252	0.052
0.692,0.867	0.294,0.765,0.545,0.933	0.145
0.5,0.157	0.027,0.215,0.133,0.402	0.134
1.0,0.844	NA,1.0,1.0,0.9	-0.045
0.925,0.948	0.913,0.912,0.951,0.923	0.012
0.243,0.244	0.118,0.2,0.3,0.056	0.075
0.071,0.3	0.533,0.382,0.19,0.5	-0.216
0.0,0.0	0.0,0.0,0.026,0.013	-0.01
0.322,0.297	0.272,0.227,0.308,0.242	0.047
0.1,0.089	0.169,0.18,0.235,0.21	-0.104
1.0,0.5	1.0,1.0,0.862,0.867	-0.182
0.132,0.116	0.089,0.111,0.109,0.117	0.018
0.2,0.067	0.429,0.368,0.44,0.136	-0.21
0.25,0.059	0.214,0.25,0.355,0.188	-0.097
0.185,0.191	0.073,0.073,0.226,0.167	0.053
0.111,0.103	0.375,0.2,0.333,0.385	-0.216
0.619,1.0	0.733,0.875,0.724,0.81	0.024
0.556,0.556	1.0,0.75,1.0,1.0	-0.381
1.0,1.0	1.0,0.704,1.0,1.0	0.074
0.39,0.051	0.0,0.219,0.189,0.071	0.101
0.0,0.0	0.143,0.143,0.0,0.0	-0.071
0.396,0.52	0.47,0.202,0.429,0.557	0.044
0.0,0.0	0.333,1.0,0.053,0.167	-0.388
0.211,0.022	0.0,0.053,0.03,0.143	0.06
0.636,0.099	0.663,0.344,0.304,0.198	-0.01
0.568,0.141	0.0,0.273,0.064,0.079	0.25
0.167,0.275	0.084,0.285,0.059,0.266	0.048
0.075,0.167	0.228,0.367,0.187,0.305	-0.151
0.159,0.126	0.041,0.05,0.076,0.054	0.087
0.062,0.017	0.058,0.022,0.014,0.021	0.011
1.0,1.0	1.0,1.0,0.907,1.0	0.023
0.088,0.059	0.07,0.034,0.085,0.03	0.019
0.136,0.064	0.12,0.018,0.137,0.227	-0.025
0.241,0.524	0.48,0.516,0.51,0.39	-0.091
0.139,0.117	0.142,0.148,0.103,0.109	0.003
0.122,0.0	0.0,0.0,0.148,0.0	0.024
0.131,0.103	0.035,0.033,0.043,0.053	0.076
0.064,0.067	0.094,0.086,0.12,0.099	-0.034
1.0,0.25	0.333,0.2,1.0,0.6	0.092
0.143,1.0	0.5,0.5,1.0,0.636	-0.088
1.0,NA	0.763,1.0,0.563,0.886	0.197
0.127,0.121	0.056,0.097,0.111,0.107	0.031
1.0,1.0	1.0,0.704,1.0,0.946	0.088
0.144,0.169	0.224,0.173,0.095,0.181	-0.012
0.867,0.706	1.0,1.0,1.0,0.877	-0.183
0.13,0.104	0.168,0.123,0.149,0.15	-0.031
0.2,0.692	0.833,0.52,0.714,0.667	-0.238
0.996,0.988	0.975,0.977,0.976,0.968	0.018
0.984,0.996	0.99,0.99,0.996,0.97	0.004
0.19,0.123	0.163,0.239,0.26,0.209	-0.061
0.091,0.053	0.071,0.643,0.241,0.309	-0.244
0.165,0.327	0.24,0.223,0.198,0.172	0.038
0.111,0.077	0.149,0.151,0.18,0.175	-0.07
0.045,0.047	0.16,0.131,0.112,0.186	-0.101
0.026,0.007	0.044,0.037,0.056,0.046	-0.029
0.056,0.062	0.042,0.074,0.119,0.022	-0.005
0.154,0.194	0.238,0.251,0.199,0.195	-0.047
0.6,0.526	0.432,0.41,0.276,0.314	0.205
0.106,0.117	0.086,0.051,0.051,0.045	0.053
0.0,0.0	0.096,0.103,0.266,0.023	-0.122
0.007,0.045	0.046,0.0,0.031,0.01	0.004
0.054,0.07	0.04,0.055,0.03,0.087	0.009
1.0,0.879	0.732,1.0,0.912,0.888	0.056
0.102,0.082	0.069,0.048,0.028,0.06	0.041
0.069,0.078	0.094,0.062,0.044,0.108	-0.003
0.056,0.027	0.107,0.075,0.072,0.061	-0.037
0.049,0.147	0.034,0.11,0.093,0.057	0.024
0.147,0.082	0.186,0.133,0.233,0.234	-0.082
0.794,0.526	0.495,0.862,0.609,0.519	0.039
0.052,0.05	0.033,0.139,0.031,0.129	-0.032
1.0,1.0	1.0,1.0,0.964,0.943	0.023
1.0,NA	1.0,0.667,0.636,0.333	0.341
0.0,NA	0.0,0.0,1.0,NA	-0.333
0.027,0.038	0.0,0.0,0.0,0.023	0.027
0.043,0.022	0.03,0.042,0.025,0.036	-0.001
0.0,NA	0.015,0.015,0.004,0.006	-0.01
0.066,0.05	0.078,0.078,0.0,0.046	0.007
0.209,0.274	0.248,0.186,0.143,0.186	0.051
0.0,0.555	0.135,0.238,0.0,0.135	0.151
0.0,0.146	1.0,0.406,1.0,0.804	-0.73
0.345,0.301	0.612,0.208,0.648,0.48	-0.164
0.026,0.054	0.066,0.043,0.064,0.068	-0.02
0.013,0.005	0.041,0.045,0.016,0.017	-0.021
0.053,0.074	0.115,0.065,0.071,0.069	-0.017
0.879,0.913	0.829,0.889,0.881,0.899	0.021
0.017,0.02	0.008,0.024,0.02,0.023	-0.0
0.478,0.485	0.826,0.538,0.571,0.615	-0.156
0.023,0.041	0.053,0.096,0.068,0.059	-0.037
0.026,0.027	0.026,0.026,0.028,0.028	-0.001
0.516,1.0	1.0,NA,0.081,0.347	0.282
0.333,0.846	0.391,0.0,0.75,0.375	0.211
0.089,0.037	0.092,0.017,0.019,0.011	0.028
0.052,0.088	0.126,0.028,0.042,0.05	0.008
0.065,0.016	0.02,0.03,0.044,0.117	-0.012
0.1,0.045	0.032,0.07,0.105,0.047	0.009
0.289,0.352	0.191,0.095,0.229,0.243	0.131
0.93,0.95	0.952,0.808,0.567,0.856	0.144
0.962,1.0	1.0,1.0,0.875,1.0	0.012
0.776,0.742	0.855,0.854,0.851,0.832	-0.089
0.976,0.974	1.0,0.942,0.926,0.993	0.01
0.027,0.034	0.039,0.028,0.033,0.024	-0.001
0.0,0.0	0.022,0.0,0.0,0.0	-0.005
0.74,0.74	0.665,0.792,1.0,1.0	-0.124
0.012,0.008	0.085,0.064,0.071,0.081	-0.065
0.064,0.135	0.251,0.202,0.113,0.1	-0.067
0.118,0.153	0.315,0.372,0.264,0.336	-0.186
0.105,0.0	0.297,0.494,0.145,0.179	-0.226
0.037,0.098	0.0,0.223,0.091,0.136	-0.045
1.0,1.0	1.0,1.0,0.924,1.0	0.019
0.043,0.03	0.14,0.15,0.029,0.056	-0.057
0.0,0.03	0.011,0.028,0.057,0.013	-0.012
1.0,0.934	1.0,1.0,1.0,1.0	-0.033
0.099,0.174	0.049,0.0,0.026,0.031	0.11
0.0,0.0	0.559,0.0,0.0,0.0	-0.14
0.0,0.122	NA,0.071,0.0,0.172	-0.02
0.0,0.04	0.306,0.263,0.15,0.306	-0.236
0.75,0.652	0.744,0.704,0.75,0.8	-0.048
1.0,1.0	0.934,0.92,1.0,1.0	0.036
0.105,0.099	0.172,0.144,0.127,0.135	-0.042
0.299,0.394	0.27,0.315,0.405,0.255	0.035
1.0,1.0	1.0,1.0,1.0,0.818	0.045
0.143,0.118	0.217,0.176,0.333,0.143	-0.087
0.22,0.174	0.054,0.103,NA,0.12	0.105
0.777,0.609	0.745,0.625,0.227,0.719	0.114
0.097,0.095	0.176,0.116,0.091,0.111	-0.027
0.299,0.148	0.573,0.355,0.283,0.291	-0.152
0.765,0.532	0.643,0.5,0.765,0.688	-0.0
0.795,0.837	0.78,0.805,0.765,0.749	0.041
0.033,0.033	0.007,0.034,0.051,0.032	0.002
0.048,0.05	0.067,0.019,0.0,0.02	0.022
NA,1.0	NA,0.0,0.171,0.171	0.886
0.0,0.031	0.0,0.0,0.0,0.0	0.015
0.137,0.171	0.083,0.206,0.195,0.159	-0.007
0.02,0.033	0.038,0.0,0.014,0.037	0.004
0.081,0.032	0.0,0.081,0.068,0.025	0.013
0.5,0.556	0.6,0.5,0.714,0.5	-0.05
0.308,0.465	0.426,0.413,0.371,0.224	0.028
0.067,0.087	0.179,0.027,0.133,0.022	-0.013
0.0,1.0	0.484,0.556,0.32,0.385	0.064
0.462,0.38	0.302,0.38,0.159,0.424	0.105
0.923,0.737	0.73,0.613,0.625,0.92	0.108
0.846,0.5	1.0,0.704,0.857,0.923	-0.198
0.665,0.574	0.387,0.381,0.368,0.425	0.229
0.0,0.02	0.077,0.023,0.0,0.0	-0.015
0.0,0.0	0.548,1.0,0.232,0.0	-0.445
0.007,0.057	0.012,0.0,0.0,0.007	0.027
0.229,0.104	0.211,0.111,0.196,0.237	-0.022
0.843,1.0	0.795,0.926,1.0,0.642	0.081
0.354,0.511	0.474,0.591,0.451,0.486	-0.068
0.181,0.254	0.476,0.335,0.44,0.382	-0.191
0.32,0.256	0.417,0.394,0.479,0.394	-0.133
0.714,0.571	0.625,0.579,0.857,0.667	-0.039
0.372,0.425	0.262,0.267,0.253,0.156	0.164
0.703,0.683	0.748,0.595,0.494,0.549	0.097
0.968,0.867	1.0,1.0,0.94,1.0	-0.068
0.172,0.091	0.077,0.1,0.027,0.156	0.042
