ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	0,1	16,12	0,0,3,2	12,10,18,23	225	149	1	1.0	0.0,0.052	0.0,0.0,0.099,0.054	-0.012
1	47,66	98,135	36,45,55,44	101,114,106,144	252	149	1	1.0	0.221,0.224	0.174,0.189,0.235,0.153	0.035
2	11,19	139,176	18,14,15,44	114,140,148,147	251	149	1	1.0	0.045,0.06	0.086,0.056,0.057,0.151	-0.035
3	17,20	36,30	3,9,6,17	23,37,32,34	227	149	0.66627350366	1.0	0.237,0.304	0.079,0.138,0.11,0.247	0.127
4	13,14	65,96	11,16,12,19	92,73,71,112	273	149	1	1.0	0.098,0.074	0.061,0.107,0.084,0.085	0.002
5	6,15	81,102	10,14,17,24	71,89,99,106	246	149	1	1.0	0.043,0.082	0.079,0.087,0.094,0.121	-0.033
6	5,12	3,2	10,16,19,23	3,8,1,3	296	149	1	1.0	0.456,0.751	0.627,0.502,0.905,0.794	-0.103
7	34,62	0,0	33,31,45,46	0,0,1,2	241	149	1	1.0	1.0,1.0	1.0,1.0,0.965,0.934	0.025
8	209,201	24,17	145,116,148,177	21,10,22,23	238	149	1	1.0	0.845,0.881	0.812,0.879,0.808,0.828	0.031
9	2,1	0,1	1,2,2,3	3,0,0,3	242	149	0.36815681006	1.0	1.0,0.381	0.17,1.0,1.0,0.381	0.053
10	61,52	242,275	44,46,40,85	310,314,270,368	228	149	1	1.0	0.141,0.11	0.085,0.087,0.088,0.131	0.028
11	286,304	2502,2867	363,369,534,674	3083,3015,4082,4592	212	149	1	1.0	0.074,0.069	0.076,0.079,0.084,0.094	-0.012
12	31,41	38,31	43,31,27,63	68,59,60,66	255	149	0.88190533819	1.0	0.323,0.436	0.27,0.235,0.208,0.358	0.112
13	43,48	202,184	61,49,22,56	223,218,237,334	225	149	1	1.0	0.124,0.147	0.153,0.13,0.058,0.1	0.025
14	0,3	7,4	2,0,0,2	14,13,17,20	232	149	1	1.0	0.0,0.325	0.084,0.0,0.0,0.06	0.127
15	10,12	39,52	5,13,8,13	53,58,49,56	246	149	1	1.0	0.134,0.123	0.054,0.12,0.09,0.123	0.032
16	3,8	31,58	11,5,7,13	54,31,35,43	247	149	1	1.0	0.055,0.077	0.109,0.089,0.108,0.154	-0.049
17	38,63	19,15	56,57,55,68	24,24,27,36	272	149	1	1.0	0.523,0.697	0.561,0.565,0.527,0.509	0.07
