IncLevel1	IncLevel2	IncLevelDifference
0.199,0.14,0.158	0.126,0.134,0.117	0.04
0.044,0.049,0.075	0.094,0.044,0.056	-0.009
0.33,0.234,0.33	0.223,0.244,0.202	0.075
0.072,0.093,0.158	0.11,0.129,0.053	0.01
0.0,0.052,0.01	0.058,0.034,0.0	-0.01
0.61,0.668,0.581	0.502,0.522,0.638	0.066
1.0,0.987,1.0	0.942,0.939,0.976	0.043
0.752,0.735,0.746	0.63,0.829,0.763	0.004
0.125,0.088,0.085	0.09,0.106,0.118	-0.005
0.035,0.036,0.04	0.055,0.035,0.045	-0.008
0.369,0.336,0.412	0.253,0.305,0.143	0.139
0.085,0.088,0.083	0.057,0.082,0.073	0.015
0.101,0.082,0.097	0.083,0.08,0.062	0.018
0.074,0.079,0.123	0.072,0.095,0.047	0.021
0.387,0.465,0.41	0.523,0.516,0.544	-0.107
0.016,0.0,0.011	0.0,0.011,0.0	0.005
0.339,0.222,0.27	0.22,0.312,0.271	0.009
0.09,0.044,0.087	0.129,0.226,0.135	-0.09
0.052,0.047,0.0	0.024,0.098,0.01	-0.011
0.019,0.033,0.023	0.025,0.054,0.04	-0.015
0.0,0.132,0.186	0.0,0.149,0.08	0.03
0.204,0.287,0.148	0.341,0.169,0.223	-0.031
0.581,0.548,0.485	0.642,0.71,0.666	-0.135
0.0,0.01,0.013	0.017,0.026,0.021	-0.014
1.0,1.0,1.0	0.986,0.984,0.991	0.013
0.01,0.004,0.023	0.013,0.014,0.017	-0.002
0.011,0.007,0.015	0.009,0.008,0.011	0.002
0.046,0.058,0.079	0.042,0.052,0.055	0.011
1.0,0.852,1.0	1.0,1.0,1.0	-0.049
0.081,0.061,0.135	0.516,0.654,0.634	-0.509
0.068,0.046,0.056	0.132,0.074,0.151	-0.062
0.0,0.048,0.075	0.038,0.011,0.015	0.02
0.02,0.045,0.108	0.092,0.082,0.053	-0.018
0.089,0.094,0.139	0.115,0.071,0.11	0.009
0.747,0.445,1.0	0.912,0.779,0.762	-0.087
0.076,0.132,0.239	0.128,0.065,0.033	0.074
0.451,0.365,0.309	0.423,0.32,0.168	0.071
0.0,0.0,0.0	0.127,0.22,0.36	-0.236
0.0,0.0,0.0	0.143,0.091,0.211	-0.148
0.082,0.472,1.0	0.064,0.22,0.264	0.335
0.117,0.382,0.306	0.317,0.469,0.365	-0.115
0.0,1.0,1.0	0.065,0.065,0.069	0.6
0.022,0.022,0.019	0.012,0.02,0.021	0.003
0.952,0.957,0.965	0.955,1.0,0.919	-0.0
1.0,NA,0.0	1.0,1.0,1.0	-0.5
0.134,0.093,0.0	0.382,0.278,0.123	-0.185
0.227,0.0,0.0	0.469,0.541,0.0	-0.261
0.965,0.96,1.0	1.0,0.983,1.0	-0.019
0.475,0.453,0.42	0.358,0.525,0.505	-0.013
0.117,0.12,0.134	0.163,0.223,0.171	-0.062
0.215,0.098,0.167	0.204,0.2,0.249	-0.058
0.125,0.111,0.118	0.153,0.17,0.195	-0.055
0.137,0.113,0.123	0.0,0.297,0.113	-0.012
0.211,0.151,0.163	0.185,0.142,0.148	0.017
