ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
0	54,80,78,46,79,79	83,92,75,65,97,107	38,48,32,78,74,20	51,44,34,42,55,26	160	188	1	1.0
1	404,521,472,396,546,532	228,332,285,224,344,281	461,309,392,500,558,215	266,203,224,311,363,122	180	168	1	1.0
2	97,162,143,106,214,157	129,253,163,180,200,185	133,98,143,138,162,57	171,137,167,138,224,68	167	161	1	1.0
3	114,177,128,126,173,135	98,100,93,95,101,117	134,117,128,186,190,65	131,83,87,98,126,41	167	146	1	1.0
4	1,1,0,0,2,0	122,183,123,152,217,143	0,0,0,0,0,0	120,106,112,149,183,51	198	198	1	1.0
5	95,101,106,127,143,134	22,29,20,37,40,16	108,71,100,117,135,34	17,6,10,14,23,7	198	169	1	1.0
6	67,74,65,87,100,91	119,181,121,141,207,134	63,48,62,83,85,20	115,106,107,137,181,50	198	198	1	1.0
7	67,74,65,87,100,91	122,183,123,152,217,143	63,48,62,83,85,20	120,106,112,149,183,51	198	198	1	1.0
8	35,50,39,47,60,74	69,84,71,63,80,49	51,27,39,62,60,12	49,44,77,113,102,41	139	144	1	1.0
9	5,30,14,10,19,19	74,151,143,92,190,92	17,10,18,27,17,10	92,73,74,135,148,36	180	180	1	1.0
10	178,304,197,149,263,208	91,142,121,71,125,117	141,104,99,176,199,77	67,45,41,83,106,23	179	152	1	1.0
11	58,81,45,40,73,54	79,96,65,64,87,95	37,39,38,53,48,20	78,46,49,84,77,30	160	153	1	1.0
12	0,4,1,2,2,3	2,2,3,2,2,2	0,0,2,0,0,0	0,1,0,1,11,2	198	198	1	1.0
13	496,853,628,556,735,609	198,303,189,168,265,242	611,397,505,706,692,224	231,135,186,249,248,78	189	153	1	1.0
15	204,180,116,131,184,233	272,305,195,172,302,314	101,60,72,52,154,44	203,108,138,100,222,94	176	198	1	1.0
16	266,528,355,375,464,500	263,400,297,292,403,405	344,352,344,533,477,187	306,263,318,367,422,149	198	166	1	1.0
17	429,731,357,325,543,463	439,799,419,378,618,531	716,516,597,785,1053,353	736,575,658,824,1043,347	181	168	1	1.0
18	77,75,97,86,126,133	167,248,213,224,257,287	68,31,78,130,100,29	132,154,163,297,254,71	144	198	1	1.0
19	66,99,90,60,122,72	43,49,70,39,82,67	71,50,68,86,96,37	57,34,55,68,64,26	147	146	1	1.0
21	5,9,4,8,3,6	4,8,19,15,13,11	3,2,1,6,12,3	9,9,13,4,12,7	198	198	1	1.0
22	635,1035,775,597,1024,817	68,119,86,52,87,59	682,479,593,722,964,265	58,41,52,68,91,31	166	117	1	1.0
23	97,146,109,106,160,135	153,228,210,154,257,236	99,61,90,110,145,52	129,107,142,204,235,101	178	198	1	1.0
24	499,752,681,550,953,734	392,673,476,462,660,570	657,538,573,857,860,283	472,333,349,548,725,186	174	147	1	1.0
25	648,987,857,700,965,932	288,417,381,312,426,480	769,492,620,956,946,303	341,252,270,418,482,158	182	147	1	1.0
26	28,45,51,23,39,48	43,76,70,62,32,74	18,19,15,37,52,22	35,25,61,77,46,35	151	198	1	1.0
28	572,878,700,559,909,712	284,371,305,296,382,358	633,459,519,689,833,318	265,224,253,322,357,141	149	133	1	1.0
29	0,1,4,3,2,1	109,199,135,140,195,95	0,1,0,0,0,1	103,76,83,146,131,47	180	180	1	1.0
30	73,136,96,99,108,102	108,199,136,139,195,95	67,79,47,117,93,40	103,76,83,146,131,47	180	180	1	1.0
31	89,121,94,94,125,103	107,165,125,110,192,135	81,80,43,94,78,24	112,111,84,133,127,44	180	180	1	1.0
32	146,223,196,178,262,181	174,239,208,191,308,217	95,71,100,158,122,42	113,88,98,150,179,50	181	163	1	1.0
33	6,9,5,2,3,7	205,335,201,183,309,224	9,3,8,7,6,6	194,125,198,202,227,77	198	182	1	1.0
34	116,175,109,120,124,151	205,335,201,183,309,224	114,71,89,105,162,43	194,125,198,202,227,77	167	182	1	1.0
35	46,66,57,50,67,85	48,103,98,49,99,90	51,44,38,67,76,25	82,44,72,102,83,32	138	156	1	1.0
36	9,26,18,20,25,23	62,91,72,79,128,89	24,28,17,31,23,10	95,60,60,107,114,39	198	198	1	1.0
37	244,416,269,270,413,291	113,205,142,176,289,215	316,239,269,270,340,132	177,115,119,134,211,85	198	172	1	1.0
38	135,219,136,154,240,196	196,363,245,240,326,276	171,97,115,139,179,57	247,186,210,231,321,87	177	170	1	1.0
39	1495,2071,1796,1593,2099,1966	1163,1885,1539,1300,1603,1582	1700,1241,1371,2025,1991,700	1329,961,1155,1780,1815,573	160	153	1	1.0
40	200,240,185,213,331,244	159,220,148,207,232,253	71,120,124,274,223,78	52,75,83,189,160,47	198	184	1	1.0
41	1186,1928,1669,1509,2201,1734	1101,1968,1678,1448,2148,1700	1744,1297,1523,2162,2341,755	1594,1294,1444,2276,2259,691	177	198	1	1.0
42	40,49,51,42,68,63	76,112,91,94,130,98	36,48,62,74,73,32	88,54,92,144,171,43	151	198	1	1.0
43	194,260,279,189,329,245	40,67,63,43,86,68	227,155,145,199,303,80	39,40,49,71,80,24	169	127	1	1.0
44	2290,4109,2181,2066,3347,2222	2536,4332,2280,2333,3520,2333	3146,2375,3088,2227,4766,1516	3445,2541,3689,2829,4947,1895	126	123	1	1.0
45	399,682,503,469,709,521	194,392,315,292,397,314	686,474,483,545,680,230	327,309,228,268,394,94	198	165	1	1.0
46	56,83,75,60,91,96	32,83,31,26,41,58	110,65,88,139,145,50	20,10,12,12,28,10	198	198	9.53656295721e-06	0.001063326769728915
47	118,162,150,113,173,173	239,314,293,219,289,300	153,113,131,192,209,43	294,235,228,355,304,87	148	175	1	1.0
48	78,109,92,77,92,107	136,202,143,113,192,171	154,100,82,122,149,62	192,141,157,190,238,103	147	168	1	1.0
49	28,45,24,28,44,26	83,145,112,101,138,88	19,22,23,36,60,8	137,121,134,128,189,78	119	152	1	1.0
50	766,1241,991,909,1318,1333	1204,1831,1579,1437,1996,1827	984,723,876,1184,1440,441	1584,1196,1424,2084,2090,754	153	177	1	1.0
51	58,137,145,104,132,167	389,715,539,479,708,645	136,82,133,128,189,66	510,413,443,565,705,239	194	184	1	1.0
52	191,294,234,185,272,273	216,405,235,230,280,224	176,125,130,246,254,107	245,167,186,309,280,86	197	175	1	1.0
53	135,153,116,128,172,188	248,334,247,228,396,272	125,111,158,233,241,84	270,235,278,365,496,125	170	198	1	1.0
54	80,118,138,115,129,110	107,148,172,139,171,177	84,86,106,174,158,73	135,137,140,240,245,111	143	151	1	1.0
55	48,89,51,46,58,45	79,167,109,118,121,108	57,48,55,73,57,16	118,103,96,141,121,47	158	198	1	1.0
57	82,75,75,67,91,86	104,139,103,105,162,118	60,72,68,115,142,28	131,102,136,173,142,71	148	198	1	1.0
